measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-05-01,0.0,0.0,0.0,327.33,1117.0,1117.0
2022-06-01,0.0,0.0,0.0,367.436,1254.0,1254.0
2022-07-01,0.0,0.0,0.0,401.791,1371.0,1371.0
2022-08-01,0.0,0.0,0.0,342.831,1170.0,1170.0
2022-09-01,0.0,0.0,0.0,265.187,905.0,905.0
2022-10-01,0.0,0.0,0.0,216.517,739.0,739.0
2022-11-01,0.0,0.0,0.0,123.193,420.0,420.0
2022-12-01,0.0,0.0,0.0,62.715,214.0,214.0
2023-01-01,0.0,0.0,0.0,70.0,239.0,239.0
2023-02-01,0.0,0.0,0.0,168.0,573.0,573.0
2023-03-01,0.0,0.0,0.0,255.0,870.0,870.0
2023-04-01,0.0,0.0,0.0,327.0,1116.0,1116.0
2023-05-01,0.0,0.0,0.0,420.0,1433.0,1433.0
2023-06-01,0.0,0.0,0.0,413.0,1409.0,1409.0
2023-07-01,0.0,0.0,0.0,438.0,1494.0,1494.0
2023-08-01,0.0,0.0,0.0,415.0,1416.0,1416.0
2023-09-01,0.0,0.0,0.0,290.0,989.0,989.0
2023-10-01,0.0,0.0,0.0,220.0,751.0,751.0
2023-11-01,0.0,0.0,0.0,187.0,638.0,638.0
2023-12-01,0.0,0.0,0.0,92.0,314.0,314.0
2024-01-01,0.0,0.0,0.0,14.0,48.0,48.0
2024-02-01,0.0,0.0,0.0,150.0,512.0,512.0
2024-03-01,0.0,0.0,0.0,195.0,665.0,665.0
2024-04-01,0.0,0.0,0.0,183.0,624.0,624.0
2024-05-01,0.0,0.0,0.0,222.0,757.0,757.0
2024-06-01,0.0,0.0,0.0,203.0,693.0,693.0
2024-07-01,0.0,0.0,0.0,160.0,546.0,546.0
2024-08-01,0.0,0.0,0.0,198.0,676.0,676.0
2024-09-01,0.0,0.0,0.0,220.0,751.0,751.0
2024-10-01,0.0,0.0,0.0,179.0,611.0,611.0
2024-11-01,0.0,0.0,0.0,47.0,160.0,160.0
2024-12-01,0.0,0.0,0.0,40.0,136.0,136.0
