measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,3.0,46.0,46.0
2003-02-01,0.0,0.0,0.0
2003-03-01,2.0,23.0,23.0
2003-04-01,0.0,0.0,0.0
2003-05-01,2.0,23.0,23.0
2003-06-01,0.0,0.0,0.0
2003-07-01,2.0,23.0,23.0
2003-08-01,58.0,574.0,574.0
2003-09-01,0.0,0.0,0.0
2003-10-01,1.0,12.0,12.0
2003-11-01,1.0,23.0,23.0
2003-12-01,0.0,0.0,0.0
2004-01-01,0.159,2.0,2.0
2004-02-01,0.08,1.0,1.0
2004-03-01,0.891,9.0,9.0
2004-04-01,1.265,13.0,13.0
2004-05-01,2.215,23.0,23.0
2004-06-01,0.71,7.0,7.0
2004-07-01,0.773,8.0,8.0
2004-08-01,2.226,23.0,23.0
2004-09-01,0.5820000000000001,6.0,6.0
2004-10-01,0.8540000000000001,9.0,9.0
2004-11-01,0.154,2.0,2.0
2004-12-01,0.091,1.0,1.0
2005-01-01,0.919,17.77,17.77
2005-02-01,0.316,6.1,6.1
2005-03-01,0.35,6.76,6.76
2005-04-01,0.42400000000000004,8.2,8.2
2005-05-01,0.394,7.61,7.61
2005-06-01,0.511,9.88,9.88
2005-07-01,0.52,10.06,10.06
2005-08-01,0.611,11.81,11.81
2005-09-01,0.4,7.73,7.73
2005-10-01,0.444,8.58,8.58
2005-11-01,0.35700000000000004,6.9,6.9
2005-12-01,0.755,14.59,14.59
