measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,69.57900000000001,763.0,763.0
2001-02-01,59.609,654.0,654.0
2001-03-01,64.741,710.0,710.0
2001-04-01,56.759,623.0,623.0
2001-05-01,55.663000000000004,611.0,611.0
2001-06-01,56.262,617.0,617.0
2001-07-01,59.15,649.0,649.0
2001-08-01,58.8,645.0,645.0
2001-09-01,69.45400000000001,762.0,762.0
2001-10-01,66.688,732.0,732.0
2001-11-01,69.069,758.0,758.0
2001-12-01,78.227,858.0,858.0
