measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2023-01-01,12.104,210.0,210.0
2023-02-01,11.418,198.0,198.0
2023-03-01,11.269,196.0,196.0
2023-04-01,10.883,188.0,188.0
2023-05-01,15.538,270.0,270.0
2023-06-01,17.949,311.0,311.0
2023-07-01,19.684,341.0,341.0
2023-08-01,21.666,376.0,376.0
2023-09-01,18.252,317.0,317.0
2023-10-01,13.473,234.0,234.0
2023-11-01,12.491,216.0,216.0
2023-12-01,13.273,230.0,230.0
2024-01-01,14.256,238.0,238.0
2024-02-01,9.843,166.0,166.0
2024-03-01,11.17,188.0,188.0
2024-04-01,10.494,176.0,176.0
2024-05-01,14.022,236.0,236.0
2024-06-01,15.819,266.0,266.0
2024-07-01,17.099,288.0,288.0
2024-08-01,19.321,325.0,325.0
2024-09-01,16.031,270.0,270.0
2024-10-01,13.886,234.0,234.0
2024-11-01,11.125,187.0,187.0
2024-12-01,11.934,200.0,200.0
