measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,296.0,4149.0,4149.0,136.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,,,,1909.0,25485.0,25485.0,835.0,1235.0,1235.0
2003-03-01,0.0,0.0,0.0,,,,1390.0,17631.0,17631.0,593.0,741.0,741.0
2003-04-01,0.0,0.0,0.0,,,,203.0,2715.0,2715.0,83.0,98.0,98.0
2003-05-01,0.0,0.0,0.0,,,,153.0,2103.0,2103.0,47.0,98.0,98.0
2003-06-01,0.0,0.0,0.0,,,,1838.0,24000.0,24000.0,884.0,1426.0,1426.0
2003-07-01,11049.0,129439.0,129439.0,,,,47058.0,551296.0,551296.0,33305.0,65273.0,65273.0
2003-08-01,0.0,0.0,0.0,,,,4520.0,61706.0,61706.0,2048.0,2533.0,2533.0
2003-09-01,8.0,104.0,104.0,,,,2455.0,31810.0,31810.0,1169.0,1567.0,1567.0
2003-10-01,8.0,104.0,104.0,,,,431.0,5719.0,5719.0,192.0,241.0,241.0
2003-11-01,0.0,0.0,0.0,,,,1090.0,13827.0,13827.0,461.0,597.0,597.0
2003-12-01,0.0,0.0,0.0,,,,243.0,3083.0,3083.0,97.0,87.0,87.0
