measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,604.0,6185.56,6185.56
2003-02-01,317.0,3246.4,3246.4
2003-03-01,1354.0,13866.31,13866.31
2003-04-01,1318.0,13497.64,13497.64
2003-05-01,755.0,7731.96,7731.96
2003-06-01,1139.0,11664.5,11664.5
2003-07-01,300.0,3072.3,3072.3
2003-08-01,303.93,3112.55,3112.55
2003-09-01,114.84,1176.08,1176.08
2003-10-01,219.0,2242.78,2242.78
2003-11-01,601.0,6154.84,6154.84
2003-12-01,884.0,9053.04,9053.04
2004-01-01,592.9580000000001,5942.63,5942.63
2004-02-01,349.891,3506.61,3506.61
2004-03-01,577.282,5785.52,5785.52
2004-04-01,698.294,6998.3,6998.3
2004-05-01,739.905,7415.33,7415.33
2004-06-01,439.684,4406.51,4406.51
2004-07-01,299.865,3005.25,3005.25
2004-08-01,508.38300000000004,5095.01,5095.01
2004-09-01,615.207,6165.6,6165.6
2004-10-01,375.38100000000003,3762.07,3762.07
2004-11-01,518.042,5191.82,5191.82
2004-12-01,847.106,8489.7,8489.7
2005-01-01,851.09,8510.04,8510.04
2005-02-01,691.614,6915.45,6915.45
2005-03-01,755.659,7555.83,7555.83
2005-04-01,947.297,9472.02,9472.02
2005-05-01,701.8670000000001,7017.97,7017.97
2005-06-01,628.832,6287.69,6287.69
2005-07-01,533.914,5338.61,5338.61
2005-08-01,420.98400000000004,4209.42,4209.42
2005-09-01,363.66200000000003,3636.26,3636.26
2005-10-01,739.698,7396.24,7396.24
2005-11-01,812.289,8122.08,8122.08
2005-12-01,859.095,8590.09,8590.09
2006-01-01,711.995,7062.0,7062.0
2006-02-01,642.009,6368.0,6368.0
2006-03-01,565.619,5610.0,5610.0
2006-04-01,615.658,6107.0,6107.0
2006-05-01,727.912,7220.0,7220.0
2006-06-01,715.221,7094.0,7094.0
2006-07-01,750.0070000000001,7439.0,7439.0
2006-08-01,744.587,7386.0,7386.0
2006-09-01,483.325,4794.0,4794.0
2006-10-01,426.085,4226.0,4226.0
2006-11-01,499.08700000000005,4950.0,4950.0
2006-12-01,528.495,5242.0,5242.0
2007-01-01,734.818,7263.0,7263.0
2007-02-01,526.654,5205.0,5205.0
2007-03-01,890.5120000000001,8802.0,8802.0
2007-04-01,1080.304,10678.0,10678.0
2007-05-01,1151.317,11380.0,11380.0
2007-06-01,630.75,6234.0,6234.0
2007-07-01,597.16,5902.0,5902.0
2007-08-01,288.618,2853.0,2853.0
2007-09-01,171.024,1690.0,1690.0
2007-10-01,636.301,6289.0,6289.0
2007-11-01,981.195,9698.0,9698.0
2007-12-01,1048.348,10362.0,10362.0
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0
2009-01-01,867.538,8467.0,8467.0
2009-02-01,700.053,6833.0,6833.0
2009-03-01,1213.944,11848.0,11848.0
2009-04-01,1088.323,10622.0,10622.0
2009-05-01,864.5780000000001,8438.0,8438.0
2009-06-01,839.688,8195.0,8195.0
2009-07-01,1144.376,11169.0,11169.0
2009-08-01,905.445,8837.0,8837.0
2009-09-01,307.97200000000004,3006.0,3006.0
