measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-09-01,0.0,0.0,0.0,,,,,,,0.0,122.0,122.0
2004-10-01,0.0,0.0,0.0,,,,,,,0.0,98.0,98.0
2004-11-01,0.0,0.0,0.0,,,,,,,0.0,72.0,72.0
2004-12-01,0.0,0.0,0.0,,,,,,,0.0,71.0,71.0
2005-01-01,,,,,,,,,,1814.685,22279.24,22279.24
2005-02-01,,,,,,,,,,1506.448,18494.96,18494.96
2005-03-01,,,,,,,,,,1865.613,22904.49,22904.49
2005-04-01,,,,,,,,,,1838.205,22568.01,22568.01
2005-05-01,,,,,,,,,,2166.947,26604.03,26604.03
2005-06-01,,,,,,,,,,2734.7470000000003,33575.02,33575.02
2005-07-01,,,,,,,,,,3427.4550000000004,42079.54,42079.54
2005-08-01,,,,,,,,,,3550.472,43589.84,43589.84
2005-09-01,,,,,,,,,,2701.6870000000004,33169.14,33169.14
2005-10-01,,,,,,,,,,2158.318,26498.1,26498.1
2005-11-01,,,,,,,,,,1841.403,22607.26,22607.26
2005-12-01,,,,,,,,,,1797.02,22062.37,22062.37
2006-01-01,,,,,,,,,,2058.472,22017.0,22017.0
2006-02-01,,,,,,,,,,2442.1890000000003,26121.0,26121.0
2006-03-01,,,,,,,,,,2785.541,29793.0,29793.0
2006-04-01,,,,,,,,,,3115.688,33324.0,33324.0
2006-05-01,,,,,,,,,,3608.7450000000003,38598.0,38598.0
2006-06-01,,,,,,,,,,4598.523,49184.0,49184.0
2006-07-01,,,,,,,,,,5781.347000000001,61836.0,61836.0
2006-08-01,,,,,,,,,,5854.2570000000005,62615.0,62615.0
2006-09-01,,,,,,,,,,3983.25,42604.0,42604.0
2006-10-01,,,,,,,,,,3606.48,38574.0,38574.0
2006-11-01,,,,,,,,,,2678.373,28647.0,28647.0
2006-12-01,,,,,,,,,,2792.135,29864.0,29864.0
2007-01-01,,,,,,,,,,3004.759,31544.0,31544.0
2007-02-01,,,,,,,,,,2733.161,28693.0,28693.0
2007-03-01,,,,,,,,,,2528.242,26541.0,26541.0
2007-04-01,,,,,,,,,,2516.543,26418.0,26418.0
2007-05-01,,,,,,,,,,2806.9970000000003,29468.0,29468.0
2007-06-01,,,,,,,,,,3318.8160000000003,34841.0,34841.0
2007-07-01,,,,,,,,,,4520.951,47460.0,47460.0
2007-08-01,,,,,,,,,,5011.932,52615.0,52615.0
2007-09-01,,,,,,,,,,3949.505,41462.0,41462.0
2007-10-01,,,,,,,,,,3742.962,39293.0,39293.0
2007-11-01,,,,,,,,,,3558.608,37358.0,37358.0
2007-12-01,,,,,,,,,,3965.5240000000003,41630.0,41630.0
2008-01-01,,,,,,,,,,3227.1490000000003,34695.0,34695.0
2008-02-01,,,,,,,,,,2704.049,29072.0,29072.0
2008-03-01,,,,,,,,,,2537.7400000000002,27283.0,27283.0
2008-04-01,,,,,,,,,,2886.897,31038.0,31038.0
2008-05-01,,,,,,,,,,2294.641,24670.0,24670.0
2008-06-01,,,,,,,,,,2511.5,27001.0,27001.0
2008-07-01,,,,,,,,,,3289.587,35366.0,35366.0
2008-08-01,,,,,,,,,,3848.463,41376.0,41376.0
2008-09-01,,,,,,,,,,3466.239,37265.0,37265.0
2008-10-01,,,,,,,,,,3231.452,34741.0,34741.0
2008-11-01,,,,,,,,,,2814.1910000000003,30256.0,30256.0
2008-12-01,,,,,,,,,,3148.092,33846.0,33846.0
2009-01-01,,,,,,,,,,8313.13,98141.0,98141.0
2009-02-01,,,,,,,,,,7649.0470000000005,90302.0,90302.0
2009-03-01,,,,,,,,,,7117.405000000001,84025.0,84025.0
2009-04-01,,,,,,,,,,6113.9890000000005,72180.0,72180.0
2009-05-01,,,,,,,,,,6211.654,73332.0,73332.0
2009-06-01,,,,,,,,,,5757.088000000001,67966.0,67966.0
2009-07-01,,,,,,,,,,10534.339,124365.0,124365.0
2009-08-01,,,,,,,,,,10802.126,127526.0,127526.0
2009-09-01,,,,,,,,,,11319.802,133637.0,133637.0
2009-10-01,,,,,,,,,,8851.92,104502.0,104502.0
2009-11-01,,,,,,,,,,8083.706,95433.0,95433.0
2009-12-01,,,,,,,,,,9278.794,109542.0,109542.0
2010-01-01,,,,,,,,,,7154.615000000001,82904.0,82904.0
2010-02-01,,,,,,,,,,6605.379,76541.0,76541.0
2010-03-01,,,,,,,,,,7034.241,81511.0,81511.0
2010-04-01,,,,,,,,,,5924.979,68657.0,68657.0
2010-05-01,,,,,,,,,,4315.542,50007.0,50007.0
2010-06-01,,,,,,,,,,4028.413,46680.0,46680.0
2010-07-01,,,,,,,,,,6650.402,77063.0,77063.0
2010-08-01,,,,,,,,,,7849.944,90962.0,90962.0
2010-09-01,,,,,,,,,,7274.112,84290.0,84290.0
2010-10-01,,,,,,,,,,8166.316000000001,94629.0,94629.0
2010-11-01,,,,,,,,,,6876.817,79686.0,79686.0
2010-12-01,,,,,,,,,,6442.24,74651.0,74651.0
2011-01-01,,,,,,,,,,7108.336,84106.0,84106.0
2011-02-01,,,,,,,,,,7009.403,82937.0,82937.0
2011-03-01,,,,,,,,,,5575.502,65970.0,65970.0
2011-04-01,,,,,,,,,,4750.696,56211.0,56211.0
2011-05-01,,,,,,,,,,4238.709,50154.0,50154.0
2011-06-01,,,,,,,,,,4717.142,55814.0,55814.0
2011-07-01,,,,,,,,,,7562.718,89484.0,89484.0
2011-08-01,,,,,,,,,,9285.2,109864.0,109864.0
2011-09-01,,,,,,,,,,9425.923,111530.0,111530.0
2011-10-01,,,,,,,,,,7549.301,89324.0,89324.0
2011-11-01,,,,,,,,,,7442.668,88063.0,88063.0
2011-12-01,,,,,,,,,,9683.402,114576.0,114576.0
2012-01-01,,,,,,,,,,7067.474,81729.0,81729.0
2012-02-01,,,,,,,,,,7066.937,81722.0,81722.0
2012-03-01,,,,,,,,,,6721.505,77727.0,77727.0
2012-04-01,,,,,,,,,,6227.646,72017.0,72017.0
2012-05-01,,,,,,,,,,6184.176,71514.0,71514.0
2012-06-01,,,,,,,,,,6546.997,75710.0,75710.0
2012-07-01,,,,,,,,,,7743.021,89541.0,89541.0
2012-08-01,,,,,,,,,,10195.839,117904.0,117904.0
2012-09-01,,,,,,,,,,9262.327,107110.0,107110.0
2012-10-01,,,,,,,,,,8570.8,99113.0,99113.0
2012-11-01,,,,,,,,,,7400.188,85576.0,85576.0
2012-12-01,,,,,,,,,,6981.09,80729.0,80729.0
2013-01-01,,,,,,,,,,4332.338,50310.0,50310.0
2013-02-01,,,,,,,,,,3990.785,46345.0,46345.0
2013-03-01,,,,,,,,,,3848.864,44697.0,44697.0
2013-04-01,,,,,,,,,,3311.971,38462.0,38462.0
2013-05-01,,,,,,,,,,3497.694,40618.0,40618.0
2013-06-01,,,,,,,,,,4138.02,48055.0,48055.0
2013-07-01,,,,,,,,,,5250.681,60976.0,60976.0
2013-08-01,,,,,,,,,,5354.971,62187.0,62187.0
2013-09-01,,,,,,,,,,5341.587,62031.0,62031.0
2013-10-01,,,,,,,,,,4634.786,53823.0,53823.0
2013-11-01,,,,,,,,,,4571.614,53090.0,53090.0
2013-12-01,,,,,,,,,,5323.689,61824.0,61824.0
2014-01-01,,,,,,,,,,2967.172,33116.0,33116.0
2014-02-01,,,,,,,,,,2770.824,30924.0,30924.0
2014-03-01,,,,,,,,,,2404.467,26835.0,26835.0
2014-04-01,,,,,,,,,,2286.32,25516.0,25516.0
2014-05-01,,,,,,,,,,2305.384,25730.0,25730.0
2014-06-01,,,,,,,,,,2272.706,25364.0,25364.0
2014-07-01,,,,,,,,,,3215.609,35888.0,35888.0
2014-08-01,,,,,,,,,,3319.31,37045.0,37045.0
2014-09-01,,,,,,,,,,3472.065,38750.0,38750.0
2014-10-01,,,,,,,,,,3425.155,38227.0,38227.0
2014-11-01,,,,,,,,,,2475.36,27627.0,27627.0
2014-12-01,,,,,,,,,,2692.628,30051.0,30051.0
2015-01-01,,,,,,,,,,2586.216,28439.0,28439.0
2015-02-01,,,,,,,,,,1915.016,21060.0,21060.0
2015-03-01,,,,,,,,,,2243.498,24672.0,24672.0
2015-04-01,,,,,,,,,,2152.903,23676.0,23676.0
2015-05-01,,,,,,,,,,2101.798,23114.0,23114.0
2015-06-01,,,,,,,,,,2955.492,32501.0,32501.0
2015-07-01,,,,,,,,,,3333.421,36658.0,36658.0
2015-08-01,,,,,,,,,,3516.144,38668.0,38668.0
2015-09-01,,,,,,,,,,3491.852,38400.0,38400.0
2015-10-01,,,,,,,,,,3363.696,36991.0,36991.0
2015-11-01,,,,,,,,,,2480.132,27275.0,27275.0
2015-12-01,,,,,,,,,,2652.832,29174.0,29174.0
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2942.068,93348.0,93348.0
2016-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2334.903,74083.0,74083.0
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1815.927,57617.0,57617.0
2016-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1736.619,55101.0,55101.0
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1874.588,59478.0,59478.0
2016-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2851.865,90487.0,90487.0
2016-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3363.818,106730.0,106730.0
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3720.506,118047.0,118047.0
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3080.0,97725.0,97725.0
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3038.194,96398.0,96398.0
2016-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2336.112,74122.0,74122.0
2016-12-01,,,,459.0,4264.0,4264.0,85.36,0.0,0.0,2645.4,83935.0,83935.0
2017-01-01,,,,5917.0,64432.0,64432.0,0.0,0.0,0.0,3140.465,34820.0,34820.0
2017-02-01,,,,1468.0,15634.0,15634.0,0.0,0.0,0.0,2397.051,26577.0,26577.0
2017-03-01,,,,2341.0,29815.0,29815.0,0.0,0.0,0.0,1985.082,22009.0,22009.0
2017-04-01,,,,3144.0,34221.0,34221.0,0.0,0.0,0.0,1773.279,19661.0,19661.0
2017-05-01,,,,2439.0,25988.0,25988.0,0.0,0.0,0.0,2199.921,24391.0,24391.0
2017-06-01,,,,2507.0,24715.0,24715.0,0.0,0.0,0.0,2894.326,32090.0,32090.0
2017-07-01,,,,1361.0,16306.0,16306.0,0.0,0.0,0.0,3946.911,43761.0,43761.0
2017-08-01,,,,5839.0,54121.0,54121.0,0.0,0.0,0.0,4455.511,49399.0,49399.0
2017-09-01,,,,10953.0,104060.0,104060.0,0.0,0.0,0.0,3666.055,40647.0,40647.0
2017-10-01,,,,4348.0,49644.0,49644.0,0.0,0.0,0.0,3472.0,38495.0,38495.0
2017-11-01,,,,1354.0,16170.0,16170.0,0.0,0.0,0.0,3017.436,33455.0,33455.0
2017-12-01,,,,1371.0,17143.0,17143.0,0.0,0.0,0.0,3198.963,35467.0,35467.0
2018-01-01,,,,1549.0,16654.0,16654.0,382.18,0.0,0.0,5605.225,65059.0,65059.0
2018-02-01,,,,439.0,6527.0,6527.0,110.58,0.0,0.0,4921.514,57124.0,57124.0
2018-03-01,,,,3771.0,42456.0,42456.0,923.44,0.0,0.0,5118.553,59410.0,59410.0
2018-04-01,,,,3031.0,36509.0,36509.0,700.34,0.0,0.0,3852.141,44712.0,44712.0
2018-05-01,,,,521.0,7792.0,7792.0,78.57,0.0,0.0,3516.46,40815.0,40815.0
2018-06-01,,,,1995.0,29779.0,29779.0,0.0,0.0,0.0,4810.369,55834.0,55834.0
2018-07-01,,,,7973.0,85231.0,85231.0,1853.67,0.0,0.0,8394.069,97430.0,97430.0
2018-08-01,,,,6041.0,65736.0,65736.0,1505.44,0.0,0.0,7765.263,90131.0,90131.0
2018-09-01,,,,2748.0,32865.0,32865.0,676.09,0.0,0.0,6249.496,72538.0,72538.0
2018-10-01,,,,1424.0,18157.0,18157.0,353.08,0.0,0.0,6985.514,81080.0,81080.0
2018-11-01,,,,978.0,12623.0,12623.0,259.96,0.0,0.0,6244.778,72483.0,72483.0
2018-12-01,,,,164.0,2320.0,2320.0,0.97,0.0,0.0,6291.618,73027.0,73027.0
2019-01-01,,,,737.0,9813.0,9813.0,207.0,0.0,0.0,3263.911,35169.0,35169.0
2019-02-01,,,,1400.0,16454.0,16454.0,308.0,0.0,0.0,3026.337,32609.0,32609.0
2019-03-01,,,,1871.0,21303.0,21303.0,363.0,0.0,0.0,2639.113,28437.0,28437.0
2019-04-01,,,,1259.0,15932.0,15932.0,287.12,0.0,0.0,1851.859,19954.0,19954.0
2019-05-01,,,,6270.0,52171.0,52171.0,1339.57,0.0,0.0,1595.772,17195.0,17195.0
2019-06-01,,,,1685.0,18897.0,18897.0,388.0,0.0,0.0,2133.834,22993.0,22993.0
2019-07-01,,,,3434.0,39592.0,39592.0,665.0,0.0,0.0,3363.786,36246.0,36246.0
2019-08-01,,,,2267.0,29333.0,29333.0,471.0,0.0,0.0,3951.168,42574.0,42574.0
2019-09-01,,,,1454.0,19853.0,19853.0,321.0,0.0,0.0,3476.735,37462.0,37462.0
2019-10-01,,,,854.0,11383.0,11383.0,194.0,0.0,0.0,3560.927,38370.0,38370.0
2019-11-01,,,,2250.0,26572.0,26572.0,461.0,0.0,0.0,3492.341,37630.0,37630.0
2019-12-01,,,,408.0,6198.0,6198.0,89.0,0.0,0.0,3622.217,39030.0,39030.0
2020-01-01,,,,10166.0,83960.0,83960.0,2256.0,0.0,0.0,1924.774,22158.0,22158.0
2020-02-01,,,,864.0,11066.0,11066.0,189.0,0.0,0.0,1699.758,19568.0,19568.0
2020-03-01,,,,848.0,9801.0,9801.0,181.0,0.0,0.0,1886.845,21722.0,21722.0
2020-04-01,,,,1923.0,20849.0,20849.0,456.0,0.0,0.0,1334.377,15361.0,15361.0
2020-05-01,,,,617.0,9670.0,9670.0,115.0,0.0,0.0,1254.677,14444.0,14444.0
2020-06-01,,,,1210.0,13610.0,13610.0,291.0,0.0,0.0,1764.966,20318.0,20318.0
2020-07-01,,,,1287.0,16478.0,16478.0,279.0,0.0,0.0,2469.002,28423.0,28423.0
2020-08-01,,,,4404.0,47442.0,47442.0,989.0,0.0,0.0,3070.376,35347.0,35347.0
2020-09-01,,,,2637.0,29999.0,29999.0,559.0,0.0,0.0,2673.819,30781.0,30781.0
2020-10-01,,,,1526.0,19729.0,19729.0,322.0,0.0,0.0,2776.828,31967.0,31967.0
2020-11-01,,,,1552.0,18113.0,18113.0,323.0,0.0,0.0,2218.032,25534.0,25534.0
2020-12-01,,,,231.0,3922.0,3922.0,32.0,0.0,0.0,2458.546,28302.0,28302.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,686.098,9359.0,9359.0
2021-02-01,,,,292.0,3828.0,3828.0,0.0,0.0,0.0,581.832,7935.0,7935.0
2021-03-01,,,,806.0,10565.0,10565.0,18.0,0.0,0.0,625.582,8533.0,8533.0
2021-04-01,,,,107.0,1373.0,1373.0,0.0,0.0,0.0,555.1,7571.0,7571.0
2021-05-01,,,,93.0,1250.0,1250.0,0.0,0.0,0.0,580.151,7912.0,7912.0
2021-06-01,,,,496.0,6494.0,6494.0,0.0,0.0,0.0,793.323,10820.0,10820.0
2021-07-01,,,,2374.0,26448.0,26448.0,214.0,0.0,0.0,1094.771,14931.0,14931.0
2021-08-01,,,,1187.0,13912.0,13912.0,138.0,0.0,0.0,999.563,13633.0,13633.0
2021-09-01,,,,997.0,11137.0,11137.0,150.0,0.0,0.0,850.51,11600.0,11600.0
2021-10-01,,,,284.0,3454.0,3454.0,33.0,0.0,0.0,810.798,11058.0,11058.0
2021-11-01,,,,943.0,11817.0,11817.0,103.0,0.0,0.0,745.163,10163.0,10163.0
2021-12-01,,,,602.0,5558.0,5558.0,133.0,0.0,0.0,769.109,10490.0,10490.0
2022-01-01,,,,1593.0,16241.0,16241.0,326.0,0.0,0.0,1715.996,21835.0,21835.0
2022-02-01,,,,335.0,4239.0,4239.0,17.0,0.0,0.0,1424.734,18128.0,18128.0
2022-03-01,,,,2015.0,25985.0,25985.0,362.0,0.0,0.0,1318.257,16773.0,16773.0
2022-04-01,,,,654.0,6416.0,6416.0,104.0,0.0,0.0,1350.336,17182.0,17182.0
2022-05-01,,,,1840.0,19149.0,19149.0,300.0,0.0,0.0,1239.163,15767.0,15767.0
2022-06-01,,,,2134.0,20769.0,20769.0,346.0,0.0,0.0,1685.344,21444.0,21444.0
2022-07-01,,,,2221.0,21396.0,21396.0,313.0,0.0,0.0,2251.45,28647.0,28647.0
2022-08-01,,,,4192.0,38441.0,38441.0,708.0,0.0,0.0,2716.675,34566.0,34566.0
2022-09-01,,,,5907.0,46266.0,46266.0,1200.0,0.0,0.0,2489.825,31680.0,31680.0
2022-10-01,,,,1426.0,12546.0,12546.0,200.0,0.0,0.0,2286.521,29093.0,29093.0
2022-11-01,,,,1241.0,15336.0,15336.0,0.0,0.0,0.0,2099.776,26718.0,26718.0
2022-12-01,,,,1209.0,9121.0,9121.0,223.0,0.0,0.0,2320.923,29531.0,29531.0
2023-01-01,,,,1363.0,14667.0,14667.0,303.0,0.0,0.0,1878.121,23884.0,23884.0
2023-02-01,,,,614.0,6622.0,6622.0,71.0,0.0,0.0,1599.793,20344.0,20344.0
2023-03-01,,,,1080.0,12276.0,12276.0,186.0,0.0,0.0,1537.607,19552.0,19552.0
2023-04-01,,,,1947.0,20330.0,20330.0,319.0,0.0,0.0,1201.192,15275.0,15275.0
2023-05-01,,,,1849.0,20464.0,20464.0,282.0,0.0,0.0,778.006,9893.0,9893.0
2023-06-01,,,,283.0,3364.0,3364.0,46.0,0.0,0.0,1023.495,13015.0,13015.0
2023-07-01,,,,4306.0,41248.0,41248.0,811.0,0.0,0.0,2369.191,30128.0,30128.0
2023-08-01,,,,3313.0,36259.0,36259.0,613.0,0.0,0.0,2390.561,30399.0,30399.0
2023-09-01,,,,1133.0,11921.0,11921.0,206.0,0.0,0.0,1692.105,21518.0,21518.0
2023-10-01,,,,1287.0,14320.0,14320.0,190.0,0.0,0.0,2066.375,26277.0,26277.0
2023-11-01,,,,44.0,620.0,620.0,1.0,0.0,0.0,1941.128,24684.0,24684.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2185.426,27790.0,27790.0
2024-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4383.985,59653.0,59653.0
2024-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2973.739,40464.0,40464.0
2024-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2128.512,28963.0,28963.0
2024-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1811.919,24656.0,24656.0
2024-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1630.294,22184.0,22184.0
2024-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2508.156,34129.0,34129.0
2024-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4818.693,65570.0,65570.0
2024-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4185.543,56954.0,56954.0
2024-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3686.687,50166.0,50166.0
2024-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3862.534,52559.0,52559.0
2024-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3110.357,42324.0,42324.0
2024-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3413.581,46450.0,46450.0
