measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2005-01-01,954.479,9543.83,9543.83
2005-02-01,775.63,7755.52,7755.52
2005-03-01,847.455,8473.7,8473.7
2005-04-01,1062.373,10622.67,10622.67
2005-05-01,787.129,7870.5,7870.5
2005-06-01,705.221,7051.51,7051.51
2005-07-01,598.773,5987.14,5987.14
2005-08-01,472.125,4720.78,4720.78
2005-09-01,407.839,4077.98,4077.98
2005-10-01,829.555,8294.72,8294.72
2005-11-01,910.965,9108.73,9108.73
2005-12-01,963.457,9633.6,9633.6
2006-01-01,515.393,5112.0,5112.0
2006-02-01,408.279,4050.0,4050.0
2006-03-01,312.01800000000003,3095.0,3095.0
2006-04-01,273.03200000000004,2708.0,2708.0
2006-05-01,268.466,2663.0,2663.0
2006-06-01,263.2,2611.0,2611.0
2006-07-01,312.659,3101.0,3101.0
2006-08-01,256.944,2549.0,2549.0
2006-09-01,286.112,2838.0,2838.0
2006-10-01,393.937,3907.0,3907.0
2006-11-01,514.6360000000001,5105.0,5105.0
2006-12-01,385.32300000000004,3822.0,3822.0
2007-01-01,635.5830000000001,6282.0,6282.0
2007-02-01,325.952,3222.0,3222.0
2007-03-01,331.136,3273.0,3273.0
2007-04-01,488.372,4827.0,4827.0
2007-05-01,136.626,1350.0,1350.0
2007-06-01,326.72700000000003,3229.0,3229.0
2007-07-01,343.05600000000004,3391.0,3391.0
2007-08-01,326.214,3224.0,3224.0
2007-09-01,278.53200000000004,2753.0,2753.0
2007-10-01,169.77800000000002,1678.0,1678.0
2007-11-01,174.431,1724.0,1724.0
2007-12-01,192.59400000000002,1904.0,1904.0
2008-01-01,359.43100000000004,3542.0,3542.0
2008-02-01,326.43,3217.0,3217.0
2008-03-01,383.46700000000004,3779.0,3779.0
2008-04-01,554.23,5461.0,5461.0
2008-05-01,609.801,6009.0,6009.0
2008-06-01,475.22400000000005,4683.0,4683.0
2008-07-01,547.923,5399.0,5399.0
2008-08-01,506.584,4992.0,4992.0
2008-09-01,477.713,4707.0,4707.0
2008-10-01,356.31600000000003,3511.0,3511.0
2008-11-01,173.34,1708.0,1708.0
2008-12-01,359.541,3543.0,3543.0
2009-01-01,519.621,5072.0,5072.0
2009-02-01,250.656,2446.0,2446.0
2009-03-01,439.281,4287.0,4287.0
2009-04-01,446.85400000000004,4361.0,4361.0
2009-05-01,417.192,4072.0,4072.0
2009-06-01,700.075,6833.0,6833.0
2009-07-01,353.38100000000003,3449.0,3449.0
2009-08-01,394.608,3851.0,3851.0
2009-09-01,381.481,3723.0,3723.0
2009-10-01,279.482,2728.0,2728.0
2009-11-01,600.8290000000001,5864.0,5864.0
2009-12-01,966.54,9433.0,9433.0
2010-01-01,963.5360000000001,9400.0,9400.0
2010-02-01,951.214,9280.0,9280.0
2010-03-01,747.941,7297.0,7297.0
2010-04-01,661.32,6452.0,6452.0
2010-05-01,432.553,4220.0,4220.0
2010-06-01,498.57800000000003,4864.0,4864.0
2010-07-01,429.30400000000003,4188.0,4188.0
2010-08-01,457.839,4467.0,4467.0
2010-09-01,402.872,3930.0,3930.0
2010-10-01,290.86400000000003,2838.0,2838.0
2010-11-01,449.832,4389.0,4389.0
2010-12-01,414.14700000000005,4040.0,4040.0
