measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,,,,1953.0,19488.0,19488.0,383612.0,3827258.0,3827258.0
2003-02-01,,,,3273.0,31689.0,31689.0,338597.0,3278148.0,3278148.0
2003-03-01,,,,2575.0,26981.0,26981.0,183723.0,1924904.0,1924904.0
2003-04-01,,,,2381.0,23736.0,23736.0,361125.0,3600442.0,3600442.0
2003-05-01,,,,2953.0,30857.0,30857.0,265081.0,2770112.0,2770112.0
2003-06-01,,,,3917.0,41017.0,41017.0,267644.0,2802895.0,2802895.0
2003-07-01,,,,0.0,0.0,0.0,348440.0,3561501.0,3561501.0
2003-08-01,,,,7695.0,80942.0,80942.0,359582.0,3782469.0,3782469.0
2003-09-01,,,,2834.0,29311.0,29311.0,306445.0,3169444.0,3169444.0
2003-10-01,,,,2177.0,22379.0,22379.0,187924.0,1931336.0,1931336.0
2003-11-01,,,,2674.0,27819.0,27819.0,232139.0,2414949.0,2414949.0
2003-12-01,,,,3363.0,34771.0,34771.0,279794.0,2892885.0,2892885.0
2004-01-01,,,,3104.0,30485.0,30485.0,348828.0,3426378.0,3426378.0
2004-02-01,,,,2693.0,26497.0,26497.0,408501.0,4018728.0,4018728.0
2004-03-01,,,,1522.0,15104.0,15104.0,453185.0,4497542.0,4497542.0
2004-04-01,,,,2152.0,22081.0,22081.0,367597.0,3770980.0,3770980.0
2004-05-01,,,,2380.0,23937.0,23937.0,271334.0,2728402.0,2728402.0
2004-06-01,,,,3931.0,39939.0,39939.0,309647.0,3146121.0,3146121.0
2004-07-01,,,,0.0,0.0,0.0,463408.0,4692831.0,4692831.0
