measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,211.0,720.0,720.0
2024-04-01,201.0,686.0,686.0
2024-05-01,226.0,771.0,771.0
2024-06-01,247.0,843.0,843.0
2024-07-01,332.0,1133.0,1133.0
2024-08-01,263.0,897.0,897.0
2024-09-01,267.0,911.0,911.0
2024-10-01,210.0,717.0,717.0
2024-11-01,74.0,252.0,252.0
2024-12-01,40.0,136.0,136.0
