measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2020-01-01,-23.208,0.0,0.0
2020-02-01,-17.932,0.0,0.0
2020-03-01,-27.515,0.0,0.0
2020-04-01,-24.399,0.0,0.0
2020-05-01,-23.639,0.0,0.0
2020-06-01,-20.994,0.0,0.0
2020-07-01,-24.821,0.0,0.0
2020-08-01,-24.737,0.0,0.0
2020-09-01,-26.743,0.0,0.0
2020-10-01,-28.56,0.0,0.0
2020-11-01,-28.153,0.0,0.0
2020-12-01,-26.299,0.0,0.0
2024-01-01,-6.0,0.0,0.0
2024-02-01,-8.0,0.0,0.0
2024-03-01,-11.0,0.0,0.0
2024-04-01,-20.0,0.0,0.0
2024-05-01,-20.0,0.0,0.0
2024-06-01,-20.0,0.0,0.0
2024-07-01,-20.0,0.0,0.0
2024-08-01,-20.0,0.0,0.0
2024-09-01,-20.0,0.0,0.0
2024-10-01,-31.0,0.0,0.0
2024-11-01,-14.0,0.0,0.0
2024-12-01,-13.0,0.0,0.0
