measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2014-05-01,260.305,2476.0,2476.0
2014-06-01,288.701,2746.0,2746.0
2014-07-01,267.161,2541.0,2541.0
2014-08-01,289.079,2749.0,2749.0
2014-09-01,282.053,2682.0,2682.0
2014-10-01,254.702,2422.0,2422.0
2014-11-01,211.661,2013.0,2013.0
2014-12-01,144.338,1373.0,1373.0
2015-01-01,184.612,1720.0,1720.0
2015-02-01,232.672,2168.0,2168.0
2015-03-01,340.968,3177.0,3177.0
2015-04-01,382.686,3566.0,3566.0
2015-05-01,384.659,3585.0,3585.0
2015-06-01,396.327,3693.0,3693.0
2015-07-01,410.178,3822.0,3822.0
2015-08-01,415.162,3869.0,3869.0
2015-09-01,342.624,3193.0,3193.0
2015-10-01,288.634,2690.0,2690.0
2015-11-01,267.382,2492.0,2492.0
2015-12-01,220.096,2051.0,2051.0
2016-01-01,143.645,1326.0,1326.0
2016-02-01,239.763,2213.0,2213.0
2016-03-01,264.65,2443.0,2443.0
2016-04-01,308.3,2846.0,2846.0
2016-05-01,383.231,3538.0,3538.0
2016-06-01,367.562,3393.0,3393.0
2016-07-01,429.088,3961.0,3961.0
2016-08-01,423.147,3906.0,3906.0
2016-09-01,373.34,3447.0,3447.0
2016-10-01,314.723,2906.0,2906.0
2016-11-01,270.362,2496.0,2496.0
2016-12-01,197.189,1820.0,1820.0
2017-01-01,153.992,1419.0,1419.0
2017-02-01,172.003,1585.0,1585.0
2017-03-01,320.74,2955.0,2955.0
2017-04-01,337.925,3113.0,3113.0
2017-05-01,424.883,3914.0,3914.0
2017-06-01,460.449,4242.0,4242.0
2017-07-01,419.705,3867.0,3867.0
2017-08-01,387.872,3573.0,3573.0
2017-09-01,362.19,3337.0,3337.0
2017-10-01,333.661,3074.0,3074.0
2017-11-01,205.036,1889.0,1889.0
2017-12-01,195.544,1802.0,1802.0
2018-01-01,175.951,1602.0,1602.0
2018-02-01,247.675,2255.0,2255.0
2018-03-01,283.201,2578.0,2578.0
2018-04-01,354.037,3223.0,3223.0
2018-05-01,426.749,3885.0,3885.0
2018-06-01,459.794,4186.0,4186.0
2018-07-01,397.432,3618.0,3618.0
2018-08-01,400.199,3643.0,3643.0
2018-09-01,378.844,3449.0,3449.0
2018-10-01,298.48,2717.0,2717.0
2018-11-01,205.307,1869.0,1869.0
2018-12-01,163.331,1487.0,1487.0
2019-01-01,169.737,1512.0,1512.0
2019-02-01,198.054,1764.0,1764.0
2019-03-01,300.846,2679.0,2679.0
2019-04-01,349.905,3116.0,3116.0
2019-05-01,364.307,3244.0,3244.0
2019-06-01,440.426,3922.0,3922.0
2019-07-01,434.645,3871.0,3871.0
2019-08-01,425.683,3791.0,3791.0
2019-09-01,348.119,3100.0,3100.0
2019-10-01,319.864,2848.0,2848.0
2019-11-01,204.564,1822.0,1822.0
2019-12-01,131.85,1174.0,1174.0
2020-01-01,154.664,1356.0,1356.0
2020-02-01,209.658,1838.0,1838.0
2020-03-01,205.163,1799.0,1799.0
2020-04-01,258.563,2267.0,2267.0
2020-05-01,338.394,2967.0,2967.0
2020-06-01,336.973,2954.0,2954.0
2020-07-01,380.616,3337.0,3337.0
2020-08-01,315.33,2764.0,2764.0
2020-09-01,247.596,2171.0,2171.0
2020-10-01,228.86,2006.0,2006.0
2020-11-01,180.931,1586.0,1586.0
2020-12-01,143.252,1256.0,1256.0
2021-01-01,171.924,1520.0,1520.0
2021-02-01,225.218,1992.0,1992.0
2021-03-01,290.795,2572.0,2572.0
2021-04-01,364.0,3219.0,3219.0
2021-05-01,396.753,3509.0,3509.0
2021-06-01,385.403,3409.0,3409.0
2021-07-01,369.142,3265.0,3265.0
2021-08-01,363.089,3211.0,3211.0
2021-09-01,313.077,2769.0,2769.0
2021-10-01,260.582,2305.0,2305.0
2021-11-01,207.343,1834.0,1834.0
2021-12-01,141.674,1253.0,1253.0
2022-01-01,204.853,699.0,699.0
2022-02-01,244.349,834.0,834.0
2022-03-01,323.955,1105.0,1105.0
2022-04-01,365.432,1247.0,1247.0
2022-05-01,428.297,1461.0,1461.0
2022-06-01,445.964,1522.0,1522.0
2022-07-01,430.126,1468.0,1468.0
2022-08-01,399.369,1363.0,1363.0
2022-09-01,337.034,1150.0,1150.0
2022-10-01,310.506,1059.0,1059.0
2022-11-01,230.188,785.0,785.0
2022-12-01,160.927,549.0,549.0
2023-01-01,223.0,761.0,761.0
2023-02-01,246.0,839.0,839.0
2023-03-01,297.0,1013.0,1013.0
2023-04-01,361.0,1232.0,1232.0
2023-05-01,364.0,1242.0,1242.0
2023-06-01,355.0,1211.0,1211.0
2023-07-01,347.0,1184.0,1184.0
2023-08-01,323.0,1102.0,1102.0
2023-09-01,231.0,788.0,788.0
2023-10-01,232.0,792.0,792.0
2023-11-01,262.0,894.0,894.0
2023-12-01,217.0,740.0,740.0
2024-01-01,251.0,856.0,856.0
2024-02-01,233.0,795.0,795.0
2024-03-01,294.0,1003.0,1003.0
2024-04-01,340.0,1160.0,1160.0
2024-05-01,307.0,1047.0,1047.0
2024-06-01,237.0,809.0,809.0
2024-07-01,229.0,781.0,781.0
2024-08-01,168.0,573.0,573.0
2024-09-01,193.0,659.0,659.0
2024-10-01,198.0,676.0,676.0
2024-11-01,217.0,740.0,740.0
2024-12-01,244.0,833.0,833.0
