measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-07-01,1090.297,3720.0,3720.0
2022-08-01,1085.22,3703.0,3703.0
2022-09-01,918.269,3133.0,3133.0
2022-10-01,894.369,3052.0,3052.0
2022-11-01,642.675,2193.0,2193.0
2022-12-01,490.17,1672.0,1672.0
2023-01-01,132.0,450.0,450.0
2023-02-01,396.0,1351.0,1351.0
2023-03-01,666.0,2272.0,2272.0
2023-04-01,872.0,2975.0,2975.0
2023-05-01,1158.0,3951.0,3951.0
2023-06-01,1086.0,3705.0,3705.0
2023-07-01,1037.0,3538.0,3538.0
2023-08-01,993.0,3388.0,3388.0
2023-09-01,928.0,3166.0,3166.0
2023-10-01,506.0,1726.0,1726.0
2023-11-01,294.0,1003.0,1003.0
2023-12-01,151.0,515.0,515.0
2024-01-01,126.0,430.0,430.0
2024-02-01,385.0,1314.0,1314.0
2024-03-01,552.0,1883.0,1883.0
2024-04-01,675.0,2303.0,2303.0
2024-05-01,1119.0,3818.0,3818.0
2024-06-01,1090.0,3719.0,3719.0
2024-07-01,1297.0,4425.0,4425.0
2024-08-01,984.0,3357.0,3357.0
2024-09-01,791.0,2699.0,2699.0
2024-10-01,583.0,1989.0,1989.0
2024-11-01,290.0,989.0,989.0
2024-12-01,197.0,672.0,672.0
