measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,19.492,226.0,226.0
2003-02-01,18.247,212.0,212.0
2003-03-01,17.629,204.0,204.0
2003-04-01,16.879,196.0,196.0
2003-05-01,17.125,199.0,199.0
2003-06-01,17.87,207.0,207.0
2003-07-01,20.608,239.0,239.0
2003-08-01,20.894000000000002,242.0,242.0
2003-09-01,18.105,210.0,210.0
2003-10-01,18.773,218.0,218.0
2003-11-01,19.268,224.0,224.0
2003-12-01,20.111,233.0,233.0
2004-01-01,3.204,35.0,35.0
2004-02-01,0.929,10.0,10.0
2004-03-01,0.739,8.0,8.0
2004-04-01,1.745,19.0,19.0
2004-05-01,3.318,36.0,36.0
2004-06-01,1.6460000000000001,18.0,18.0
2004-07-01,9.099,100.0,100.0
2004-08-01,1.094,12.0,12.0
2004-09-01,3.511,38.0,38.0
2004-10-01,0.666,7.0,7.0
2004-11-01,0.882,10.0,10.0
2004-12-01,4.167,46.0,46.0
2005-01-01,32.468,343.14,343.14
2005-02-01,11.155,117.9,117.9
2005-03-01,12.364,130.67,130.67
2005-04-01,14.976,158.28,158.28
2005-05-01,13.909,147.0,147.0
2005-06-01,18.053,190.79,190.79
2005-07-01,18.375,194.2,194.2
2005-08-01,21.587,228.14,228.14
2005-09-01,14.131,149.35,149.35
2005-10-01,15.692,165.85,165.85
2005-11-01,12.615,133.33,133.33
2005-12-01,26.675,281.92,281.92
2006-01-01,15.278,164.0,164.0
2006-02-01,7.995,86.0,86.0
2006-03-01,6.716,72.0,72.0
2006-04-01,12.864,138.0,138.0
2006-05-01,12.024000000000001,129.0,129.0
2006-06-01,10.929,118.0,118.0
2006-07-01,15.832,170.0,170.0
2006-08-01,15.356,165.0,165.0
2006-09-01,7.055,76.0,76.0
2006-10-01,7.452,80.0,80.0
2006-11-01,8.775,94.0,94.0
2006-12-01,9.723,105.0,105.0
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0
2008-01-01,10.347000000000001,105.0,105.0
2008-02-01,13.226,146.0,146.0
2008-03-01,5.23,59.0,59.0
2008-04-01,5.855,64.0,64.0
2008-05-01,2.419,29.0,29.0
2008-06-01,2.398,23.0,23.0
2008-07-01,1.137,12.0,12.0
2008-08-01,1.3860000000000001,18.0,18.0
2008-09-01,2.015,23.0,23.0
2008-10-01,1.5570000000000002,18.0,18.0
2008-11-01,5.2090000000000005,59.0,59.0
2008-12-01,13.221,146.0,146.0
2009-01-01,6.41,76.0,76.0
2009-02-01,1.096,12.0,12.0
2009-03-01,0.648,6.0,6.0
2009-04-01,0.921,12.0,12.0
2009-05-01,0.645,6.0,6.0
2009-06-01,0.628,6.0,6.0
2009-07-01,0.48900000000000005,6.0,6.0
2009-08-01,0.616,6.0,6.0
2009-09-01,0.49200000000000005,6.0,6.0
2009-10-01,0.7230000000000001,6.0,6.0
2009-11-01,0.35600000000000004,6.0,6.0
2009-12-01,0.9760000000000001,12.0,12.0
2010-01-01,1.961,23.0,23.0
2010-02-01,1.244,12.0,12.0
2010-03-01,0.329,6.0,6.0
2010-04-01,0.875,12.0,12.0
2010-05-01,1.3010000000000002,18.0,18.0
2010-06-01,0.7260000000000001,6.0,6.0
2010-07-01,0.762,12.0,12.0
2010-08-01,0.96,12.0,12.0
2010-09-01,0.9790000000000001,12.0,12.0
2010-10-01,1.458,18.0,18.0
2010-11-01,0.666,6.0,6.0
2010-12-01,0.739,6.0,6.0
2011-01-01,0.787,12.0,12.0
2011-02-01,0.868,12.0,12.0
2011-03-01,1.396,18.0,18.0
2011-04-01,1.39,18.0,18.0
2011-05-01,0.656,6.0,6.0
2011-06-01,0.441,6.0,6.0
2011-07-01,1.062,12.0,12.0
2011-08-01,0.558,6.0,6.0
2011-09-01,0.712,12.0,12.0
2011-10-01,0.222,0.0,0.0
2011-11-01,1.22,18.0,18.0
2011-12-01,7.688,94.0,94.0
2012-01-01,0.187,0.0,0.0
2012-02-01,1.859,23.0,23.0
2012-03-01,0.441,6.0,6.0
2012-04-01,0.464,6.0,6.0
2012-05-01,5.875,76.0,76.0
2012-06-01,3.018,41.0,41.0
2012-07-01,7.341,99.0,99.0
2012-08-01,0.711,12.0,12.0
2012-09-01,0.498,6.0,6.0
2012-10-01,1.57,23.0,23.0
2012-11-01,0.652,6.0,6.0
2012-12-01,0.384,6.0,6.0
2013-01-01,2.452,35.0,35.0
2013-02-01,0.247,6.0,6.0
2013-03-01,0.656,6.0,6.0
2013-04-01,0.707,6.0,6.0
2013-05-01,2.455,29.0,29.0
2013-06-01,1.864,23.0,23.0
2013-07-01,2.14,29.0,29.0
2013-08-01,0.666,6.0,6.0
2013-09-01,5.343,64.0,64.0
2013-10-01,3.296,41.0,41.0
2013-11-01,2.477,29.0,29.0
2013-12-01,6.697,82.0,82.0
2014-01-01,3.519,59.0,59.0
2014-02-01,1.978,29.0,29.0
2014-03-01,3.778,53.0,53.0
2014-04-01,0.534,6.0,6.0
2014-05-01,0.512,6.0,6.0
2014-06-01,0.605,6.0,6.0
2014-07-01,0.483,6.0,6.0
2014-08-01,0.242,6.0,6.0
2014-09-01,0.148,0.0,0.0
2014-10-01,0.409,6.0,6.0
2014-11-01,0.281,6.0,6.0
2014-12-01,0.511,6.0,6.0
2015-01-01,0.902,18.0,18.0
2015-02-01,3.013,41.0,41.0
2015-03-01,4.64,64.0,64.0
2015-04-01,0.632,6.0,6.0
2015-05-01,2.894,41.0,41.0
2015-06-01,1.208,18.0,18.0
2015-07-01,1.27,18.0,18.0
2015-08-01,1.459,18.0,18.0
2015-09-01,2.162,29.0,29.0
2015-10-01,1.072,18.0,18.0
2015-11-01,1.407,18.0,18.0
2015-12-01,1.341,18.0,18.0
2016-01-01,2.731,29.0,29.0
2016-02-01,2.242,23.0,23.0
2016-03-01,0.993,12.0,12.0
2016-04-01,1.804,23.0,23.0
2016-05-01,2.15,23.0,23.0
2016-06-01,4.675,53.0,53.0
2016-07-01,7.083,82.0,82.0
2016-08-01,3.777,41.0,41.0
2016-09-01,1.35,18.0,18.0
2016-10-01,6.256,70.0,70.0
2016-11-01,2.006,23.0,23.0
2016-12-01,5.933,70.0,70.0
