measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2019-01-01,1184.696,12308.0,12308.0
2019-02-01,1132.472,11766.0,11766.0
2019-03-01,1054.275,10954.0,10954.0
2019-04-01,927.682,9639.0,9639.0
2019-05-01,899.324,9344.0,9344.0
2019-06-01,1198.046,12448.0,12448.0
2019-07-01,2038.855,21183.0,21183.0
2019-08-01,1782.384,18519.0,18519.0
2019-09-01,1273.323,13230.0,13230.0
2019-10-01,1073.659,11155.0,11155.0
2019-11-01,1133.64,11778.0,11778.0
2019-12-01,1264.644,13140.0,13140.0
2020-01-01,1423.371,16188.0,16660.0
2020-02-01,1337.332,15210.0,15652.0
2020-03-01,1309.19,14890.0,15324.0
2020-04-01,934.179,10625.0,10934.0
2020-05-01,1091.581,12415.0,12776.0
2020-06-01,1736.442,19749.0,20324.0
2020-07-01,2500.306,28437.0,29264.0
2020-08-01,2227.086,25329.0,26067.0
2020-09-01,1747.56,19876.0,20454.0
2020-10-01,1308.749,14885.0,15319.0
2020-11-01,1349.122,15344.0,15790.0
2020-12-01,1375.082,15639.0,16094.0
2021-01-01,1585.639,18034.0,18361.0
2021-02-01,1332.62,15156.0,15432.0
2021-03-01,1313.88,14943.0,15215.0
2021-04-01,1117.482,12709.0,12940.0
2021-05-01,1413.266,16074.0,16365.0
2021-06-01,2008.327,22841.0,23256.0
2021-07-01,2234.503,25414.0,25875.0
2021-08-01,2431.246,27651.0,28154.0
2021-09-01,1653.485,18806.0,19147.0
2021-10-01,1635.95,18606.0,18944.0
2021-11-01,1648.33,18747.0,19087.0
2021-12-01,1633.272,18576.0,18913.0
2022-01-01,1243.648,14144.0,14735.0
2022-02-01,1143.044,13000.0,13543.0
2022-03-01,1251.889,14238.0,14833.0
2022-04-01,1370.695,15589.0,16240.0
2022-05-01,1607.288,18280.0,19043.0
2022-06-01,1684.059,19153.0,19953.0
2022-07-01,2273.109,25853.0,26932.0
2022-08-01,2264.253,25752.0,26827.0
2022-09-01,1536.125,17471.0,18200.0
2022-10-01,1444.204,16425.0,17112.0
2022-11-01,1335.317,15187.0,15822.0
2022-12-01,1425.369,16211.0,16889.0
2023-01-01,1316.763,14976.0,15736.0
2023-02-01,1187.011,13500.0,14186.0
2023-03-01,1151.952,13102.0,13767.0
2023-04-01,1017.766,11575.0,12164.0
2023-05-01,1150.394,13084.0,13749.0
2023-06-01,1530.341,17405.0,18290.0
2023-07-01,2226.506,25323.0,26609.0
2023-08-01,1751.653,19922.0,20934.0
2023-09-01,1580.202,17972.0,18885.0
2023-10-01,1239.228,14094.0,14810.0
2023-11-01,1487.967,16923.0,17784.0
2023-12-01,1424.217,16198.0,17021.0
2024-01-01,829.279,9447.0,9944.0
2024-02-01,752.575,8573.0,9023.0
2024-03-01,723.113,8237.0,8670.0
2024-04-01,621.782,7083.0,7455.0
2024-05-01,735.506,8379.0,8819.0
2024-06-01,912.76,10398.0,10944.0
2024-07-01,1166.335,13286.0,13984.0
2024-08-01,1037.876,11823.0,12443.0
2024-09-01,856.197,9753.0,10266.0
2024-10-01,728.303,8296.0,8732.0
2024-11-01,761.571,8675.0,9131.0
2024-12-01,895.703,10203.0,10739.0
