measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2011-11-01,,,,1.036,110.0,110.0
2011-12-01,,,,3.119,331.0,331.0
2012-01-01,,,,6.483,957.0,957.0
2012-02-01,,,,1.39,208.0,208.0
2012-03-01,,,,0.328,46.0,46.0
2012-04-01,,,,4.294,634.0,634.0
2012-05-01,,,,3.21,473.0,473.0
2012-06-01,,,,8.187,1211.0,1211.0
2012-07-01,,,,10.435,1540.0,1540.0
2012-08-01,,,,3.772,559.0,559.0
2012-09-01,,,,2.654,392.0,392.0
2012-10-01,,,,2.398,352.0,352.0
2012-11-01,,,,2.291,340.0,340.0
2012-12-01,,,,2.558,381.0,381.0
2013-01-01,,,,-27.885,790.0,790.0
2013-02-01,,,,-4.033,116.0,116.0
2013-03-01,,,,-5.319,151.0,151.0
2013-04-01,,,,-2.576,76.0,76.0
2013-05-01,,,,-4.799,139.0,139.0
2013-06-01,,,,-2.613,76.0,76.0
2013-07-01,,,,-23.506,668.0,668.0
2013-08-01,,,,-3.853,110.0,110.0
2013-09-01,,,,-8.484,244.0,244.0
2013-10-01,,,,-1.205,35.0,35.0
2013-11-01,,,,-0.865,23.0,23.0
2013-12-01,,,,-4.862,139.0,139.0
2014-01-01,,,,827.558,21097.0,21097.0
2014-02-01,,,,104.102,2656.0,2656.0
2014-03-01,,,,188.73,4812.0,4812.0
2014-04-01,,,,9.559,245.0,245.0
2014-05-01,,,,4.567,114.0,114.0
2014-06-01,,,,14.074,358.0,358.0
2014-07-01,,,,24.99,637.0,637.0
2014-08-01,,,,23.466,597.0,597.0
2014-09-01,,,,5.411,137.0,137.0
2014-10-01,,,,0.243,6.0,6.0
2014-11-01,,,,0.087,0.0,0.0
2014-12-01,,,,20.213,518.0,518.0
2015-01-01,,,,151.559,2748.0,2748.0
2015-02-01,,,,407.867,7409.0,7409.0
2015-03-01,,,,46.41,840.0,840.0
2015-04-01,,,,37.638,683.0,683.0
2015-05-01,,,,54.056,980.0,980.0
2015-06-01,,,,70.898,1289.0,1289.0
2015-07-01,,,,82.938,1505.0,1505.0
2015-08-01,,,,55.549,1009.0,1009.0
2015-09-01,,,,31.096,566.0,566.0
2015-10-01,,,,33.905,618.0,618.0
2015-11-01,,,,79.996,1453.0,1453.0
2015-12-01,,,,38.088,694.0,694.0
2016-01-01,,,,24.437,522.0,522.0
2016-02-01,,,,12.254,267.0,267.0
2016-03-01,,,,6.575,145.0,145.0
2016-04-01,,,,6.75,145.0,145.0
2016-05-01,,,,7.035,151.0,151.0
2016-06-01,,,,11.026,238.0,238.0
2016-07-01,,,,21.126,458.0,458.0
2016-08-01,,,,17.576,383.0,383.0
2016-09-01,,,,6.224,133.0,133.0
2016-10-01,,,,7.502,162.0,162.0
2016-11-01,,,,8.024,174.0,174.0
2016-12-01,,,,7.471,162.0,162.0
2017-01-01,,,,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0
2017-04-01,,,,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0
2017-06-01,,,,0.0,0.0,0.0
2017-07-01,,,,0.0,0.0,0.0
2017-08-01,,,,0.0,0.0,0.0
2017-09-01,,,,0.0,0.0,0.0
2017-10-01,,,,0.0,0.0,0.0
2017-11-01,,,,0.0,0.0,0.0
2017-12-01,,,,155.0,58.0,58.0
2018-01-01,,,,324.823,10595.0,10595.0
2018-02-01,,,,31.156,1014.0,1014.0
2018-03-01,,,,35.151,1148.0,1148.0
2018-04-01,,,,40.064,1305.0,1305.0
2018-05-01,,,,57.291,1865.0,1865.0
2018-06-01,,,,48.491,1579.0,1579.0
2018-07-01,,,,34.811,1136.0,1136.0
2018-08-01,,,,50.789,1655.0,1655.0
2018-09-01,,,,57.984,1888.0,1888.0
2018-10-01,,,,48.859,1591.0,1591.0
2018-11-01,,,,46.872,1527.0,1527.0
2018-12-01,,,,59.709,1947.0,1947.0
2019-01-01,,,,28.492,904.0,904.0
2019-02-01,,,,12.472,397.0,397.0
2019-03-01,,,,22.854,732.0,732.0
2019-04-01,,,,15.455,495.0,495.0
2019-05-01,,,,16.239,518.0,518.0
2019-06-01,,,,21.84,697.0,697.0
2019-07-01,,,,24.556,783.0,783.0
2019-08-01,,,,22.937,732.0,732.0
2019-09-01,,,,15.945,507.0,507.0
2019-10-01,,,,17.995,576.0,576.0
2019-11-01,,,,14.15,449.0,449.0
2019-12-01,,,,19.065,611.0,611.0
2020-01-01,,,,0.0,238.0,238.0
2020-02-01,,,,0.0,180.0,180.0
2020-03-01,,,,0.0,116.0,116.0
2020-04-01,,,,0.0,93.0,93.0
2020-05-01,,,,0.0,157.0,157.0
2020-06-01,,,,0.0,168.0,168.0
2020-07-01,,,,0.0,209.0,209.0
2020-08-01,,,,0.0,162.0,162.0
2020-09-01,,,,0.0,174.0,174.0
2020-10-01,,,,0.0,128.0,128.0
2020-11-01,,,,0.0,116.0,116.0
2020-12-01,,,,0.0,226.0,226.0
2021-01-01,,,,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0
2021-04-01,,,,0.55,17.0,17.0
2021-05-01,,,,0.0,0.0,0.0
2021-06-01,,,,20.747,578.0,578.0
2021-07-01,,,,0.0,0.0,0.0
2021-08-01,,,,118.081,3296.0,3296.0
2021-09-01,,,,0.095,0.0,0.0
2021-10-01,,,,1.202,35.0,35.0
2021-11-01,,,,0.0,0.0,0.0
2021-12-01,,,,19.325,538.0,538.0
2022-01-01,,,,0.0,0.0,0.0
2022-02-01,,,,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0
2022-04-01,,,,0.0,0.0,0.0
2022-05-01,,,,0.0,0.0,0.0
2022-06-01,,,,115.344,2706.0,2706.0
2022-07-01,,,,116.915,2741.0,2741.0
2022-08-01,,,,422.37,9910.0,9910.0
2022-09-01,,,,0.0,0.0,0.0
2022-10-01,,,,120.331,2822.0,2822.0
2022-11-01,,,,36.077,844.0,844.0
2022-12-01,,,,681.963,15999.0,15999.0
2023-01-01,,,,4.073,208.0,208.0
2023-02-01,,,,10.405,537.0,537.0
2023-03-01,,,,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0
2023-05-01,,,,74.617,3855.0,3855.0
2023-06-01,,,,0.0,0.0,0.0
2023-07-01,,,,43.756,2262.0,2262.0
2023-08-01,,,,3.65,190.0,190.0
2023-09-01,,,,0.0,0.0,0.0
2023-10-01,,,,3.043,156.0,156.0
2023-11-01,,,,45.149,2331.0,2331.0
2023-12-01,,,,34.307,1772.0,1772.0
2024-01-01,,,,13.392,681.0,681.0
2024-02-01,,,,0.0,0.0,0.0
2024-03-01,,,,0.0,0.0,0.0
2024-04-01,,,,0.0,0.0,0.0
2024-05-01,,,,11.701,593.0,593.0
2024-06-01,,,,33.844,1719.0,1719.0
2024-07-01,,,,93.854,4765.0,4765.0
2024-08-01,,,,12.744,646.0,646.0
2024-09-01,,,,0.0,0.0,0.0
2024-10-01,,,,0.0,0.0,0.0
2024-11-01,,,,0.0,0.0,0.0
2024-12-01,,,,51.465,2613.0,2613.0
