measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2003-01-01,8689.0,88984.05,88984.05
2003-02-01,8215.0,84129.82,84129.82
2003-03-01,7940.0,81313.54,81313.54
2003-04-01,7877.0,80668.36,80668.36
2003-05-01,7393.0,75711.71,75711.71
2003-06-01,5062.0,51839.94,51839.94
2003-07-01,2343.0,23994.66,23994.66
2003-08-01,4308.0,44118.23,44118.23
2003-09-01,4712.0,48255.59,48255.59
2003-10-01,6157.0,63053.84,63053.84
2003-11-01,8068.0,82624.39,82624.39
2003-12-01,10263.0,105103.38,105103.38
2004-01-01,7516.0,75325.35,75325.35
2004-02-01,5102.0,51132.24,51132.24
2004-03-01,6864.0,68791.01,68791.01
2004-04-01,5720.0,57325.84,57325.84
2004-05-01,5941.0,59540.7,59540.7
2004-06-01,4576.0,45860.67,45860.67
2004-07-01,4187.0,41962.11,41962.11
2004-08-01,2685.0,26909.07,26909.07
2004-09-01,2603.0,26087.27,26087.27
2004-10-01,4093.0,41020.05,41020.05
2004-11-01,9110.0,91300.42,91300.42
2004-12-01,8751.0,87702.52,87702.52
2005-01-01,6749.0,67483.25,67483.25
2005-02-01,6698.0,66973.3,66973.3
2005-03-01,8780.0,87791.22,87791.22
2005-04-01,5742.0,57414.26,57414.26
2005-05-01,4673.0,46725.33,46725.33
2005-06-01,4968.0,49675.03,49675.03
2005-07-01,2346.0,23457.65,23457.65
2005-08-01,1646.0,16458.35,16458.35
2005-09-01,2153.0,21527.85,21527.85
2005-10-01,6469.0,64683.53,64683.53
2005-11-01,6058.0,60573.94,60573.94
2005-12-01,6962.0,69613.04,69613.04
2006-01-01,8901.0,88289.0,88289.0
2006-02-01,6333.0,62817.0,62817.0
2006-03-01,6641.0,65872.0,65872.0
2006-04-01,6467.0,64146.0,64146.0
2006-05-01,4429.0,43931.0,43931.0
2006-06-01,2503.0,24827.0,24827.0
2006-07-01,2175.0,21574.0,21574.0
2006-08-01,1769.0,17547.0,17547.0
2006-09-01,2411.0,23915.0,23915.0
2006-10-01,3685.0,36552.0,36552.0
2006-11-01,5773.0,57262.0,57262.0
2006-12-01,6657.0,66031.0,66031.0
2007-01-01,3689.0,36462.0,36462.0
2007-02-01,3523.0,34821.0,34821.0
2007-03-01,3281.0,32429.0,32429.0
2007-04-01,4542.0,44893.0,44893.0
2007-05-01,3357.0,33181.0,33181.0
2007-06-01,1486.0,14688.0,14688.0
2007-07-01,1536.0,15182.0,15182.0
2007-08-01,1184.0,11703.0,11703.0
2007-09-01,1282.0,12671.0,12671.0
2007-10-01,2917.0,28832.0,28832.0
2007-11-01,3045.0,30097.0,30097.0
2007-12-01,5211.0,51506.0,51506.0
2008-01-01,2501.779,24653.0,24653.0
2008-02-01,2572.792,25352.0,25352.0
