measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-05-01,,,,246.997,2276.0,2276.0
2017-06-01,,,,269.214,2480.0,2480.0
2017-07-01,,,,196.164,1807.0,1807.0
2017-08-01,-44.352,0.0,0.0,215.614,1986.0,1986.0
2017-09-01,-41.989,0.0,0.0,206.384,1901.0,1901.0
2017-10-01,-48.091,0.0,0.0,196.325,1809.0,1809.0
2017-11-01,-44.01,0.0,0.0,123.884,1141.0,1141.0
2017-12-01,-42.558,0.0,0.0,115.418,1063.0,1063.0
2018-01-01,-2.543,0.0,0.0,115.684,1053.0,1053.0
2018-02-01,-2.274,0.0,0.0,136.045,1239.0,1239.0
2018-03-01,-2.461,0.0,0.0,175.921,1602.0,1602.0
2018-04-01,-2.364,0.0,0.0,213.199,1941.0,1941.0
2018-05-01,-2.218,0.0,0.0,245.687,2237.0,2237.0
2018-06-01,-2.252,0.0,0.0,264.03,2404.0,2404.0
2018-07-01,-2.383,0.0,0.0,230.135,2095.0,2095.0
2018-08-01,-2.341,0.0,0.0,229.768,2092.0,2092.0
2018-09-01,-2.053,0.0,0.0,220.835,2010.0,2010.0
2018-10-01,-2.347,0.0,0.0,164.673,1499.0,1499.0
2018-11-01,-2.269,0.0,0.0,135.741,1236.0,1236.0
2018-12-01,-2.495,0.0,0.0,98.282,895.0,895.0
2019-01-01,-73.133,0.0,0.0,113.897,1014.0,1014.0
2019-02-01,-65.134,0.0,0.0,120.015,1069.0,1069.0
2019-03-01,-91.376,0.0,0.0,178.789,1592.0,1592.0
2019-04-01,-80.293,0.0,0.0,210.475,1874.0,1874.0
2019-05-01,-75.546,0.0,0.0,224.076,1995.0,1995.0
2019-06-01,-76.134,0.0,0.0,252.044,2244.0,2244.0
2019-07-01,-66.276,0.0,0.0,238.57,2124.0,2124.0
2019-08-01,-82.8,0.0,0.0,242.86,2163.0,2163.0
2019-09-01,-77.439,0.0,0.0,200.473,1785.0,1785.0
2019-10-01,-80.771,0.0,0.0,197.056,1755.0,1755.0
2019-11-01,-71.247,0.0,0.0,122.474,1091.0,1091.0
2019-12-01,-79.851,0.0,0.0,89.271,795.0,795.0
2020-01-01,9.297,0.0,0.0,118.679,1040.0,1040.0
2020-02-01,10.09,0.0,0.0,125.018,1096.0,1096.0
2020-03-01,9.817,0.0,0.0,191.52,1679.0,1679.0
2020-04-01,9.183,0.0,0.0,214.043,1877.0,1877.0
2020-05-01,6.698,0.0,0.0,248.548,2179.0,2179.0
2020-06-01,5.74,0.0,0.0,240.964,2113.0,2113.0
2020-07-01,7.933,0.0,0.0,249.739,2189.0,2189.0
2020-08-01,8.021,0.0,0.0,203.542,1784.0,1784.0
2020-09-01,7.365,0.0,0.0,198.368,1739.0,1739.0
2020-10-01,9.499,0.0,0.0,149.465,1310.0,1310.0
2020-11-01,8.792,0.0,0.0,128.797,1129.0,1129.0
2020-12-01,10.565,0.0,0.0,97.317,853.0,853.0
2022-01-01,0.0,0.0,0.0,99.8,341.0,341.0
2022-02-01,0.0,0.0,0.0,125.273,427.0,427.0
2022-03-01,0.0,0.0,0.0,151.677,518.0,518.0
2022-04-01,0.0,0.0,0.0,183.648,627.0,627.0
2022-05-01,0.0,0.0,0.0,188.362,643.0,643.0
2022-06-01,0.0,0.0,0.0,167.201,570.0,570.0
2022-07-01,0.0,0.0,0.0,193.677,661.0,661.0
2022-08-01,0.0,0.0,0.0,195.187,666.0,666.0
2022-09-01,0.0,0.0,0.0,170.061,580.0,580.0
2022-10-01,0.0,0.0,0.0,140.344,479.0,479.0
2022-11-01,0.0,0.0,0.0,102.877,351.0,351.0
2022-12-01,0.0,0.0,0.0,90.893,310.0,310.0
2023-01-01,0.0,0.0,0.0,50.0,171.0,171.0
2023-02-01,0.0,0.0,0.0,149.0,508.0,508.0
2023-03-01,0.0,0.0,0.0,205.0,699.0,699.0
2023-04-01,0.0,0.0,0.0,231.0,788.0,788.0
2023-05-01,0.0,0.0,0.0,225.0,768.0,768.0
2023-06-01,0.0,0.0,0.0,241.0,822.0,822.0
2023-07-01,0.0,0.0,0.0,277.0,945.0,945.0
2023-08-01,0.0,0.0,0.0,250.0,853.0,853.0
2023-09-01,0.0,0.0,0.0,220.0,751.0,751.0
2023-10-01,0.0,0.0,0.0,159.0,543.0,543.0
2023-11-01,0.0,0.0,0.0,116.0,396.0,396.0
2023-12-01,0.0,0.0,0.0,93.0,317.0,317.0
2024-01-01,0.0,0.0,0.0,110.0,375.0,375.0
2024-02-01,0.0,0.0,0.0,126.0,430.0,430.0
2024-03-01,0.0,0.0,0.0,187.0,638.0,638.0
2024-04-01,0.0,0.0,0.0,210.0,717.0,717.0
2024-05-01,0.0,0.0,0.0,258.0,880.0,880.0
2024-06-01,0.0,0.0,0.0,256.0,873.0,873.0
2024-07-01,0.0,0.0,0.0,259.0,884.0,884.0
2024-08-01,0.0,0.0,0.0,225.0,768.0,768.0
2024-09-01,0.0,0.0,0.0,205.0,699.0,699.0
2024-10-01,0.0,0.0,0.0,167.0,570.0,570.0
2024-11-01,0.0,0.0,0.0,90.0,307.0,307.0
2024-12-01,0.0,0.0,0.0,100.0,341.0,341.0
