measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2014-01-01,693.786,4919.0,4919.0
2014-02-01,647.875,4593.0,4593.0
2014-03-01,562.213,3986.0,3986.0
2014-04-01,534.588,3790.0,3790.0
2014-05-01,539.046,3821.0,3821.0
2014-06-01,531.405,3767.0,3767.0
2014-07-01,751.875,5330.0,5330.0
2014-08-01,776.122,5503.0,5503.0
2014-09-01,811.839,5756.0,5756.0
2014-10-01,800.871,5677.0,5677.0
2014-11-01,578.789,4104.0,4104.0
2014-12-01,629.591,4463.0,4463.0
2015-01-01,516.96,3820.0,3820.0
2015-02-01,382.793,2829.0,2829.0
2015-03-01,448.453,3314.0,3314.0
2015-04-01,430.344,3180.0,3180.0
2015-05-01,420.129,3105.0,3105.0
2015-06-01,590.774,4366.0,4366.0
2015-07-01,666.318,4924.0,4924.0
2015-08-01,702.843,5194.0,5194.0
2015-09-01,697.987,5158.0,5158.0
2015-10-01,672.37,4968.0,4968.0
2015-11-01,495.754,3664.0,3664.0
2015-12-01,530.275,3919.0,3919.0
2016-01-01,672.579,5025.0,5025.0
2016-02-01,533.776,3988.0,3988.0
2016-03-01,415.134,3102.0,3102.0
2016-04-01,397.004,2966.0,2966.0
2016-05-01,428.545,3202.0,3202.0
2016-06-01,651.957,4871.0,4871.0
2016-07-01,768.994,5746.0,5746.0
2016-08-01,850.535,6354.0,6354.0
2016-09-01,704.111,5261.0,5261.0
2016-10-01,694.554,5189.0,5189.0
2016-11-01,534.053,3991.0,3991.0
2016-12-01,604.758,4518.0,4518.0
2017-01-01,663.94,4962.0,4962.0
2017-02-01,506.771,3786.0,3786.0
2017-03-01,419.675,3136.0,3136.0
2017-04-01,374.897,2802.0,2802.0
2017-05-01,465.095,3475.0,3475.0
2017-06-01,611.903,4572.0,4572.0
2017-07-01,834.434,6235.0,6235.0
2017-08-01,941.96,7038.0,7038.0
2017-09-01,775.057,5792.0,5792.0
2017-10-01,734.031,5485.0,5485.0
2017-11-01,637.93,4767.0,4767.0
2017-12-01,676.307,5053.0,5053.0
2018-01-01,513.475,3931.0,3931.0
2018-02-01,450.842,3450.0,3450.0
2018-03-01,468.892,3588.0,3588.0
2018-04-01,352.881,2700.0,2700.0
2018-05-01,322.13,2465.0,2465.0
2018-06-01,440.66,3372.0,3372.0
2018-07-01,768.95,5884.0,5884.0
2018-08-01,711.347,5444.0,5444.0
2018-09-01,572.493,4381.0,4381.0
2018-10-01,639.917,4897.0,4897.0
2018-11-01,572.061,4378.0,4378.0
2018-12-01,576.352,4410.0,4410.0
2019-01-01,598.206,5252.0,5252.0
2019-02-01,554.663,4871.0,4871.0
2019-03-01,483.693,4248.0,4248.0
2019-04-01,339.406,2981.0,2981.0
2019-05-01,292.471,2569.0,2569.0
2019-06-01,391.086,3435.0,3435.0
2019-07-01,616.51,5415.0,5415.0
2019-08-01,724.165,6360.0,6360.0
2019-09-01,637.211,5597.0,5597.0
2019-10-01,652.642,5732.0,5732.0
2019-11-01,640.072,5622.0,5622.0
2019-12-01,663.875,5830.0,5830.0
2020-01-01,453.603,3523.0,3523.0
2020-02-01,400.574,3112.0,3112.0
2020-03-01,444.663,3455.0,3455.0
2020-04-01,314.466,2443.0,2443.0
2020-05-01,295.683,2297.0,2297.0
2020-06-01,415.941,3231.0,3231.0
2020-07-01,581.857,4521.0,4521.0
2020-08-01,723.58,5621.0,5621.0
2020-09-01,630.126,4895.0,4895.0
2020-10-01,654.401,5084.0,5084.0
2020-11-01,522.713,4061.0,4061.0
2020-12-01,579.393,4501.0,4501.0
2021-01-01,492.16,3747.0,3747.0
2021-02-01,417.368,3176.0,3176.0
2021-03-01,448.751,3415.0,3415.0
2021-04-01,398.192,3030.0,3030.0
2021-05-01,416.162,3167.0,3167.0
2021-06-01,569.078,4331.0,4331.0
2021-07-01,785.317,5977.0,5977.0
2021-08-01,717.02,5457.0,5457.0
2021-09-01,610.1,4643.0,4643.0
2021-10-01,581.613,4427.0,4427.0
2021-11-01,534.531,4068.0,4068.0
2021-12-01,551.708,4199.0,4199.0
2022-01-01,496.311,3692.0,3692.0
2022-02-01,412.071,3067.0,3067.0
2022-03-01,381.275,2838.0,2838.0
2022-04-01,390.553,2907.0,2907.0
2022-05-01,358.399,2667.0,2667.0
2022-06-01,487.446,3628.0,3628.0
2022-07-01,651.179,4846.0,4846.0
2022-08-01,785.735,5848.0,5848.0
2022-09-01,720.124,5359.0,5359.0
2022-10-01,661.323,4922.0,4922.0
2022-11-01,607.311,4520.0,4520.0
2022-12-01,671.273,4996.0,4996.0
2023-01-01,347.846,2691.0,2691.0
2023-02-01,296.298,2291.0,2291.0
2023-03-01,284.781,2202.0,2202.0
2023-04-01,222.473,1720.0,1720.0
2023-05-01,144.095,1114.0,1114.0
2023-06-01,189.562,1466.0,1466.0
2023-07-01,438.799,3393.0,3393.0
2023-08-01,442.757,3424.0,3424.0
2023-09-01,313.395,2423.0,2423.0
2023-10-01,382.714,2960.0,2960.0
2023-11-01,359.517,2780.0,2780.0
2023-12-01,404.763,3130.0,3130.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,84.0,567.0,567.0
2024-04-01,752.0,4755.0,4755.0
2024-05-01,774.0,4922.0,4922.0
2024-06-01,738.0,4682.0,4682.0
2024-07-01,703.0,4525.0,4525.0
2024-08-01,716.0,4655.0,4655.0
2024-09-01,692.0,4533.0,4533.0
2024-10-01,733.0,4826.0,4826.0
2024-11-01,722.0,4767.0,4767.0
2024-12-01,724.0,4793.0,4793.0
