measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-36.0,0.0,0.0
2003-02-01,-62.0,0.0,0.0
2003-03-01,-38.0,0.0,0.0
2003-04-01,-15.0,0.0,0.0
2003-05-01,-16.0,0.0,0.0
2003-06-01,-34.0,0.0,0.0
2003-08-01,401.0,8213.0,8213.0
2003-10-01,-43.0,0.0,0.0
2003-11-01,-38.0,0.0,0.0
2003-12-01,-64.0,0.0,0.0
2004-01-01,-2.486,62.0,62.0
2004-02-01,-167.566,4159.0,4159.0
2004-03-01,-1.989,49.0,49.0
2004-04-01,-1.492,37.0,37.0
2004-05-01,-8.453000000000001,210.0,210.0
2004-06-01,-47.237,1172.0,1172.0
2004-07-01,0.0,0.0,0.0
2004-08-01,-21.381,531.0,531.0
2004-09-01,-17.403000000000002,432.0,432.0
2004-10-01,-0.994,25.0,25.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,-45.026,785.91,785.91
2005-02-01,-15.47,270.01,270.01
2005-03-01,-17.146,299.28,299.28
2005-04-01,-20.769000000000002,362.51,362.51
2005-05-01,-19.289,336.68,336.68
2005-06-01,-25.035,436.98,436.98
2005-07-01,-25.483,444.79,444.79
2005-08-01,-29.936,522.52,522.52
2005-09-01,-19.596,342.05,342.05
2005-10-01,-21.762,379.85,379.85
2005-11-01,-17.495,305.37,305.37
2005-12-01,-36.992000000000004,645.68,645.68
2006-01-01,-53.121,232.0,232.0
2006-02-01,-27.797,122.0,122.0
2006-03-01,-23.349,102.0,102.0
2006-04-01,-44.727000000000004,196.0,196.0
2006-05-01,-41.808,183.0,183.0
2006-06-01,-38.001000000000005,166.0,166.0
2006-07-01,-55.045,241.0,241.0
2006-08-01,-53.393,234.0,234.0
2006-09-01,-24.53,107.0,107.0
2006-10-01,-25.911,113.0,113.0
2006-11-01,-30.511000000000003,134.0,134.0
2006-12-01,-33.807,148.0,148.0
2007-01-01,-14.496,6.0,6.0
2007-02-01,-78.43,29.0,29.0
2007-03-01,-25.66,12.0,12.0
2007-04-01,-15.249,6.0,6.0
2007-05-01,-41.359,17.0,17.0
2007-06-01,-38.313,17.0,17.0
2007-07-01,-38.776,17.0,17.0
2007-08-01,-86.748,35.0,35.0
2007-09-01,-40.148,17.0,17.0
2007-10-01,-53.912,23.0,23.0
2007-11-01,-10.673,6.0,6.0
2007-12-01,-20.236,6.0,6.0
2008-01-01,-53.0,81.0,81.0
2008-02-01,-57.0,29.0,29.0
2008-03-01,-54.0,150.0,150.0
2008-04-01,-1.0,208.0,208.0
2008-05-01,-86.0,92.0,92.0
2008-06-01,-31.0,110.0,110.0
2008-07-01,-29.0,69.0,69.0
2008-08-01,0.0,0.0,0.0
2008-09-01,-58.0,0.0,0.0
2008-10-01,-35.0,0.0,0.0
2008-11-01,-38.0,0.0,0.0
2008-12-01,-43.0,0.0,0.0
2009-01-01,-48.0,0.0,0.0
2009-02-01,-49.0,59.0,59.0
2009-03-01,0.0,157.0,157.0
2009-04-01,-44.0,174.0,174.0
2009-05-01,-30.0,111.0,111.0
2009-06-01,-40.0,122.0,122.0
2009-07-01,0.0,0.0,0.0
2009-08-01,-37.0,0.0,0.0
2009-09-01,-31.0,0.0,0.0
2009-10-01,-38.0,0.0,0.0
2009-11-01,-40.0,0.0,0.0
2009-12-01,0.0,0.0,0.0
2010-01-01,-63.0,0.0,0.0
2010-02-01,-90.0,41.0,41.0
2010-03-01,-9.0,949.0,949.0
2010-04-01,-36.0,122.0,122.0
2010-05-01,0.0,0.0,0.0
2010-06-01,-14.0,667.0,667.0
2010-07-01,-26.0,0.0,0.0
2010-08-01,35.0,1473.0,1473.0
2010-09-01,1.0,354.0,354.0
2010-10-01,0.0,0.0,0.0
2010-11-01,-52.0,441.0,441.0
2010-12-01,-18.0,667.0,667.0
2011-01-01,-35.0,0.0,0.0
2011-02-01,-56.0,186.0,186.0
