measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2007-12-01,2264.387,12142.0,67600.0,0.0,0.0,0.0,,,
2008-01-01,5840.544,31334.0,257703.0,0.0,0.0,0.0,,,
2008-02-01,6220.8240000000005,33374.0,260507.0,0.0,0.0,0.0,,,
2008-03-01,6721.14,36058.0,275545.0,0.0,0.0,0.0,,,
2008-04-01,6368.71,34168.0,262445.0,0.0,0.0,0.0,,,
2008-05-01,6275.561000000001,33668.0,271799.0,0.0,0.0,0.0,,,
2008-06-01,4994.52,26795.0,228621.0,0.0,0.0,0.0,,,
2008-07-01,1870.664,10036.0,57273.0,0.0,0.0,0.0,,,
2008-08-01,5055.019,27120.0,156676.0,0.0,0.0,0.0,,,
2008-09-01,3940.1110000000003,21138.0,157252.0,0.0,0.0,0.0,,,
2008-10-01,5103.034000000001,27377.0,160606.0,0.0,0.0,0.0,,,
2008-11-01,3355.288,18001.0,114206.0,0.0,0.0,0.0,,,
2008-12-01,1962.853,10531.0,70164.0,0.0,0.0,0.0,,,
2009-01-01,3700.996,19855.0,124804.0,0.0,0.0,0.0,,,
2009-02-01,3564.634,19124.0,102185.0,0.0,0.0,0.0,,,
2009-03-01,4024.617,21592.0,120073.0,0.0,0.0,0.0,,,
2009-04-01,2937.558,15760.0,96240.0,0.0,0.0,0.0,,,
2009-05-01,2494.859,13385.0,84452.0,0.0,0.0,0.0,,,
2009-06-01,2760.8630000000003,14812.0,90940.0,0.0,0.0,0.0,,,
2009-07-01,1405.8790000000001,7542.0,48857.0,0.0,0.0,0.0,,,
2009-08-01,1988.7810000000002,10670.0,66615.0,0.0,0.0,0.0,,,
2009-09-01,1818.808,9758.0,64599.0,0.0,0.0,0.0,,,
2009-10-01,1396.276,7491.0,75341.0,0.0,0.0,0.0,,,
2009-11-01,1652.6760000000002,8866.0,61338.0,0.0,0.0,0.0,,,
2009-12-01,1133.154,6079.0,36988.0,0.0,0.0,0.0,,,
2010-01-01,2594.731,13920.0,94198.0,0.0,0.0,0.0,,,
2010-02-01,2294.157,12308.0,77168.0,0.0,0.0,0.0,,,
2010-03-01,2846.329,15270.0,99216.0,0.0,0.0,0.0,,,
2010-04-01,2986.5330000000004,16022.0,102674.0,0.0,0.0,0.0,,,
2010-05-01,3321.6780000000003,17820.0,111306.0,0.0,0.0,0.0,,,
2010-06-01,3032.627,16270.0,103038.0,0.0,0.0,0.0,,,
2010-07-01,2084.812,11185.0,78494.0,0.0,0.0,0.0,,,
2010-08-01,2620.659,14060.0,93860.0,0.0,0.0,0.0,,,
2010-09-01,2989.414,16038.0,106054.0,0.0,0.0,0.0,,,
2010-10-01,3088.3250000000003,16569.0,110734.0,0.0,0.0,0.0,,,
2010-11-01,1996.4640000000002,10711.0,75816.0,0.0,0.0,0.0,,,
2010-12-01,1726.6190000000001,9263.0,58136.0,0.0,0.0,0.0,,,
2011-01-01,3047.992,16352.0,91442.0,0.0,0.0,0.0,,,
2011-02-01,2828.084,15172.0,89180.0,0.0,0.0,0.0,,,
2011-03-01,2908.749,15605.0,99554.0,0.0,0.0,0.0,,,
2011-04-01,2316.244,12426.0,100100.0,0.0,0.0,0.0,,,
2011-05-01,3173.792,17027.0,98826.0,0.0,0.0,0.0,,,
2011-06-01,3507.976,18820.0,104754.0,0.0,0.0,0.0,,,
2011-07-01,2839.607,15234.0,92534.0,0.0,0.0,0.0,,,
2011-08-01,4229.161,22689.0,136760.0,0.0,0.0,0.0,,,
2011-09-01,4509.569,24193.0,129818.0,0.0,0.0,0.0,,,
2011-10-01,3750.932,20123.0,130962.0,0.0,0.0,0.0,,,
2011-11-01,3067.198,16455.0,102466.0,0.0,0.0,0.0,,,
2011-12-01,3437.874,18444.0,82498.0,0.0,0.0,0.0,,,
2012-01-01,3798.947,20381.0,125227.0,0.0,0.0,0.0,,,
2012-02-01,5224.032,28026.0,135457.0,0.0,0.0,0.0,,,
2012-03-01,4769.81,25590.0,147449.0,0.0,0.0,0.0,,,
2012-04-01,3668.346,19680.0,125252.0,0.0,0.0,0.0,,,
2012-05-01,4286.779,22998.0,141673.0,0.0,0.0,0.0,,,
2012-06-01,3949.714,21190.0,101865.0,0.0,0.0,0.0,,,
2012-07-01,2462.209,13210.0,94431.0,0.0,0.0,0.0,,,
2012-08-01,3931.468,21092.0,130510.0,0.0,0.0,0.0,,,
2012-09-01,3058.556,16409.0,103652.0,0.0,0.0,0.0,,,
2012-10-01,4595.996,24657.0,155478.0,0.0,0.0,0.0,,,
2012-11-01,4297.343,23055.0,129707.0,0.0,0.0,0.0,,,
2012-12-01,1695.89,9098.0,77234.0,0.0,0.0,0.0,,,
2013-01-01,2513.863,13487.0,82420.0,8.845,47.0,290.0,,,
2013-02-01,3775.409,20255.0,104962.0,15.855,85.0,441.0,,,
2013-03-01,3654.559,19606.0,113178.0,16.668,89.0,516.0,,,
2013-04-01,3587.787,19248.0,117806.0,21.02,113.0,690.0,,,
2013-05-01,3080.528,16527.0,112112.0,10.678,57.0,389.0,,,
2013-06-01,2222.603,11924.0,80366.0,5.293,28.0,191.0,,,
2013-07-01,2779.356,14911.0,94510.0,14.157,76.0,481.0,,,
2013-08-01,2985.098,16015.0,117572.0,12.959,70.0,510.0,,,
2013-09-01,3484.468,18694.0,131482.0,0.461,2.0,17.0,,,
2013-10-01,3702.917,19866.0,139100.0,0.0,0.0,0.0,,,
2013-11-01,3719.1,19953.0,113464.0,4.943,27.0,151.0,,,
2013-12-01,2201.956,11813.0,68276.0,6.734,36.0,209.0,,,
2014-01-01,2549.555,13678.0,79508.0,16.367,88.0,510.0,0.0,0.0,0.0
2014-02-01,1697.372,9106.0,50726.0,5.24,28.0,157.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,2146.299,0.0,0.0,6.694,0.0,0.0,0.0,0.0,0.0
2014-12-01,2107.048,0.0,0.0,6.572,0.0,0.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2414.194,12952.0,88404.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1845.697,9902.0,68240.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4133.131,22174.0,139340.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3246.774,17419.0,120944.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2632.182,14121.0,109956.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1607.542,8624.0,66078.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2827.123,15167.0,107663.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3216.045,17254.0,115409.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1938.846,10402.0,81225.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2682.118,14389.0,99476.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2808.878,15069.0,89368.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2524.629,13544.0,82988.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2069.447,24510.0,80684.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,932.451,11044.0,29876.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2409.393,28536.0,84253.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2525.589,29912.0,89722.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1309.849,15513.0,52397.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,704.86,8348.0,25937.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1661.319,19676.0,72347.0
2016-08-01,0.0,0.0,0.0,0.172,2.0,6.0,2758.77,32674.0,93059.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1240.708,14694.0,42308.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1205.177,14274.0,42638.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1414.522,16753.0,48563.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1146.598,13580.0,36690.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2413.234,28581.0,75006.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1817.848,21530.0,54030.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1477.902,17504.0,48289.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,653.964,7745.0,22606.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2348.894,27819.0,77429.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1813.046,21473.0,61557.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1688.207,19994.0,54293.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1724.699,20427.0,56850.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1268.556,15024.0,46360.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3079.682,36474.0,106135.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1523.036,18038.0,52846.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2262.467,26796.0,72357.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3041.27,36019.0,92969.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1368.428,16207.0,59917.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1257.033,14888.0,49577.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2624.5,31083.0,104377.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3512.777,41604.0,114649.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1644.994,19483.0,61222.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1238.787,14672.0,48026.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1000.633,11851.0,41437.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,806.652,9554.0,29348.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2542.874,30117.0,93960.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1797.682,21291.0,82320.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2659.071,31493.0,80673.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4672.82,55343.0,138186.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2611.056,30924.0,74216.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3452.279,40887.0,98799.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1891.791,22405.0,59917.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,457.103,5414.0,15770.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1788.079,21177.0,61067.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,998.712,11828.0,36405.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1970.536,23338.0,68387.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,942.054,11157.0,33352.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2640.825,31277.0,94181.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,968.943,11476.0,31097.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1143.717,13546.0,36037.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30867.0,93676.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1031.362,12215.0,40799.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2391.147,28320.0,74334.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1511.512,17902.0,57771.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2059.844,24396.0,73700.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2003.186,23725.0,75877.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1905.235,22565.0,71271.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2078.089,24612.0,74938.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1256.072,14876.0,59923.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2606.254,30867.0,85147.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1031.362,12215.0,49394.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2391.147,28320.0,82831.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1511.512,17902.0,68162.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2059.844,24396.0,38650.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2003.186,23725.0,75180.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1905.235,22565.0,81185.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2078.089,24612.0,75771.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1257.033,14888.0,40682.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1494.227,17697.0,41257.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1295.445,15343.0,42808.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1509.592,17879.0,46103.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1587.376,18800.0,54829.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1687.247,19983.0,55918.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1268.556,15024.0,46675.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,72.983,864.0,2860.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,895.96,10611.0,36024.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,241.996,2866.0,38834.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1429.887,16935.0,52034.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1485.584,17595.0,50052.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2523.668,29889.0,79434.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1101.464,13045.0,39769.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1052.489,12465.0,39264.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1064.973,12613.0,42036.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,847.945,10043.0,34780.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,812.414,9622.0,35694.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,787.446,9326.0,34353.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1068.814,12659.0,40781.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,909.404,10771.0,36273.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,726.947,8610.0,22050.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1187.891,14069.0,43161.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1232.065,14592.0,38650.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2489.098,29480.0,84158.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1124.511,13318.0,44183.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,79.705,944.0,4818.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,642.441,7609.0,26748.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,652.044,7722.0,29570.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,781.684,9258.0,32740.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,906.523,10736.0,36740.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1342.499,15900.0,47644.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,530.086,6278.0,20411.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1043.846,12363.0,31981.0
