measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,1000.0,10015.0,10015.0
2003-02-01,4532.0,45567.0,45567.0
2003-03-01,1806.0,17984.0,17984.0
2003-04-01,893.0,12694.0,12694.0
2003-05-01,3217.0,31761.0,31761.0
2003-06-01,3691.0,102443.0,102443.0
2003-07-01,16133.0,185894.0,185894.0
2003-08-01,9385.0,93815.0,93815.0
2003-09-01,11436.0,113849.0,113849.0
2003-10-01,6624.0,65327.0,65327.0
2003-11-01,0.0,0.0,0.0
2003-12-01,1479.0,14592.0,14592.0
2004-01-01,6429.394,61827.0,61827.0
2004-02-01,5815.595,55925.0,55925.0
2004-03-01,5765.432000000001,55443.0,55443.0
2004-04-01,5446.2210000000005,52373.0,52373.0
2004-05-01,5985.429,57558.0,57558.0
2004-06-01,5454.055,52448.0,52448.0
2004-07-01,6136.4310000000005,59010.0,59010.0
2004-08-01,6121.915,58871.0,58871.0
2004-09-01,5962.77,57340.0,57340.0
2004-10-01,5390.442,51837.0,51837.0
2004-11-01,5827.362,56038.0,56038.0
2004-12-01,5938.954000000001,57111.0,57111.0
2005-01-01,3556.2250000000004,35363.9,35363.9
2005-02-01,3209.864,31919.61,31919.61
2005-03-01,3464.094,34447.73,34447.73
2005-04-01,3480.731,34613.17,34613.17
2005-05-01,3822.907,38015.85,38015.85
2005-06-01,4910.302000000001,48829.14,48829.14
2005-07-01,6287.733,62526.63,62526.63
2005-08-01,6516.093000000001,64797.49,64797.49
2005-09-01,4914.525000000001,48871.14,48871.14
2005-10-01,3814.621,37933.45,37933.45
2005-11-01,3403.552,33845.69,33845.69
2005-12-01,3883.353,38616.93,38616.93
2006-01-01,2486.328,25074.0,25074.0
2006-02-01,2949.802,29747.0,29747.0
2006-03-01,3364.5190000000002,33930.0,33930.0
2006-04-01,3763.288,37951.0,37951.0
2006-05-01,4358.828,43957.0,43957.0
2006-06-01,5554.332,56013.0,56013.0
2006-07-01,6983.0070000000005,70421.0,70421.0
2006-08-01,7071.072,71309.0,71309.0
2006-09-01,4811.173000000001,48519.0,48519.0
2006-10-01,4356.092000000001,43929.0,43929.0
2006-11-01,3235.076,32624.0,32624.0
2006-12-01,3372.4840000000004,34010.0,34010.0
2007-01-01,6236.22,65047.0,65047.0
2007-02-01,5672.533,59168.0,59168.0
2007-03-01,5247.234,54732.0,54732.0
2007-04-01,5222.954000000001,54478.0,54478.0
2007-05-01,5825.776,60767.0,60767.0
2007-06-01,6888.029,71847.0,71847.0
2007-07-01,9382.997000000001,97870.0,97870.0
2007-08-01,10402.004,108499.0,108499.0
2007-09-01,8196.992,85499.0,85499.0
2007-10-01,7768.321000000001,81029.0,81029.0
2007-11-01,7385.705,77038.0,77038.0
2007-12-01,8230.237000000001,85846.0,85846.0
2008-01-01,8356.394,86851.0,86851.0
2008-02-01,7001.878000000001,72771.0,72771.0
2008-03-01,6571.237,68295.0,68295.0
2008-04-01,7475.344,77692.0,77692.0
2008-05-01,5941.755,61753.0,61753.0
2008-06-01,6503.291,67589.0,67589.0
2008-07-01,8518.074,88529.0,88529.0
2008-08-01,9965.23,103570.0,103570.0
2008-09-01,8975.496000000001,93283.0,93283.0
2008-10-01,8367.538,86965.0,86965.0
2008-11-01,7287.079000000001,75735.0,75735.0
2008-12-01,8151.684,84721.0,84721.0
2009-01-01,4780.051,50643.0,50643.0
2009-02-01,4398.204000000001,46598.0,46598.0
2009-03-01,4092.51,43360.0,43360.0
2009-04-01,3515.545,37247.0,37247.0
2009-05-01,3571.703,37842.0,37842.0
2009-06-01,3310.327,35072.0,35072.0
2009-07-01,6057.2480000000005,64176.0,64176.0
2009-08-01,6211.225,65807.0,65807.0
2009-09-01,6508.889,68961.0,68961.0
2009-10-01,5089.856000000001,53926.0,53926.0
2009-11-01,4648.133,49247.0,49247.0
2009-12-01,5335.309,56527.0,56527.0
2010-01-01,2813.0480000000002,30800.0,30800.0
2010-02-01,2597.1,28436.0,28436.0
2010-03-01,2765.719,30282.0,30282.0
2010-04-01,2329.58,25507.0,25507.0
2010-05-01,1696.7830000000001,18579.0,18579.0
2010-06-01,1583.89,17342.0,17342.0
2010-07-01,2614.802,28630.0,28630.0
2010-08-01,3086.4370000000004,33793.0,33793.0
2010-09-01,2860.032,31314.0,31314.0
2010-10-01,3210.828,35156.0,35156.0
2010-11-01,2703.824,29604.0,29604.0
2010-12-01,2532.9570000000003,27734.0,27734.0
2011-01-01,2616.169,31206.0,31206.0
2011-02-01,2579.757,30771.0,30771.0
2011-03-01,2052.021,24476.0,24476.0
2011-04-01,1748.457,20855.0,20855.0
2011-05-01,1560.024,18608.0,18608.0
2011-06-01,1736.108,20709.0,20709.0
2011-07-01,2783.4,33200.0,33200.0
2011-08-01,3417.346,40761.0,40761.0
2011-09-01,3469.138,41380.0,41380.0
2011-10-01,2778.462,33141.0,33141.0
2011-11-01,2739.217,32673.0,32673.0
2011-12-01,3563.901,42510.0,42510.0
2012-01-01,5057.633,62597.0,62597.0
2012-02-01,5057.249,62591.0,62591.0
2012-03-01,4810.051,59532.0,59532.0
2012-04-01,4456.635,55157.0,55157.0
2012-05-01,4425.527,54773.0,54773.0
2012-06-01,4685.169,57986.0,57986.0
2012-07-01,5541.069,68580.0,68580.0
2012-08-01,7296.358,90304.0,90304.0
2012-09-01,6628.317,82036.0,82036.0
2012-10-01,6133.445,75911.0,75911.0
2012-11-01,5295.731,65543.0,65543.0
2012-12-01,4995.816,61831.0,61831.0
2013-01-01,5098.3,57012.0,57012.0
2013-02-01,4696.359,52518.0,52518.0
2013-03-01,4529.347,50650.0,50650.0
2013-04-01,3897.53,43585.0,43585.0
2013-05-01,4116.089,46029.0,46029.0
2013-06-01,4869.626,54456.0,54456.0
2013-07-01,6179.006,69098.0,69098.0
2013-08-01,6301.735,70470.0,70470.0
2013-09-01,6285.985,70294.0,70294.0
2013-10-01,5454.22,60993.0,60993.0
2013-11-01,5379.88,60162.0,60162.0
2013-12-01,6264.923,70059.0,70059.0
2014-01-01,2604.211,30407.0,30407.0
2014-02-01,2431.881,28394.0,28394.0
2014-03-01,2110.339,24640.0,24640.0
2014-04-01,2006.645,23429.0,23429.0
2014-05-01,2023.376,23624.0,23624.0
2014-06-01,1994.696,23289.0,23289.0
2014-07-01,2822.257,32952.0,32952.0
2014-08-01,2913.273,34014.0,34014.0
2014-09-01,3047.342,35580.0,35580.0
2014-10-01,3006.171,35099.0,35099.0
2014-11-01,2172.559,25366.0,25366.0
