measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-11-01,0.0,0.0,0.0,201.722,1784.0,1784.0
2021-12-01,0.0,0.0,0.0,155.278,1373.0,1373.0
2022-01-01,-15.43,0.0,0.0,318.436,1087.0,1087.0
2022-02-01,-14.418,0.0,0.0,343.13,1171.0,1171.0
2022-03-01,-15.391,0.0,0.0,378.694,1292.0,1292.0
2022-04-01,-14.708,0.0,0.0,357.804,1221.0,1221.0
2022-05-01,-15.27,0.0,0.0,326.477,1114.0,1114.0
2022-06-01,-15.296,0.0,0.0,397.744,1357.0,1357.0
2022-07-01,-16.031,0.0,0.0,406.153,1386.0,1386.0
2022-08-01,-15.359,0.0,0.0,475.06,1621.0,1621.0
2022-09-01,-14.234,0.0,0.0,408.981,1395.0,1395.0
2022-10-01,-14.463,0.0,0.0,350.334,1195.0,1195.0
2022-11-01,-14.694,0.0,0.0,319.083,1089.0,1089.0
2022-12-01,-14.706,0.0,0.0,272.104,928.0,928.0
2023-01-01,0.0,0.0,0.0,371.0,1266.0,1266.0
2023-02-01,0.0,0.0,0.0,341.0,1163.0,1163.0
2023-03-01,0.0,0.0,0.0,461.0,1573.0,1573.0
2023-04-01,0.0,0.0,0.0,462.0,1576.0,1576.0
2023-05-01,0.0,0.0,0.0,583.0,1989.0,1989.0
2023-06-01,0.0,0.0,0.0,602.0,2054.0,2054.0
2023-07-01,0.0,0.0,0.0,618.0,2109.0,2109.0
2023-08-01,0.0,0.0,0.0,605.0,2064.0,2064.0
2023-09-01,0.0,0.0,0.0,540.0,1842.0,1842.0
2023-10-01,0.0,0.0,0.0,512.0,1747.0,1747.0
2023-11-01,0.0,0.0,0.0,325.0,1109.0,1109.0
2023-12-01,0.0,0.0,0.0,304.0,1037.0,1037.0
2024-01-01,0.0,0.0,0.0,364.0,1242.0,1242.0
2024-02-01,0.0,0.0,0.0,379.0,1293.0,1293.0
2024-03-01,0.0,0.0,0.0,420.0,1433.0,1433.0
2024-04-01,0.0,0.0,0.0,240.0,819.0,819.0
2024-05-01,0.0,0.0,0.0,508.0,1733.0,1733.0
2024-06-01,0.0,0.0,0.0,582.0,1986.0,1986.0
2024-07-01,0.0,0.0,0.0,579.0,1976.0,1976.0
2024-08-01,0.0,0.0,0.0,572.0,1952.0,1952.0
2024-09-01,0.0,0.0,0.0,554.0,1890.0,1890.0
2024-10-01,0.0,0.0,0.0,493.0,1682.0,1682.0
2024-11-01,0.0,0.0,0.0,386.0,1317.0,1317.0
2024-12-01,0.0,0.0,0.0,380.0,1297.0,1297.0
