measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,35.217,417.0,417.0
2003-02-01,30.698,363.0,363.0
2003-03-01,29.703000000000003,352.0,352.0
2003-04-01,29.939,354.0,354.0
2003-05-01,30.141000000000002,357.0,357.0
2003-06-01,32.48,384.0,384.0
2003-07-01,36.418,431.0,431.0
2003-08-01,36.364000000000004,430.0,430.0
2003-09-01,30.493000000000002,361.0,361.0
2003-10-01,27.716,328.0,328.0
2003-11-01,24.57,291.0,291.0
2003-12-01,29.184,345.0,345.0
2004-01-01,5.917000000000001,59.0,59.0
2004-02-01,5.917000000000001,59.0,59.0
2004-03-01,5.917000000000001,59.0,59.0
2004-04-01,5.917000000000001,59.0,59.0
2004-05-01,5.917000000000001,59.0,59.0
2004-06-01,5.917000000000001,59.0,59.0
2004-07-01,5.917000000000001,59.0,59.0
2004-08-01,5.917000000000001,59.0,59.0
2004-09-01,5.917000000000001,59.0,59.0
2004-10-01,5.917000000000001,59.0,59.0
2004-11-01,5.917000000000001,59.0,59.0
2004-12-01,5.917000000000001,59.0,59.0
2005-01-01,3.321,64.48,64.48
2005-02-01,1.6860000000000002,32.73,32.73
2005-03-01,2.04,39.6,39.6
2005-04-01,2.126,41.27,41.27
2005-05-01,2.505,48.63,48.63
2005-06-01,2.2680000000000002,44.03,44.03
2005-07-01,3.6310000000000002,70.5,70.5
2005-08-01,4.019,78.01,78.01
2005-09-01,3.991,77.48,77.48
2005-10-01,2.3810000000000002,46.23,46.23
2005-11-01,1.8980000000000001,36.85,36.85
2005-12-01,4.135,80.27,80.27
2006-01-01,0.0,48.0,48.0
2006-02-01,0.0,47.0,47.0
2006-03-01,0.0,41.0,41.0
2006-04-01,0.0,54.0,54.0
2006-05-01,0.0,49.0,49.0
2006-06-01,0.0,59.0,59.0
2006-07-01,0.0,57.0,57.0
2006-08-01,0.0,61.0,61.0
2006-09-01,0.0,44.0,44.0
2006-10-01,0.0,56.0,56.0
