measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2010-01-01,353.60900000000004,353.0,353.0
2010-02-01,326.461,324.0,324.0
2010-03-01,347.65700000000004,346.0,346.0
2010-04-01,292.833,291.0,291.0
2010-05-01,213.28900000000002,212.0,212.0
2010-06-01,199.098,198.0,198.0
2010-07-01,328.68600000000004,327.0,327.0
2010-08-01,387.97200000000004,385.0,385.0
2010-09-01,359.512,358.0,358.0
2010-10-01,403.608,402.0,402.0
2010-11-01,339.877,338.0,338.0
2010-12-01,318.398,316.0,316.0
2011-01-01,242.791,2231.0,2231.0
2011-02-01,239.411,2200.0,2200.0
2011-03-01,190.435,1749.0,1749.0
2011-04-01,162.263,1491.0,1491.0
2011-05-01,144.776,1330.0,1330.0
2011-06-01,161.117,1481.0,1481.0
2011-07-01,258.31,2374.0,2374.0
2011-08-01,317.143,2914.0,2914.0
2011-09-01,321.949,2958.0,2958.0
2011-10-01,257.852,2369.0,2369.0
2011-11-01,254.21,2335.0,2335.0
2011-12-01,330.743,3039.0,3039.0
2012-01-01,272.824,2768.0,2768.0
2012-02-01,272.802,2768.0,2768.0
2012-03-01,259.468,2632.0,2632.0
2012-04-01,240.403,2439.0,2439.0
2012-05-01,238.725,2422.0,2422.0
2012-06-01,252.731,2564.0,2564.0
2012-07-01,298.901,3032.0,3032.0
2012-08-01,393.586,3992.0,3992.0
2012-09-01,357.55,3627.0,3627.0
2012-10-01,330.855,3356.0,3356.0
2012-11-01,285.667,2898.0,2898.0
2012-12-01,269.488,2734.0,2734.0
2013-01-01,202.484,2347.0,2347.0
2013-02-01,186.52,2160.0,2160.0
2013-03-01,179.887,2083.0,2083.0
2013-04-01,154.794,1792.0,1792.0
2013-05-01,163.474,1893.0,1893.0
2013-06-01,193.401,2240.0,2240.0
2013-07-01,245.405,2843.0,2843.0
2013-08-01,250.279,2898.0,2898.0
2013-09-01,249.653,2891.0,2891.0
2013-10-01,216.619,2509.0,2509.0
2013-11-01,213.667,2474.0,2474.0
2013-12-01,248.817,2882.0,2882.0
2014-01-01,50.708,580.0,580.0
2014-02-01,47.351,541.0,541.0
2014-03-01,41.09,469.0,469.0
2014-04-01,39.071,446.0,446.0
2014-05-01,39.397,450.0,450.0
2014-06-01,38.839,443.0,443.0
2014-07-01,54.952,628.0,628.0
2014-08-01,56.724,648.0,648.0
2014-09-01,59.335,677.0,677.0
2014-10-01,58.533,668.0,668.0
