measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2018-01-01,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,694.416,6322.0,6322.0
2018-10-01,0.0,0.0,0.0,545.46,4966.0,4966.0
2018-11-01,0.0,0.0,0.0,375.327,3417.0,3417.0
2018-12-01,0.0,0.0,0.0,297.797,2711.0,2711.0
2019-01-01,0.0,0.0,0.0,528.698,4708.0,4708.0
2019-02-01,0.0,0.0,0.0,614.335,5471.0,5471.0
2019-03-01,0.0,0.0,0.0,939.451,8366.0,8366.0
2019-04-01,0.0,0.0,0.0,1091.642,9721.0,9721.0
2019-05-01,0.0,0.0,0.0,1139.254,10145.0,10145.0
2019-06-01,0.0,0.0,0.0,1378.038,12271.0,12271.0
2019-07-01,0.0,0.0,0.0,1358.937,12101.0,12101.0
2019-08-01,0.0,0.0,0.0,1330.71,11850.0,11850.0
2019-09-01,0.0,0.0,0.0,1085.59,9667.0,9667.0
2019-10-01,0.0,0.0,0.0,996.862,8877.0,8877.0
2019-11-01,0.0,0.0,0.0,636.875,5671.0,5671.0
2019-12-01,0.0,0.0,0.0,410.608,3656.0,3656.0
2020-01-01,,,,304.786,2672.0,2672.0
2020-02-01,,,,790.877,6934.0,6934.0
2020-03-01,,,,907.287,7954.0,7954.0
2020-04-01,,,,1325.82,11623.0,11623.0
2020-05-01,,,,1307.673,11464.0,11464.0
2020-06-01,,,,1471.621,12902.0,12902.0
2020-07-01,,,,1606.442,14084.0,14084.0
2020-08-01,,,,1381.083,12108.0,12108.0
2020-09-01,,,,1061.34,9305.0,9305.0
2020-10-01,,,,930.07,8154.0,8154.0
2020-11-01,,,,459.989,4033.0,4033.0
2020-12-01,,,,377.012,3305.0,3305.0
2021-01-01,,,,401.137,3548.0,3548.0
2021-02-01,,,,606.885,5367.0,5367.0
2021-03-01,,,,1090.512,9644.0,9644.0
2021-04-01,,,,1333.259,11791.0,11791.0
2021-05-01,,,,1454.301,12862.0,12862.0
2021-06-01,,,,1610.061,14239.0,14239.0
2021-07-01,,,,1375.676,12166.0,12166.0
2021-08-01,,,,1198.217,10597.0,10597.0
2021-09-01,,,,1036.057,9163.0,9163.0
2021-10-01,,,,652.977,5775.0,5775.0
2021-11-01,,,,428.222,3787.0,3787.0
2021-12-01,,,,266.696,2359.0,2359.0
2022-01-01,,,,482.344,1646.0,1646.0
2022-02-01,,,,710.116,2423.0,2423.0
2022-03-01,,,,866.936,2958.0,2958.0
2022-04-01,,,,1067.717,3643.0,3643.0
2022-05-01,,,,1275.966,4354.0,4354.0
2022-06-01,,,,1350.604,4608.0,4608.0
2022-07-01,,,,1584.135,5405.0,5405.0
2022-08-01,,,,1400.612,4779.0,4779.0
2022-09-01,,,,1058.196,3611.0,3611.0
2022-10-01,,,,880.489,3004.0,3004.0
2022-11-01,,,,470.557,1606.0,1606.0
2022-12-01,,,,316.328,1079.0,1079.0
2023-01-01,,,,468.0,1597.0,1597.0
2023-02-01,,,,584.0,1993.0,1993.0
2023-03-01,,,,908.0,3098.0,3098.0
2023-04-01,,,,1120.0,3821.0,3821.0
2023-05-01,,,,1418.0,4838.0,4838.0
2023-06-01,,,,1433.0,4889.0,4889.0
2023-07-01,,,,1589.0,5422.0,5422.0
2023-08-01,,,,1235.0,4214.0,4214.0
2023-09-01,,,,1102.0,3760.0,3760.0
2023-10-01,,,,891.0,3040.0,3040.0
2023-11-01,,,,465.0,1587.0,1587.0
2023-12-01,,,,214.0,730.0,730.0
2024-01-01,,,,244.0,833.0,833.0
2024-02-01,,,,505.0,1723.0,1723.0
2024-03-01,,,,1067.0,3641.0,3641.0
2024-04-01,,,,1036.0,3535.0,3535.0
2024-05-01,,,,1348.0,4599.0,4599.0
2024-06-01,,,,1391.0,4746.0,4746.0
2024-07-01,,,,1444.0,4927.0,4927.0
2024-08-01,,,,1184.0,4040.0,4040.0
2024-09-01,,,,941.0,3211.0,3211.0
2024-10-01,,,,940.0,3207.0,3207.0
2024-11-01,,,,388.0,1324.0,1324.0
2024-12-01,,,,250.0,853.0,853.0
