measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2014-05-01,299.927,2852.0,2852.0
2014-06-01,327.453,3114.0,3114.0
2014-07-01,302.394,2876.0,2876.0
2014-08-01,314.646,2992.0,2992.0
2014-09-01,310.734,2955.0,2955.0
2014-10-01,286.814,2728.0,2728.0
2014-11-01,233.007,2216.0,2216.0
2014-12-01,160.025,1522.0,1522.0
2015-01-01,165.794,1545.0,1545.0
2015-02-01,213.08,1986.0,1986.0
2015-03-01,304.167,2835.0,2835.0
2015-04-01,346.235,3227.0,3227.0
2015-05-01,347.558,3239.0,3239.0
2015-06-01,360.064,3355.0,3355.0
2015-07-01,364.64,3398.0,3398.0
2015-08-01,371.673,3464.0,3464.0
2015-09-01,307.572,2866.0,2866.0
2015-10-01,262.579,2447.0,2447.0
2015-11-01,240.595,2242.0,2242.0
2015-12-01,208.043,1939.0,1939.0
2016-01-01,140.252,1295.0,1295.0
2016-02-01,280.591,2590.0,2590.0
2016-03-01,244.014,2253.0,2253.0
2016-04-01,274.069,2530.0,2530.0
2016-05-01,338.348,3124.0,3124.0
2016-06-01,335.973,3102.0,3102.0
2016-07-01,386.927,3572.0,3572.0
2016-08-01,376.857,3479.0,3479.0
2016-09-01,351.148,3242.0,3242.0
2016-10-01,307.998,2843.0,2843.0
2016-11-01,269.641,2489.0,2489.0
2016-12-01,216.182,1996.0,1996.0
2017-01-01,139.757,1288.0,1288.0
2017-02-01,227.696,2098.0,2098.0
2017-03-01,312.609,2880.0,2880.0
2017-04-01,329.63,3037.0,3037.0
2017-05-01,327.171,3014.0,3014.0
2017-06-01,392.984,3621.0,3621.0
2017-07-01,384.284,3540.0,3540.0
2017-08-01,381.069,3511.0,3511.0
2017-09-01,307.692,2835.0,2835.0
2017-10-01,271.76,2504.0,2504.0
2017-11-01,166.99,1538.0,1538.0
2017-12-01,122.358,1127.0,1127.0
2018-01-01,158.888,1447.0,1447.0
2018-02-01,173.945,1584.0,1584.0
2018-03-01,280.279,2552.0,2552.0
2018-04-01,312.856,2848.0,2848.0
2018-05-01,394.297,3590.0,3590.0
2018-06-01,384.462,3500.0,3500.0
2018-07-01,451.766,4113.0,4113.0
2018-08-01,365.101,3324.0,3324.0
2018-09-01,225.883,2056.0,2056.0
2018-10-01,216.663,1972.0,1972.0
2018-11-01,129.383,1178.0,1178.0
2018-12-01,179.477,1634.0,1634.0
2019-01-01,114.181,1017.0,1017.0
2019-02-01,131.866,1174.0,1174.0
2019-03-01,185.364,1651.0,1651.0
2019-04-01,203.16,1809.0,1809.0
2019-05-01,205.15,1827.0,1827.0
2019-06-01,226.262,2015.0,2015.0
2019-07-01,270.917,2413.0,2413.0
2019-08-01,224.272,1997.0,1997.0
2019-09-01,211.45,1883.0,1883.0
2019-10-01,143.03,1274.0,1274.0
2019-11-01,115.507,1029.0,1029.0
2019-12-01,72.841,649.0,649.0
2020-01-01,223.742,1962.0,1962.0
2020-02-01,293.067,2569.0,2569.0
2020-03-01,445.926,3909.0,3909.0
2020-04-01,427.555,3748.0,3748.0
2020-05-01,602.771,5284.0,5284.0
2020-06-01,569.495,4993.0,4993.0
2020-07-01,560.83,4917.0,4917.0
2020-08-01,530.154,4648.0,4648.0
2020-09-01,460.31,4036.0,4036.0
2020-10-01,334.661,2934.0,2934.0
2020-11-01,239.341,2098.0,2098.0
2020-12-01,182.148,1597.0,1597.0
2021-01-01,148.387,1312.0,1312.0
2021-02-01,117.202,1037.0,1037.0
2021-03-01,370.966,3281.0,3281.0
2021-04-01,300.251,2655.0,2655.0
2021-05-01,373.169,3300.0,3300.0
2021-06-01,386.848,3421.0,3421.0
2021-07-01,304.424,2692.0,2692.0
2021-08-01,306.859,2714.0,2714.0
2021-09-01,285.18,2522.0,2522.0
2021-10-01,210.755,1864.0,1864.0
2021-11-01,208.437,1843.0,1843.0
2021-12-01,111.522,986.0,986.0
2022-01-01,198.237,676.0,676.0
2022-02-01,130.458,445.0,445.0
2022-03-01,194.701,664.0,664.0
2022-04-01,237.885,812.0,812.0
2022-05-01,267.744,914.0,914.0
2022-06-01,269.307,919.0,919.0
2022-07-01,297.274,1014.0,1014.0
2022-08-01,262.233,895.0,895.0
2022-09-01,217.403,742.0,742.0
2022-10-01,172.327,588.0,588.0
2022-11-01,142.139,485.0,485.0
2022-12-01,92.292,315.0,315.0
2023-01-01,59.0,201.0,201.0
2023-02-01,196.0,669.0,669.0
2023-03-01,116.0,396.0,396.0
2023-04-01,299.0,1020.0,1020.0
2023-05-01,400.0,1365.0,1365.0
2023-06-01,380.0,1297.0,1297.0
2023-07-01,312.0,1065.0,1065.0
2023-08-01,294.0,1003.0,1003.0
2023-09-01,283.0,966.0,966.0
2023-10-01,220.0,751.0,751.0
2023-11-01,224.0,764.0,764.0
2023-12-01,153.0,522.0,522.0
2024-01-01,65.0,222.0,222.0
2024-02-01,234.0,798.0,798.0
2024-03-01,286.0,976.0,976.0
2024-04-01,329.0,1123.0,1123.0
2024-05-01,343.0,1170.0,1170.0
2024-06-01,353.0,1204.0,1204.0
2024-07-01,370.0,1262.0,1262.0
2024-08-01,324.0,1105.0,1105.0
2024-09-01,226.0,771.0,771.0
2024-10-01,288.0,983.0,983.0
2024-11-01,223.0,761.0,761.0
2024-12-01,114.0,389.0,389.0
