measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,47310.0,601350.0,601350.0
2003-02-01,44677.0,181968.0,584348.0
2003-04-01,45360.0,197816.0,596376.0
2003-11-01,25980.0,125962.0,389748.0
2003-12-01,37469.0,161326.0,489732.0
2004-01-01,38146.243,298701.49,515222.9
2004-02-01,37015.672,289848.64,499952.82
2004-03-01,39521.763,309472.41,533801.38
2004-04-01,41195.598,322579.25,556409.06
2004-05-01,38941.957,304932.27,525970.21
2004-06-01,45233.45,354197.38,610946.38
2004-07-01,43126.309,337697.55,582486.24
2004-08-01,41719.257,326679.73,563481.87
2004-09-01,42334.751000000004,331499.32,571795.06
2004-10-01,43600.491,341410.6,588890.8
2004-11-01,36779.58,287999.94,496764.04
2004-12-01,43727.528,342405.35,590606.61
2005-01-01,32301.29,252933.0,446800.4
2005-02-01,29155.283000000003,228298.41,403283.97
2005-03-01,31464.457,246380.24,435225.1
2005-04-01,31615.572,247563.53,437315.36
2005-05-01,34723.570999999996,271900.5,480306.06
2005-06-01,44600.404,349240.35,616925.17
2005-07-01,57111.649,447208.77,789984.16
2005-08-01,59185.846,463450.64,818675.04
2005-09-01,44638.762,349540.72,617455.74
2005-10-01,34648.305,271311.13,479264.96
2005-11-01,30914.559,242074.3,427618.75
2005-12-01,35272.601,276199.64,487900.41
2006-01-01,35667.168,279289.27,506456.8
2006-02-01,31446.838,246242.28,446530.13
2006-03-01,34831.628,272746.63,494592.52
2006-04-01,33187.64,259873.5,471248.69
2006-05-01,38682.932,302903.99,549279.2
2006-06-01,41002.042,321063.62,582209.46
2006-07-01,46166.491,361503.48,655542.18
2006-08-01,47692.795,373455.1,677214.97
2006-09-01,38833.216,304080.79,551413.17
2006-10-01,40708.367,318764.03,578039.42
2006-11-01,34387.021,269265.17,488279.32
2006-12-01,38561.282,301951.42,547551.83
2007-01-01,34146.674,267383.0,476150.0
2007-02-01,29013.741,227190.0,404576.0
2007-03-01,33761.433,264367.0,470779.0
2007-04-01,31797.943,248992.0,443399.0
2007-05-01,34657.084,271380.0,483268.0
2007-06-01,40578.571,317748.0,565839.0
2007-07-01,43811.423,343062.0,610919.0
2007-08-01,52228.069,408968.0,728282.0
2007-09-01,42696.211,334329.0,595367.0
2007-10-01,35893.357,281060.0,500506.0
2007-11-01,28385.203999999998,222268.0,395811.0
2007-12-01,29425.268,230413.0,410314.0
2008-01-01,37.997,298.0,1067.0
2008-02-01,32.11,251.0,903.0
2008-03-01,36.843,288.0,1035.0
2008-04-01,35.826,281.0,1008.0
2008-05-01,43.573,341.0,1225.0
2008-06-01,52.927,414.0,1488.0
2008-07-01,57.428000000000004,450.0,1614.0
2008-08-01,56.568000000000005,443.0,1590.0
2008-09-01,38.127,299.0,1072.0
2008-10-01,36.504000000000005,286.0,1026.0
2008-11-01,28.059,220.0,789.0
2008-12-01,31.098000000000003,244.0,874.0
2009-01-01,30722.002,240567.0,861182.0
2009-02-01,26215.729,205280.0,734866.0
2009-03-01,33733.836,264150.0,945610.0
2009-04-01,29422.892,230394.0,824767.0
2009-05-01,39389.769,308439.0,1104154.0
2009-06-01,52674.665,412465.0,1476548.0
2009-07-01,58104.397,454982.0,1628752.0
2009-08-01,58299.668,456511.0,1634225.0
2009-09-01,43624.7,341600.0,1222865.0
2009-10-01,35113.515,274954.0,984284.0
2009-11-01,27012.464,211519.0,757199.0
2009-12-01,35341.563,276740.0,990676.0
2011-01-01,30111.945,231074.0,932639.0
2011-02-01,27341.5,209814.0,846833.0
2011-03-01,24597.076,188754.0,761832.0
2011-04-01,31726.599,243464.0,982651.0
2011-05-01,33788.594,259288.0,1046516.0
2011-06-01,43860.079,336574.0,1358454.0
2011-07-01,53192.146,408187.0,1647492.0
2011-08-01,57250.505,439330.0,1773189.0
2011-09-01,40283.505,309128.0,1247679.0
2011-10-01,30743.545,235920.0,952203.0
2011-11-01,28365.713,217673.0,878556.0
2011-12-01,34073.793,261476.0,1055349.0
2012-01-01,31450.94,241349.0,1057694.0
2012-02-01,29315.179,224959.0,985869.0
2012-03-01,32168.107,246852.0,1081813.0
2012-04-01,36196.511,277766.0,1217288.0
2012-05-01,38887.916,298419.0,1307800.0
2012-06-01,43205.319,331550.0,1452994.0
2012-07-01,46612.451,357696.0,1567576.0
2012-08-01,48345.173,370992.0,1625847.0
2012-09-01,37347.281,286596.0,1255988.0
2012-10-01,29333.198,225098.0,986474.0
2012-11-01,26569.718,203891.0,893539.0
2012-12-01,28592.207,219411.0,961556.0
2013-01-01,38308.44,293972.0,1165888.0
2013-02-01,30259.07,232203.0,920912.0
2013-03-01,32573.715,249965.0,991356.0
2013-04-01,35109.956,269428.0,1068545.0
2013-05-01,37793.722,290022.0,1150224.0
2013-06-01,46651.965,357999.0,1419818.0
2013-07-01,51735.174,397006.0,1574522.0
2013-08-01,57582.074,441875.0,1752468.0
2013-09-01,48717.718,373851.0,1482688.0
2013-10-01,38118.322,292513.0,1160103.0
2013-11-01,37263.967,285957.0,1134101.0
2013-12-01,40745.877,312677.0,1240071.0
2014-01-01,40151.594,308116.0,728320.0
2014-02-01,35039.335,268886.0,635588.0
2014-03-01,35560.334,272884.0,645039.0
2014-04-01,36778.072,282228.0,667128.0
2014-05-01,40700.011,312325.0,738269.0
2014-06-01,47535.184,364777.0,862254.0
2014-07-01,55226.623,423799.0,1001771.0
2014-08-01,61526.625,472144.0,1116048.0
2014-09-01,50019.228,383839.0,907313.0
2014-10-01,43809.138,336184.0,794666.0
2014-11-01,38001.899,291620.0,689327.0
2014-12-01,41514.957,318578.0,753051.0
2015-01-01,33881.928,306799.0,663415.0
2015-02-01,30710.126,278079.0,601311.0
2015-03-01,34814.588,315244.0,681677.0
2015-04-01,32259.825,292111.0,631654.0
2015-05-01,33545.801,303756.0,656834.0
2015-06-01,39472.511,357422.0,772880.0
2015-07-01,46806.667,423832.0,916485.0
2015-08-01,48090.334,435456.0,941619.0
2015-09-01,40322.763,365121.0,789528.0
2015-10-01,35128.704,318089.0,687828.0
2015-11-01,30511.18,276277.0,597415.0
2015-12-01,34395.573,311450.0,673473.0
2016-01-01,40997.694,168535.0,510227.0
2016-02-01,35801.384,147174.0,445555.0
2016-03-01,40296.762,165654.0,501502.0
2016-04-01,38452.506,158072.0,478549.0
2016-05-01,42969.478,176641.0,534764.0
2016-06-01,48049.115,197522.0,597981.0
2016-07-01,53710.431,220795.0,668437.0
2016-08-01,55290.237,227290.0,688098.0
2016-09-01,46708.182,192010.0,581293.0
2016-10-01,36806.797,151307.0,458069.0
2016-11-01,32917.053,135317.0,409659.0
2016-12-01,30658.361,126032.0,381549.0
2017-01-01,39886.253,163966.0,496394.0
2017-02-01,35348.176,145311.0,439916.0
2017-03-01,41648.282,171210.0,518321.0
2017-04-01,41169.298,169241.0,512360.0
2017-05-01,46983.442,193142.0,584719.0
2017-06-01,60182.839,247402.0,748988.0
2017-07-01,73829.193,303500.0,918820.0
2017-08-01,70479.975,289732.0,877139.0
2017-09-01,51977.998,213673.0,646878.0
2017-10-01,45933.816,188827.0,571656.0
2017-11-01,38201.29,157040.0,475423.0
2017-12-01,49959.438,205375.0,621756.0
2018-01-01,40012.943,164487.0,570453.0
2018-02-01,35990.038,147949.0,513100.0
2018-03-01,36386.571,149579.0,518753.0
2018-04-01,33779.532,138862.0,481585.0
2018-05-01,45707.578,187897.0,651640.0
2018-06-01,49850.996,204930.0,710712.0
2018-07-01,61991.76,254838.0,883799.0
2018-08-01,57715.059,237258.0,822828.0
2018-09-01,48964.456,201285.0,698073.0
2018-10-01,41137.688,169111.0,586489.0
