measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2005-11-01,222.0,6596.48,6596.48,3.0,23.27,23.27
2005-12-01,59.0,4013.73,4013.73,3.0,29.09,29.09
2006-01-01,313.0,8097.0,8097.0,6.0,64.0,64.0
2006-02-01,186.0,6201.0,6201.0,5.0,58.0,58.0
2006-03-01,83.0,4566.0,4566.0,16.0,215.0,215.0
2006-04-01,110.0,4177.0,4177.0,23.0,285.0,285.0
2006-05-01,114.0,5532.0,5532.0,3.0,29.0,29.0
2006-06-01,-3.0,3269.0,3269.0,2.0,29.0,29.0
2006-07-01,-12.0,3228.0,3228.0,-12.0,29.0,29.0
2006-08-01,62.0,4921.0,4921.0,-1.0,58.0,58.0
2006-09-01,0.0,3351.0,3351.0,-3.0,29.0,29.0
2006-10-01,56.0,4194.0,4194.0,-6.0,29.0,29.0
2006-11-01,11.0,3641.0,3641.0,-11.0,29.0,29.0
2006-12-01,80.0,5864.0,5864.0,-9.0,29.0,29.0
2007-01-01,108.0,5398.0,5398.0,-5.0,58.0,58.0
2007-02-01,8.0,3486.0,3486.0,-9.0,29.0,29.0
2007-03-01,15.0,3461.0,3461.0,-7.0,29.0,29.0
2007-04-01,23.0,3287.0,3287.0,-6.0,23.0,23.0
2007-05-01,178.0,6567.0,6567.0,-4.0,29.0,29.0
2007-06-01,217.0,7655.0,7655.0,-5.0,29.0,29.0
2007-07-01,358.0,10500.0,10500.0,0.0,58.0,58.0
2007-08-01,750.0,17852.0,17852.0,-4.0,29.0,29.0
2007-09-01,1524.0,32517.0,32517.0,-3.0,29.0,29.0
2007-10-01,46.0,3956.0,3956.0,-5.0,29.0,29.0
2007-11-01,71.0,4421.0,4421.0,-4.0,76.0,76.0
2007-12-01,416.0,10174.0,10174.0,-7.0,58.0,58.0
2008-01-01,1284.0,22326.0,22326.0,-9.0,29.0,29.0
2008-02-01,101.0,4694.0,4694.0,-4.0,58.0,58.0
2008-03-01,58.0,4054.0,4054.0,-7.0,29.0,29.0
2008-04-01,140.0,5241.0,5241.0,-6.0,29.0,29.0
2008-05-01,9.0,3531.0,3531.0,-8.0,58.0,58.0
2008-06-01,236.0,7696.0,7696.0,-3.0,29.0,29.0
2008-07-01,7.0,4060.0,4060.0,-3.0,29.0,29.0
2008-08-01,-16.0,3397.0,3397.0,0.0,76.0,76.0
2008-09-01,77.0,4578.0,4578.0,-5.0,29.0,29.0
2008-10-01,10.0,3316.0,3316.0,-5.0,29.0,29.0
2008-11-01,840.0,15299.0,15299.0,-9.0,23.0,23.0
2008-12-01,84.0,4805.0,4805.0,-5.0,58.0,58.0
2009-01-01,39.0,5532.0,5532.0,-7.0,58.0,58.0
2009-02-01,921.0,17800.0,17800.0,-8.0,29.0,29.0
2009-03-01,-11.0,4619.0,4619.0,-7.0,29.0,29.0
2009-04-01,123.0,9127.0,9127.0,-1.0,76.0,76.0
2009-05-01,-4.0,3327.0,3327.0,-6.0,29.0,29.0
2009-06-01,30.0,4590.0,4590.0,-3.0,29.0,29.0
2009-07-01,44.0,5392.0,5392.0,-1.0,70.0,70.0
2009-08-01,-32.0,4252.0,4252.0,-4.0,29.0,29.0
2009-09-01,53.0,4561.0,4561.0,-3.0,29.0,29.0
2009-10-01,17.0,3892.0,3892.0,2.0,128.0,128.0
2009-11-01,57.0,4590.0,4590.0,-8.0,29.0,29.0
2009-12-01,34.0,4380.0,4380.0,-6.0,52.0,52.0
2010-01-01,1301.0,24158.0,24158.0,-10.0,29.0,29.0
2010-02-01,-34.0,3263.0,3263.0,-7.0,23.0,23.0
2010-03-01,50.0,4462.0,4462.0,-8.0,29.0,29.0
2010-04-01,50.0,3938.0,3938.0,-3.0,47.0,47.0
2010-05-01,-9.0,3298.0,3298.0,-4.0,29.0,29.0
2010-06-01,18.0,4107.0,4107.0,-4.0,29.0,29.0
2010-07-01,-45.0,3479.0,3479.0,0.0,58.0,58.0
2010-08-01,14.0,3996.0,3996.0,-4.0,29.0,29.0
2010-09-01,25.0,4031.0,4031.0,0.0,76.0,76.0
2010-10-01,1.0,3589.0,3589.0,-5.0,29.0,29.0
2010-11-01,73.0,9127.0,9127.0,-6.0,35.0,35.0
2010-12-01,134.0,9813.0,9813.0,-11.0,41.0,41.0
2011-01-01,-46.0,5282.0,5282.0,-5.0,58.0,58.0
2011-02-01,18.0,4235.0,4235.0,-7.0,29.0,29.0
2011-03-01,51.0,4200.0,4200.0,-8.0,29.0,29.0
2011-04-01,9.0,3339.0,3339.0,-5.0,29.0,29.0
2011-05-01,193.06,3420.0,3420.0,-4.0,29.0,29.0
2011-06-01,45.0,4648.0,4648.0,-1.0,52.0,52.0
2011-07-01,-34.0,3159.0,3159.0,-3.0,29.0,29.0
2011-08-01,19.0,5235.0,5235.0,-4.0,29.0,29.0
2011-09-01,80.0,5864.0,5864.0,-3.0,29.0,29.0
2011-10-01,32.0,4828.0,4828.0,-7.0,29.0,29.0
2011-11-01,43.0,4212.0,4212.0,-6.0,29.0,29.0
2011-12-01,-34.0,3467.0,3467.0,-4.0,76.0,76.0
2012-01-01,54.0,4497.0,4497.0,-8.0,29.0,29.0
2012-02-01,18.0,4252.0,4252.0,0.0,99.0,99.0
2012-03-01,0.0,3246.0,3246.0,-6.0,29.0,29.0
2012-04-01,47.0,3862.0,3862.0,-4.0,29.0,29.0
2012-05-01,91.0,5642.0,5642.0,-5.0,23.0,23.0
2012-06-01,245.0,8115.0,8115.0,-2.0,52.0,52.0
2012-07-01,103.0,6096.0,6096.0,-3.0,29.0,29.0
2012-08-01,-6.0,3822.0,3822.0,-3.0,23.0,23.0
2012-09-01,5.0,3735.0,3735.0,-5.0,41.0,41.0
2012-10-01,55.0,4345.0,4345.0,-2.0,58.0,58.0
2012-11-01,5.0,3886.0,3886.0,-8.0,29.0,29.0
2012-12-01,-26.0,3362.0,3362.0,-8.0,23.0,23.0
2013-01-01,38.0,4223.0,4223.0,-9.0,23.0,23.0
2013-02-01,5.0,3304.0,3304.0,-7.0,29.0,29.0
2013-03-01,104.0,4991.0,4991.0,-7.0,29.0,29.0
2013-04-01,62.0,4252.0,4252.0,-3.0,58.0,58.0
2013-05-01,-12.0,3147.0,3147.0,-5.0,29.0,29.0
2013-06-01,-4.0,3362.0,3362.0,-3.0,29.0,29.0
2013-07-01,-2.0,3799.0,3799.0,-3.0,52.0,52.0
2013-08-01,-27.0,3112.0,3112.0,-4.0,23.0,23.0
2013-09-01,-13.0,3159.0,3159.0,-4.0,23.0,23.0
2013-10-01,46.0,4124.0,4124.0,-5.0,29.0,29.0
2013-11-01,29.0,5805.0,5805.0,-6.0,41.0,41.0
2013-12-01,45.0,4275.0,4275.0,-5.0,52.0,52.0
2014-01-01,2623.0,41371.0,41371.0,-5.0,76.0,76.0
2014-02-01,6.0,4293.0,4293.0,-7.0,23.0,23.0
2014-03-01,10.0,3566.0,3566.0,-9.0,0.0,0.0
2014-04-01,70.0,4683.0,4683.0,-5.0,29.0,29.0
2014-05-01,42.0,4188.0,4188.0,-2.0,58.0,58.0
2014-06-01,-26.0,3170.0,3170.0,-4.0,29.0,29.0
2014-07-01,12.0,4212.0,4212.0,-3.0,29.0,29.0
2014-08-01,-16.0,3327.0,3327.0,-4.0,23.0,23.0
2014-09-01,20.0,4473.0,4473.0,-2.0,52.0,52.0
2014-10-01,-14.0,3415.0,3415.0,-5.0,23.0,23.0
2014-11-01,0.0,7725.0,7725.0,-7.0,23.0,23.0
2014-12-01,22.0,4020.0,4020.0,-9.0,52.0,52.0
2015-01-01,1242.0,21465.0,21465.0,-9.0,29.0,29.0
2015-02-01,-15.0,4561.0,4561.0,-9.0,29.0,29.0
2015-03-01,-2.0,3322.0,3322.0,-7.0,29.0,29.0
2015-04-01,49.0,4171.0,4171.0,-2.0,64.0,64.0
2015-05-01,17.0,3583.0,3583.0,-3.0,41.0,41.0
2015-06-01,1.0,3787.0,3787.0,-1.0,58.0,58.0
2015-07-01,17.0,4113.0,4113.0,-4.0,29.0,29.0
2015-08-01,-25.0,3217.0,3217.0,-3.0,29.0,29.0
2015-09-01,23.0,4113.0,4113.0,-2.0,52.0,52.0
2015-10-01,-39.0,3444.0,3444.0,-6.0,29.0,29.0
2015-11-01,0.0,3310.0,3310.0,-6.0,29.0,29.0
2015-12-01,55.0,4392.0,4392.0,-4.0,58.0,58.0
2016-01-01,82.0,5224.0,5224.0,-9.0,29.0,29.0
2016-02-01,-10.0,4473.0,4473.0,-9.0,29.0,29.0
2016-03-01,44.0,4339.0,4339.0,-5.0,29.0,29.0
2016-04-01,1.0,3525.0,3525.0,-6.0,29.0,29.0
2016-05-01,27.0,3979.0,3979.0,-5.0,23.0,23.0
2016-06-01,-29.0,3060.0,3060.0,-3.0,29.0,29.0
2016-07-01,-54.0,2967.0,2967.0,-4.0,29.0,29.0
2016-08-01,8.0,3903.0,3903.0,-4.0,29.0,29.0
2016-09-01,-22.0,3077.0,3077.0,-3.0,29.0,29.0
2016-10-01,3.0,3671.0,3671.0,-6.0,41.0,41.0
2016-11-01,52.0,4107.0,4107.0,-4.0,52.0,52.0
2016-12-01,-14.0,3345.0,3345.0,-3.0,58.0,58.0
2017-01-01,65.872,4043.0,4043.0,-4.462,41.0,41.0
2017-02-01,24.327,1489.0,1489.0,-1.648,12.0,12.0
2017-03-01,67.345,4130.0,4130.0,-4.562,35.0,35.0
2017-04-01,65.398,4008.0,4008.0,-4.43,35.0,35.0
2017-05-01,96.328,5904.0,5904.0,-6.525,52.0,52.0
2017-06-01,67.979,4165.0,4165.0,-4.605,35.0,35.0
2017-07-01,72.179,4427.0,4427.0,-4.889,35.0,35.0
2017-08-01,38.928,2385.0,2385.0,-2.637,17.0,17.0
2017-09-01,58.4,3577.0,3577.0,-3.956,29.0,29.0
2017-10-01,49.135,3013.0,3013.0,-3.328,23.0,23.0
2017-11-01,112.645,6905.0,6905.0,-7.63,58.0,58.0
2017-12-01,152.464,9348.0,9348.0,-10.328,76.0,76.0
2018-01-01,760.268,19161.0,19161.0,-11.164,81.0,81.0
2018-02-01,336.124,8470.0,8470.0,-4.936,35.0,35.0
2018-03-01,272.976,6882.0,6882.0,-4.009,29.0,29.0
2018-04-01,279.097,7033.0,7033.0,-4.098,29.0,29.0
2018-05-01,409.098,10314.0,10314.0,-6.007,41.0,41.0
2018-06-01,222.873,5619.0,5619.0,-3.273,23.0,23.0
2018-07-01,175.688,4427.0,4427.0,-2.58,17.0,17.0
2018-08-01,313.164,7894.0,7894.0,-4.599,35.0,35.0
2018-09-01,186.869,4712.0,4712.0,-2.744,17.0,17.0
2018-10-01,377.448,9511.0,9511.0,-5.543,41.0,41.0
2018-11-01,451.619,11384.0,11384.0,-6.632,47.0,47.0
2018-12-01,368.776,9296.0,9296.0,-5.415,41.0,41.0
2019-01-01,21.667,7178.0,7178.0,-10.342,64.0,64.0
2019-02-01,4.555,1512.0,1512.0,-2.174,12.0,12.0
2019-03-01,14.108,4677.0,4677.0,-6.733,41.0,41.0
2019-04-01,13.288,4403.0,4403.0,-6.342,41.0,41.0
2019-05-01,9.744,3228.0,3228.0,-4.651,29.0,29.0
2019-06-01,12.019,3985.0,3985.0,-5.736,35.0,35.0
2019-07-01,3.662,1216.0,1216.0,-1.748,12.0,12.0
2019-08-01,7.959,2641.0,2641.0,-3.798,23.0,23.0
2019-09-01,10.467,3467.0,3467.0,-4.996,29.0,29.0
2019-10-01,10.276,3409.0,3409.0,-4.904,29.0,29.0
2019-11-01,12.178,4037.0,4037.0,-5.812,35.0,35.0
2019-12-01,12.077,4002.0,4002.0,-5.764,35.0,35.0
2020-01-01,-15.47,4339.0,4339.0,-5.269,47.0,47.0
2020-02-01,-11.455,3211.0,3211.0,-3.901,41.0,41.0
2020-03-01,-9.136,2565.0,2565.0,-3.112,29.0,29.0
2020-04-01,-4.337,1216.0,1216.0,-1.477,17.0,17.0
2020-05-01,-6.865,1925.0,1925.0,-2.338,23.0,23.0
2020-06-01,-21.509,6032.0,6032.0,-7.325,76.0,76.0
2020-07-01,-16.556,4642.0,4642.0,-5.639,58.0,58.0
2020-08-01,-8.697,2437.0,2437.0,-2.962,29.0,29.0
2020-09-01,-9.945,2792.0,2792.0,-3.387,35.0,35.0
2020-10-01,-11.526,3234.0,3234.0,-3.926,41.0,41.0
2020-11-01,-11.382,3194.0,3194.0,-3.876,41.0,41.0
2020-12-01,-11.122,3118.0,3118.0,-3.788,41.0,41.0
2021-01-01,30.091,4974.0,4974.0,-6.346,47.0,47.0
2021-02-01,22.232,3676.0,3676.0,-4.689,41.0,41.0
2021-03-01,12.838,2123.0,2123.0,-2.708,23.0,23.0
2021-04-01,22.451,3711.0,3711.0,-4.735,41.0,41.0
2021-05-01,25.766,4258.0,4258.0,-5.434,47.0,47.0
2021-06-01,11.044,1827.0,1827.0,-2.329,17.0,17.0
2021-07-01,26.527,4386.0,4386.0,-5.595,47.0,47.0
2021-08-01,26.69,4415.0,4415.0,-5.629,47.0,47.0
2021-09-01,27.295,4514.0,4514.0,-5.757,47.0,47.0
2021-10-01,17.385,2874.0,2874.0,-3.667,29.0,29.0
2021-11-01,17.416,2879.0,2879.0,-3.673,29.0,29.0
2021-12-01,35.265,5829.0,5829.0,-7.438,64.0,64.0
2022-01-01,1059.548,1832.0,1832.0,-3.311,23.0,23.0
2022-02-01,722.544,1245.0,1245.0,-2.258,23.0,23.0
2022-03-01,1030.92,1780.0,1780.0,-3.222,29.0,29.0
2022-04-01,1116.958,1925.0,1925.0,-3.491,35.0,35.0
2022-05-01,1256.481,2164.0,2164.0,-3.927,41.0,41.0
2022-06-01,1550.304,2670.0,2670.0,-4.845,47.0,47.0
2022-07-01,1442.339,2484.0,2484.0,-4.508,47.0,47.0
2022-08-01,1065.911,1838.0,1838.0,-3.331,35.0,35.0
2022-09-01,1251.214,2158.0,2158.0,-3.911,41.0,41.0
2022-10-01,1173.45,2024.0,2024.0,-3.668,35.0,35.0
2022-11-01,1407.65,2426.0,2426.0,-4.4,41.0,41.0
2022-12-01,1640.681,2827.0,2827.0,-5.128,52.0,52.0
2023-01-01,134.032,779.0,779.0,1.771,23.0,23.0
2023-02-01,108.968,634.0,634.0,1.439,17.0,17.0
2023-03-01,116.634,681.0,681.0,1.54,23.0,23.0
2023-04-01,79.988,465.0,465.0,1.056,17.0,17.0
2023-05-01,68.441,401.0,401.0,0.904,12.0,12.0
2023-06-01,69.399,407.0,407.0,0.917,12.0,12.0
2023-07-01,53.987,314.0,314.0,0.713,12.0,12.0
2023-08-01,64.964,378.0,378.0,0.858,12.0,12.0
2023-09-01,60.265,349.0,349.0,0.796,12.0,12.0
2023-10-01,80.471,471.0,471.0,1.063,17.0,17.0
2023-11-01,107.219,628.0,628.0,1.416,17.0,17.0
2023-12-01,115.632,675.0,675.0,1.527,23.0,23.0
2024-01-01,172.096,6794.0,6794.0,-0.106,58.0,58.0
2024-02-01,100.68,3973.0,3973.0,-0.062,29.0,29.0
2024-03-01,77.499,3060.0,3060.0,-0.048,23.0,23.0
2024-04-01,174.702,6899.0,6899.0,-0.108,52.0,52.0
2024-05-01,111.126,4386.0,4386.0,-0.069,35.0,35.0
2024-06-01,109.198,4310.0,4310.0,-0.068,35.0,35.0
2024-07-01,96.438,3804.0,3804.0,-0.06,29.0,29.0
2024-08-01,140.58,5549.0,5549.0,-0.087,41.0,41.0
2024-09-01,100.796,3979.0,3979.0,-0.062,29.0,29.0
2024-10-01,140.257,5538.0,5538.0,-0.087,41.0,41.0
2024-11-01,152.789,6032.0,6032.0,-0.095,47.0,47.0
2024-12-01,239.839,9470.0,9470.0,-0.148,76.0,76.0
