measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-10-01,43.0,1411.0,1411.0
2013-11-01,1553.0,25306.0,25306.0
2013-12-01,57.0,1786.0,1786.0
2014-01-01,5050.0,95146.0,95146.0
2014-02-01,3620.0,69232.0,69232.0
2014-03-01,5710.0,95517.0,95517.0
2014-04-01,12135.0,188872.0,188872.0
2014-05-01,11402.0,175623.0,175623.0
2014-06-01,11716.0,174352.0,174352.0
2014-07-01,12150.0,183593.0,183593.0
2014-08-01,8550.0,137231.0,137231.0
2014-09-01,13500.0,208736.0,208736.0
2014-10-01,12753.0,191458.0,191458.0
2014-11-01,8042.0,120202.0,120202.0
2014-12-01,14040.0,211992.0,211992.0
2015-01-01,14038.0,229251.0,229251.0
2015-02-01,12668.0,223185.0,223185.0
2015-03-01,13970.0,236602.0,236602.0
2015-04-01,10408.0,173332.0,173332.0
2015-05-01,14480.0,228517.0,228517.0
2015-06-01,14078.0,224782.0,224782.0
2015-07-01,14552.0,235886.0,235886.0
2015-08-01,14428.0,224741.0,224741.0
2015-09-01,14098.0,223899.0,223899.0
2015-10-01,14619.0,257637.0,257637.0
2015-11-01,9595.0,174123.0,174123.0
2015-12-01,14540.0,241824.0,241824.0
2016-01-01,14699.0,238827.0,238827.0
2016-02-01,13659.0,220964.0,220964.0
2016-03-01,14100.0,212008.0,212008.0
2016-04-01,10499.0,150897.0,150897.0
2016-05-01,14379.0,217411.0,217411.0
2016-06-01,14065.0,224587.0,224587.0
2016-07-01,14523.0,221864.0,221864.0
2016-08-01,14495.0,222385.0,222385.0
2016-09-01,14024.0,228566.0,228566.0
2016-10-01,9791.0,153272.0,153272.0
2016-11-01,14056.0,207995.0,207995.0
2016-12-01,14372.0,236148.0,236148.0
2017-01-01,14422.0,236690.0,236690.0
2017-02-01,12731.0,205659.0,205659.0
2017-03-01,14463.0,237944.0,237944.0
2017-04-01,10189.0,172226.0,172226.0
2017-05-01,14545.0,245115.0,245115.0
2017-06-01,13932.0,236907.0,236907.0
2017-07-01,14238.0,250631.0,250631.0
2017-08-01,12976.0,213421.0,213421.0
2017-09-01,13902.0,238913.0,238913.0
2017-10-01,14447.0,248373.0,248373.0
2017-11-01,9493.0,167921.0,167921.0
2017-12-01,14224.0,268756.0,268756.0
2018-01-01,13511.0,235898.0,235898.0
2018-02-01,11936.0,207708.0,207708.0
2018-03-01,13746.0,213261.0,213261.0
2018-04-01,10386.0,171041.0,171041.0
2018-05-01,14334.0,231778.0,231778.0
2018-06-01,13850.0,229401.0,229401.0
2018-07-01,13584.0,259714.0,259714.0
2018-08-01,13201.0,222481.0,222481.0
2018-09-01,11409.0,183417.0,183417.0
2018-10-01,11534.0,195268.0,195268.0
2018-11-01,12583.0,186001.0,186001.0
2018-12-01,14377.0,243389.0,243389.0
2019-01-01,14418.0,242139.0,242139.0
2019-02-01,12616.0,208742.0,208742.0
2019-03-01,9563.0,157299.0,157299.0
2019-04-01,13857.0,238426.0,238426.0
2019-05-01,13563.0,233137.0,233137.0
2019-06-01,13611.0,251376.0,251376.0
2019-07-01,14317.0,291925.0,291925.0
2019-08-01,14365.0,222710.0,222710.0
2019-09-01,13226.0,234835.0,234835.0
2019-10-01,11042.0,176941.0,176941.0
2019-11-01,13828.0,224954.0,224954.0
2019-12-01,13953.0,239812.0,239812.0
2020-01-01,13993.0,244675.0,244675.0
2020-02-01,13208.0,213797.0,213797.0
2020-03-01,13814.0,219088.0,219088.0
2020-04-01,9863.0,154624.0,154624.0
2020-05-01,13998.0,243947.0,243947.0
2020-06-01,13754.0,235723.0,235723.0
2020-07-01,14188.0,232476.0,232476.0
2020-08-01,14240.0,243442.0,243442.0
2020-09-01,13698.0,236920.0,236920.0
2020-10-01,14293.0,252918.0,252918.0
2020-11-01,8948.0,156510.0,156510.0
2020-12-01,14031.0,247114.0,247114.0
2021-01-01,14162.0,204957.0,204957.0
2021-02-01,12482.0,213567.0,213567.0
2021-03-01,10263.0,169523.0,169523.0
2021-04-01,13750.0,201624.0,201624.0
2021-05-01,14105.0,275097.0,275097.0
2021-06-01,13310.0,209047.0,209047.0
2021-07-01,13390.0,278852.0,278852.0
2021-08-01,11087.0,227560.0,227560.0
2021-09-01,9160.0,208239.0,208239.0
2021-10-01,8074.0,180411.0,180411.0
2021-11-01,10844.0,222704.0,222704.0
2021-12-01,11338.0,176995.0,176995.0
2022-01-01,13302.0,256910.0,256910.0
2022-02-01,10672.0,196481.0,196481.0
2022-03-01,11865.0,202589.0,202589.0
2022-04-01,10421.0,179875.0,179875.0
2022-05-01,13800.0,240255.0,240255.0
2022-06-01,13273.0,208329.0,208329.0
2022-07-01,13065.0,213948.0,213948.0
2022-08-01,13795.0,235836.0,235836.0
2022-09-01,13104.0,214700.0,214700.0
2022-10-01,10104.0,170598.0,170598.0
2022-11-01,13859.0,237026.0,237026.0
2022-12-01,13716.0,234027.0,234027.0
2023-01-01,13757.0,241979.0,241979.0
2023-02-01,12488.0,222169.0,222169.0
2023-03-01,12396.0,208924.0,208924.0
2023-04-01,614.0,9621.0,9621.0
2023-05-01,0.0,0.0,0.0
2023-06-01,631.0,12478.0,12478.0
2023-07-01,14196.0,251426.0,251426.0
2023-08-01,13832.0,251736.0,251736.0
2023-09-01,11249.0,195357.0,195357.0
2023-10-01,13953.0,222128.0,222128.0
2023-11-01,13718.0,204759.0,204759.0
2023-12-01,14138.0,218517.0,218517.0
2024-01-01,13977.0,214600.0,214600.0
2024-02-01,13195.0,209116.0,209116.0
2024-03-01,10222.0,159464.0,159464.0
2024-04-01,13651.0,212656.0,212656.0
2024-05-01,14226.0,226068.0,226068.0
2024-06-01,13515.0,190329.0,190329.0
2024-07-01,9084.0,148639.0,148639.0
2024-08-01,12297.0,203976.0,203976.0
2024-09-01,11695.0,200860.0,200860.0
2024-10-01,10289.0,143160.0,143160.0
2024-11-01,7477.0,122850.0,122850.0
2024-12-01,8009.0,128370.0,128370.0
