measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,-184.0,0.0,0.0
2024-02-01,-213.0,0.0,0.0
2024-03-01,-204.0,0.0,0.0
2024-04-01,-217.0,0.0,0.0
2024-05-01,-231.0,0.0,0.0
2024-06-01,-229.0,0.0,0.0
2024-07-01,-222.0,0.0,0.0
2024-08-01,-248.0,0.0,0.0
2024-09-01,-211.0,0.0,0.0
2024-10-01,-220.0,0.0,0.0
2024-11-01,-201.0,0.0,0.0
2024-12-01,-211.0,0.0,0.0
