measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-08-01,369.786,3270.0,3270.0
2021-09-01,338.614,2995.0,2995.0
2021-10-01,212.701,1881.0,1881.0
2021-11-01,171.12,1513.0,1513.0
2021-12-01,138.779,1227.0,1227.0
2022-01-01,204.852,699.0,699.0
2022-02-01,230.189,785.0,785.0
2022-03-01,316.112,1079.0,1079.0
2022-04-01,340.697,1162.0,1162.0
2022-05-01,436.232,1488.0,1488.0
2022-06-01,509.737,1739.0,1739.0
2022-07-01,471.889,1610.0,1610.0
2022-08-01,457.64,1561.0,1561.0
2022-09-01,397.617,1357.0,1357.0
2022-10-01,353.741,1207.0,1207.0
2022-11-01,228.599,780.0,780.0
2022-12-01,128.695,439.0,439.0
2023-01-01,343.0,1170.0,1170.0
2023-02-01,348.0,1187.0,1187.0
2023-03-01,395.0,1348.0,1348.0
2023-04-01,356.0,1215.0,1215.0
2023-05-01,301.0,1027.0,1027.0
2023-06-01,336.0,1146.0,1146.0
2023-07-01,375.0,1280.0,1280.0
2023-08-01,302.0,1030.0,1030.0
2023-09-01,315.0,1075.0,1075.0
2023-10-01,297.0,1013.0,1013.0
2023-11-01,333.0,1136.0,1136.0
2023-12-01,351.0,1198.0,1198.0
2024-01-01,120.0,409.0,409.0
2024-02-01,341.0,1163.0,1163.0
2024-03-01,359.0,1225.0,1225.0
2024-04-01,376.0,1283.0,1283.0
2024-05-01,518.0,1767.0,1767.0
2024-06-01,448.0,1529.0,1529.0
2024-07-01,414.0,1413.0,1413.0
2024-08-01,414.0,1413.0,1413.0
2024-09-01,428.0,1460.0,1460.0
2024-10-01,319.0,1088.0,1088.0
2024-11-01,158.0,539.0,539.0
2024-12-01,121.0,413.0,413.0
