measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,373.09700000000004,5699.0,5699.0,6.13,222.0,222.0,,,,50.137,1824.0,1824.0
2003-02-01,312.344,4771.0,4771.0,5.132000000000001,186.0,186.0,,,,41.973,1527.0,1527.0
2003-03-01,349.91900000000004,5345.0,5345.0,5.7490000000000006,208.0,208.0,,,,47.022000000000006,1711.0,1711.0
2003-04-01,307.53,4697.0,4697.0,5.053,183.0,183.0,,,,41.326,1503.0,1503.0
2003-05-01,303.731,4639.0,4639.0,4.99,180.0,180.0,,,,40.815,1485.0,1485.0
2003-06-01,341.773,5220.0,5220.0,5.615,203.0,203.0,,,,45.927,1671.0,1671.0
2003-07-01,372.015,5682.0,5682.0,6.112,221.0,221.0,,,,49.991,1819.0,1819.0
2003-08-01,386.425,5902.0,5902.0,6.349,230.0,230.0,,,,51.928000000000004,1889.0,1889.0
2003-09-01,336.5,5140.0,5140.0,5.529,200.0,200.0,,,,45.219,1645.0,1645.0
2003-10-01,356.11600000000004,5440.0,5440.0,5.851,212.0,212.0,,,,47.855,1741.0,1741.0
2003-11-01,300.937,4597.0,4597.0,4.944,179.0,179.0,,,,40.44,1471.0,1471.0
2003-12-01,337.611,5157.0,5157.0,5.547000000000001,201.0,201.0,,,,45.368,1651.0,1651.0
2004-01-01,103.759,2920.0,2920.0,-3.905,21.0,21.0,,,,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,-1.959,11.0,11.0,,,,0.0,0.0,0.0
2004-03-01,9.732000000000001,274.0,274.0,-21.831,118.0,118.0,,,,0.0,0.0,0.0
2004-04-01,8.349,235.0,235.0,-30.994,167.0,167.0,,,,0.0,0.0,0.0
2004-05-01,57.928000000000004,1630.0,1630.0,-54.267,293.0,293.0,,,,0.0,0.0,0.0
2004-06-01,36.533,1028.0,1028.0,-17.392,94.0,94.0,,,,0.0,0.0,0.0
2004-07-01,14.382000000000001,405.0,405.0,-18.938000000000002,102.0,102.0,,,,0.0,0.0,0.0
