measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,8.245,186.0,186.0,66.516,1475.0,1475.0
2003-02-01,6.813000000000001,154.0,154.0,54.963,1219.0,1219.0
2003-03-01,7.235,164.0,164.0,58.371,1294.0,1294.0
2003-04-01,6.892,156.0,156.0,55.599000000000004,1233.0,1233.0
2003-05-01,7.098000000000001,161.0,161.0,57.263000000000005,1270.0,1270.0
2003-06-01,7.488,169.0,169.0,60.41,1340.0,1340.0
2003-07-01,9.015,204.0,204.0,72.725,1613.0,1613.0
2003-08-01,8.714,197.0,197.0,70.297,1559.0,1559.0
2003-09-01,7.016,159.0,159.0,56.6,1255.0,1255.0
2003-10-01,6.705,152.0,152.0,54.091,1199.0,1199.0
2003-11-01,5.617,127.0,127.0,45.313,1005.0,1005.0
2003-12-01,8.163,185.0,185.0,65.851,1460.0,1460.0
2004-01-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-02-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-03-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-04-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-05-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-06-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-07-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-08-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-09-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-10-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-11-01,3.0,68.0,68.0,34.833,766.0,766.0
2004-12-01,3.0,68.0,68.0,34.833,766.0,766.0
2005-01-01,5.763,121.76,121.76,58.342000000000006,1203.12,1203.12
2005-02-01,2.925,61.8,61.8,48.432,998.77,998.77
2005-03-01,3.54,74.79,74.79,59.979000000000006,1236.89,1236.89
2005-04-01,3.689,77.94,77.94,59.098000000000006,1218.72,1218.72
2005-05-01,4.347,91.83,91.83,69.667,1436.67,1436.67
2005-06-01,3.935,83.15,83.15,87.921,1813.12,1813.12
2005-07-01,6.3020000000000005,133.14,133.14,110.19200000000001,2272.38,2272.38
2005-08-01,6.974,147.34,147.34,114.147,2353.94,2353.94
2005-09-01,6.925,146.32,146.32,86.85900000000001,1791.2,1791.2
2005-10-01,4.132000000000001,87.31,87.31,69.38900000000001,1430.95,1430.95
2005-11-01,3.294,69.59,69.59,59.201,1220.84,1220.84
2005-12-01,7.175,151.59,151.59,57.774,1191.41,1191.41
2006-01-01,5.214,81.0,81.0,45.443000000000005,692.0,692.0
2006-02-01,5.16,80.0,80.0,53.914,821.0,821.0
2006-03-01,4.524,70.0,70.0,61.494,937.0,937.0
2006-04-01,5.968,93.0,93.0,68.782,1048.0,1048.0
2006-05-01,5.394,84.0,84.0,79.667,1214.0,1214.0
2006-06-01,6.4510000000000005,100.0,100.0,101.51700000000001,1546.0,1546.0
2006-07-01,6.258,97.0,97.0,127.629,1944.0,1944.0
2006-08-01,6.735,105.0,105.0,129.238,1969.0,1969.0
2006-09-01,4.784,74.0,74.0,87.934,1340.0,1340.0
2006-10-01,6.158,96.0,96.0,79.617,1213.0,1213.0
2006-11-01,5.375,84.0,84.0,59.128,901.0,901.0
2006-12-01,5.98,93.0,93.0,61.639,939.0,939.0
2007-01-01,6.003,147.0,147.0,6.368,155.0,155.0
2007-02-01,4.151,100.0,100.0,18.829,459.0,459.0
2007-03-01,5.609,135.0,135.0,11.359,277.0,277.0
2007-04-01,6.211,153.0,153.0,5.312,129.0,129.0
2007-05-01,10.315,253.0,253.0,48.816,1190.0,1190.0
2007-06-01,4.073,100.0,100.0,84.02600000000001,2048.0,2048.0
2007-07-01,3.5530000000000004,88.0,88.0,156.512,3815.0,3815.0
2007-08-01,6.915,171.0,171.0,283.111,6901.0,6901.0
2007-09-01,2.67,65.0,65.0,74.717,1821.0,1821.0
2007-10-01,5.5520000000000005,135.0,135.0,45.147000000000006,1101.0,1101.0
2007-11-01,8.69,212.0,212.0,6.073,148.0,148.0
2007-12-01,9.829,241.0,241.0,48.158,1174.0,1174.0
2008-01-01,9.274000000000001,223.0,223.0,41.27,990.0,990.0
2008-02-01,3.902,94.0,94.0,15.507000000000001,372.0,372.0
2008-03-01,4.328,106.0,106.0,22.419,537.0,537.0
2008-04-01,5.6530000000000005,135.0,135.0,41.543,996.0,996.0
2008-05-01,9.603,229.0,229.0,42.143,1010.0,1010.0
2008-06-01,8.473,206.0,206.0,67.373,1615.0,1615.0
2008-07-01,6.081,147.0,147.0,129.77,3110.0,3110.0
2008-08-01,3.7990000000000004,88.0,88.0,109.38300000000001,2622.0,2622.0
2008-09-01,4.4910000000000005,106.0,106.0,44.143,1058.0,1058.0
2008-10-01,4.929,118.0,118.0,43.574000000000005,1044.0,1044.0
2008-11-01,3.6540000000000004,88.0,88.0,54.326,1302.0,1302.0
2008-12-01,3.7670000000000003,88.0,88.0,61.595000000000006,1476.0,1476.0
2009-01-01,-13.004000000000001,76.0,76.0,-22.453,135.0,135.0
2009-02-01,-8.725,53.0,53.0,-14.992,90.0,90.0
2009-03-01,-11.753,71.0,71.0,-25.935,156.0,156.0
2009-04-01,-17.472,106.0,106.0,-20.492,123.0,123.0
2009-05-01,-10.629000000000001,65.0,65.0,-22.04,133.0,133.0
2009-06-01,-2.486,18.0,18.0,-55.143,332.0,332.0
2009-07-01,-16.746000000000002,100.0,100.0,-63.133,380.0,380.0
2009-08-01,-9.662,59.0,59.0,-67.99900000000001,409.0,409.0
2009-09-01,-9.318,59.0,59.0,-21.131,127.0,127.0
2009-10-01,-9.212,53.0,53.0,-21.861,131.0,131.0
2009-11-01,-10.218,59.0,59.0,-19.255,116.0,116.0
2009-12-01,-9.831000000000001,59.0,59.0,-23.51,141.0,141.0
2010-01-01,2.511,112.0,112.0,27.244,1117.0,1117.0
2010-02-01,1.7810000000000001,71.0,71.0,10.943000000000001,449.0,449.0
2010-03-01,2.226,94.0,94.0,13.007000000000001,534.0,534.0
2010-04-01,1.595,65.0,65.0,14.167,581.0,581.0
2010-05-01,1.929,76.0,76.0,17.043,699.0,699.0
2010-06-01,2.967,123.0,123.0,42.480000000000004,1743.0,1743.0
2010-07-01,1.9000000000000001,76.0,76.0,66.25200000000001,2719.0,2719.0
2010-08-01,1.993,82.0,82.0,73.88600000000001,3032.0,3032.0
2010-09-01,1.473,59.0,59.0,23.358,958.0,958.0
2010-10-01,2.926,118.0,118.0,15.707,645.0,645.0
2010-11-01,2.217,88.0,88.0,9.084,373.0,373.0
2010-12-01,1.846,76.0,76.0,14.465,594.0,594.0
2011-01-01,25.441,407.0,407.0,100.28,1638.0,1638.0
2011-02-01,33.837,555.0,555.0,130.789,2137.0,2137.0
2011-03-01,58.151,950.0,950.0,122.774,2006.0,2006.0
2011-04-01,31.386,513.0,513.0,135.539,2215.0,2215.0
2011-05-01,27.735,454.0,454.0,122.321,1999.0,1999.0
2011-06-01,20.112,330.0,330.0,511.855,8363.0,8363.0
2011-07-01,21.911,360.0,360.0,804.908,13151.0,13151.0
2011-08-01,13.867,224.0,224.0,575.28,9399.0,9399.0
2011-09-01,41.46,679.0,679.0,191.261,3125.0,3125.0
2011-10-01,36.718,602.0,602.0,101.304,1655.0,1655.0
2011-11-01,18.102,295.0,295.0,79.504,1299.0,1299.0
2011-12-01,33.108,543.0,543.0,89.357,1460.0,1460.0
2012-01-01,3.741,53.0,53.0,15.398,203.0,203.0
2012-02-01,3.2,41.0,41.0,13.12,174.0,174.0
2012-03-01,1.577,24.0,24.0,16.9,224.0,224.0
2012-04-01,3.012,41.0,41.0,21.345,283.0,283.0
2012-05-01,3.75,47.0,47.0,37.955,503.0,503.0
2012-06-01,3.583,47.0,47.0,34.917,463.0,463.0
2012-07-01,0.956,12.0,12.0,62.81,832.0,832.0
2012-08-01,2.886,35.0,35.0,39.003,517.0,517.0
2012-09-01,1.333,18.0,18.0,18.766,249.0,249.0
2012-10-01,1.888,24.0,24.0,8.597,114.0,114.0
2012-11-01,6.141,83.0,83.0,6.936,92.0,92.0
2012-12-01,3.548,47.0,47.0,5.178,69.0,69.0
2013-01-01,0.0,53.0,53.0,0.0,10.0,10.0
2013-02-01,0.0,24.0,24.0,0.0,24.0,24.0
2013-03-01,0.0,30.0,30.0,0.0,30.0,30.0
2013-04-01,0.0,24.0,24.0,0.0,22.0,22.0
2013-05-01,0.0,89.0,89.0,0.0,35.0,35.0
2013-06-01,0.0,59.0,59.0,0.0,49.0,49.0
2013-07-01,0.0,24.0,24.0,0.0,48.0,48.0
2013-08-01,0.0,12.0,12.0,0.0,43.0,43.0
2013-09-01,0.0,24.0,24.0,0.0,41.0,41.0
2013-10-01,0.0,41.0,41.0,0.0,23.0,23.0
2013-11-01,0.0,24.0,24.0,0.0,16.0,16.0
2013-12-01,0.0,77.0,77.0,0.0,19.0,19.0
2014-01-01,-4.478,89.0,89.0,-26.96,527.0,527.0
2014-02-01,-4.72,94.0,94.0,-20.73,406.0,406.0
2014-03-01,-6.003,118.0,118.0,-11.187,219.0,219.0
2014-04-01,-3.667,71.0,71.0,-20.934,410.0,410.0
2014-05-01,-6.364,124.0,124.0,-35.978,704.0,704.0
2014-06-01,-4.407,89.0,89.0,-26.218,513.0,513.0
2014-07-01,-1.051,18.0,18.0,-31.453,615.0,615.0
2014-08-01,-4.721,94.0,94.0,-35.786,700.0,700.0
2014-09-01,-4.272,83.0,83.0,-19.213,376.0,376.0
2014-10-01,-3.017,59.0,59.0,-15.643,306.0,306.0
2014-11-01,-1.193,24.0,24.0,-20.034,392.0,392.0
2014-12-01,-4.956,94.0,94.0,-15.015,294.0,294.0
2015-01-01,-28.573,83.0,83.0,-18.319,55.0,55.0
2015-02-01,-17.792,53.0,53.0,-32.408,99.0,99.0
2015-03-01,-32.011,100.0,100.0,-39.551,121.0,121.0
