measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-106.0,0.0,0.0
2024-02-01,-102.0,0.0,0.0
2024-03-01,-85.0,0.0,0.0
2024-04-01,-175.0,0.0,0.0
2024-05-01,-183.0,0.0,0.0
2024-06-01,-130.0,0.0,0.0
2024-07-01,-93.0,0.0,0.0
2024-08-01,-146.0,0.0,0.0
2024-09-01,-115.0,0.0,0.0
2024-10-01,-84.0,0.0,0.0
2024-11-01,-40.0,0.0,0.0
2024-12-01,-108.0,0.0,0.0
