measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,67.0,962.0,962.0
2003-02-01,75.0,1224.0,1224.0
2003-03-01,0.0,0.0,0.0
2003-06-01,341.0,5956.0,5956.0
2003-07-01,339.0,6099.0,6099.0
2003-08-01,297.0,4421.0,4421.0
2003-09-01,25.0,436.0,436.0
2003-10-01,5.0,117.0,117.0
2003-12-01,19.0,344.0,344.0
2005-01-01,224.88,4005.6,4005.6
2005-02-01,51.763000000000005,922.01,922.01
2005-03-01,44.419000000000004,791.19,791.19
2005-04-01,44.444,791.65,791.65
2005-05-01,44.81,798.17,798.17
2005-06-01,54.282000000000004,966.88,966.88
2005-07-01,102.80300000000001,1831.16,1831.16
2005-08-01,91.054,1621.87,1621.87
2005-09-01,50.664,902.45,902.45
2005-10-01,71.032,1265.24,1265.24
2005-11-01,47.83,851.96,851.96
2005-12-01,131.018,2333.72,2333.72
2006-01-01,93.784,3372.0,3372.0
2006-02-01,49.074000000000005,1765.0,1765.0
2006-03-01,41.223,1482.0,1482.0
2006-04-01,78.964,2839.0,2839.0
2006-05-01,73.812,2654.0,2654.0
2006-06-01,67.09,2412.0,2412.0
2006-07-01,97.18100000000001,3494.0,3494.0
2006-08-01,94.265,3389.0,3389.0
2006-09-01,43.307,1557.0,1557.0
2006-10-01,45.746,1645.0,1645.0
2006-11-01,53.867000000000004,1937.0,1937.0
2006-12-01,59.686,2146.0,2146.0
2007-01-01,46.852000000000004,861.0,861.0
2007-02-01,60.904,1119.0,1119.0
2007-03-01,32.42,592.0,592.0
2007-04-01,19.225,352.0,352.0
2007-05-01,15.017000000000001,275.0,275.0
2007-06-01,23.951,440.0,440.0
2007-07-01,20.291,369.0,369.0
2007-08-01,24.375,445.0,445.0
2007-09-01,18.861,346.0,346.0
2007-10-01,14.592,270.0,270.0
2007-11-01,14.463000000000001,264.0,264.0
2007-12-01,27.049000000000003,498.0,498.0
2008-01-01,58.119,879.0,879.0
2008-02-01,48.617000000000004,738.0,738.0
2008-03-01,41.715,633.0,633.0
2008-04-01,22.698,346.0,346.0
2008-05-01,20.918,316.0,316.0
2008-06-01,47.478,721.0,721.0
2008-07-01,43.523,662.0,662.0
2008-08-01,36.062000000000005,545.0,545.0
2008-09-01,45.877,697.0,697.0
2008-10-01,26.278000000000002,398.0,398.0
2008-11-01,31.997,486.0,486.0
2008-12-01,51.718,785.0,785.0
2009-01-01,199.471,4013.0,4013.0
2009-02-01,82.688,1667.0,1667.0
2009-03-01,86.24900000000001,1737.0,1737.0
2009-04-01,11.111,222.0,222.0
2009-05-01,17.625,357.0,357.0
2009-06-01,7.739000000000001,158.0,158.0
2009-07-01,5.985,123.0,123.0
2009-08-01,26.494,532.0,532.0
2009-09-01,3.519,70.0,70.0
2009-10-01,4.349,88.0,88.0
2009-11-01,10.313,211.0,211.0
2009-12-01,27.457,556.0,556.0
2010-01-01,33.589,661.0,661.0
2010-02-01,14.542,287.0,287.0
2010-03-01,36.817,731.0,731.0
2010-04-01,15.103000000000002,298.0,298.0
2010-05-01,32.733000000000004,649.0,649.0
2010-06-01,28.565,567.0,567.0
2010-07-01,158.568,3141.0,3141.0
2010-08-01,47.505,942.0,942.0
2010-09-01,63.949000000000005,1269.0,1269.0
2010-10-01,59.47,1176.0,1176.0
2010-11-01,13.491000000000001,269.0,269.0
2010-12-01,43.668,866.0,866.0
2011-01-01,219.043,4417.0,4417.0
2011-02-01,84.668,1708.0,1708.0
2011-03-01,32.666,661.0,661.0
2011-04-01,18.236,369.0,369.0
2011-05-01,18.707,380.0,380.0
2011-06-01,31.566,638.0,638.0
2011-07-01,122.908,2480.0,2480.0
2011-08-01,39.426,796.0,796.0
2011-09-01,26.342,532.0,532.0
2011-10-01,22.599,456.0,456.0
2011-11-01,17.46,351.0,351.0
2011-12-01,30.379,614.0,614.0
2012-01-01,50.959,1041.0,1041.0
2012-02-01,5.423,111.0,111.0
2012-03-01,12.191,252.0,252.0
2012-04-01,10.955,222.0,222.0
2012-05-01,10.162,211.0,211.0
2012-06-01,69.787,1433.0,1433.0
2012-07-01,34.93,714.0,714.0
2012-08-01,21.986,450.0,450.0
2012-09-01,15.528,316.0,316.0
2012-10-01,14.432,298.0,298.0
2012-11-01,19.043,392.0,392.0
2012-12-01,9.604,199.0,199.0
2013-01-01,214.144,4170.0,4170.0
2013-02-01,116.126,2262.0,2262.0
2013-03-01,16.647,325.0,325.0
2013-04-01,8.724,168.0,168.0
2013-05-01,13.967,273.0,273.0
2013-06-01,26.737,522.0,522.0
2013-07-01,104.944,2042.0,2042.0
2013-08-01,5.539,110.0,110.0
2013-09-01,40.24,783.0,783.0
2013-10-01,17.452,342.0,342.0
2013-11-01,41.532,806.0,806.0
2013-12-01,290.948,5667.0,5667.0
2014-01-01,1725.442,26657.0,26657.0
2014-02-01,370.341,5721.0,5721.0
2014-03-01,491.997,7596.0,7596.0
2014-04-01,10.146,156.0,156.0
2014-05-01,13.532,208.0,208.0
2014-06-01,4.259,64.0,64.0
2014-07-01,43.846,677.0,677.0
2014-08-01,33.054,510.0,510.0
2014-09-01,8.798,133.0,133.0
2014-10-01,11.395,174.0,174.0
2014-11-01,16.389,255.0,255.0
2014-12-01,39.801,614.0,614.0
2015-01-01,140.852,2725.0,2725.0
2015-02-01,903.596,17476.0,17476.0
2015-03-01,40.212,779.0,779.0
2015-04-01,6.202,122.0,122.0
2015-05-01,14.28,279.0,279.0
2015-06-01,7.868,151.0,151.0
2015-07-01,24.775,476.0,476.0
2015-08-01,14.154,273.0,273.0
2015-09-01,42.076,813.0,813.0
2015-10-01,6.386,122.0,122.0
2015-11-01,9.912,192.0,192.0
2015-12-01,12.687,244.0,244.0
2016-01-01,34.004,626.0,626.0
2016-02-01,71.503,1322.0,1322.0
2016-03-01,2.508,46.0,46.0
2016-04-01,5.319,99.0,99.0
2016-05-01,7.799,145.0,145.0
2016-06-01,12.992,238.0,238.0
