measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,1.9060000000000001,54.0,54.0,,,
2003-02-01,1.784,51.0,51.0,,,
2003-03-01,1.724,49.0,49.0,,,
2003-04-01,1.65,47.0,47.0,,,
2003-05-01,1.6740000000000002,48.0,48.0,,,
2003-06-01,1.747,50.0,50.0,,,
2003-07-01,2.015,57.0,57.0,,,
2003-08-01,2.043,58.0,58.0,,,
2003-09-01,1.77,50.0,50.0,,,
2003-10-01,1.836,52.0,52.0,,,
2003-11-01,1.8840000000000001,54.0,54.0,,,
2003-12-01,1.9660000000000002,56.0,56.0,,,
2004-01-01,9.306000000000001,141.0,141.0,,,
2004-02-01,0.261,4.0,4.0,,,
2004-03-01,2.94,44.0,44.0,,,
2004-04-01,0.35,5.0,5.0,,,
2004-05-01,2.641,40.0,40.0,,,
2004-06-01,10.414,158.0,158.0,,,
2004-07-01,8.622,130.0,130.0,,,
2004-08-01,0.0,0.0,0.0,,,
2004-09-01,3.2880000000000003,50.0,50.0,,,
2004-10-01,1.2830000000000001,19.0,19.0,,,
2004-11-01,0.14600000000000002,2.0,2.0,,,
2004-12-01,6.7490000000000006,102.0,102.0,,,
2005-01-01,9.955,182.98,182.98,,,
2005-02-01,3.42,62.87,62.87,,,
2005-03-01,3.7910000000000004,69.68,69.68,,,
2005-04-01,4.5920000000000005,84.4,84.4,,,
2005-05-01,4.265,78.39,78.39,,,
2005-06-01,5.535,101.74,101.74,,,
2005-07-01,5.634,103.56,103.56,,,
2005-08-01,6.619000000000001,121.66,121.66,,,
2005-09-01,4.333,79.64,79.64,,,
2005-10-01,4.811,88.44,88.44,,,
2005-11-01,3.8680000000000003,71.1,71.1,,,
2005-12-01,8.179,150.34,150.34,,,
2006-01-01,2.5860000000000003,52.0,52.0,,,
2006-02-01,1.353,27.0,27.0,,,
2006-03-01,1.1360000000000001,23.0,23.0,,,
2006-04-01,2.177,44.0,44.0,,,
2006-05-01,2.035,41.0,41.0,,,
2006-06-01,1.85,37.0,37.0,,,
2006-07-01,2.6790000000000003,54.0,54.0,,,
2006-08-01,2.599,52.0,52.0,,,
2006-09-01,1.194,24.0,24.0,,,
2006-10-01,1.2610000000000001,25.0,25.0,,,
2006-11-01,1.485,30.0,30.0,,,
2006-12-01,1.645,33.0,33.0,,,
2007-01-01,6.126,139.0,139.0,,,
2007-02-01,13.143,302.0,302.0,,,
2007-03-01,2.141,46.0,46.0,,,
2007-04-01,1.518,35.0,35.0,,,
2007-05-01,1.873,41.0,41.0,,,
2007-06-01,1.998,46.0,46.0,,,
2007-07-01,1.582,35.0,35.0,,,
2007-08-01,0.14,6.0,6.0,,,
2007-09-01,0.509,12.0,12.0,,,
2007-10-01,0.446,12.0,12.0,,,
2007-11-01,1.735,41.0,41.0,,,
2007-12-01,2.789,64.0,64.0,,,
2008-01-01,1.2930000000000001,25.0,25.0,,,
2008-02-01,1.653,37.0,37.0,,,
2008-03-01,0.654,12.0,12.0,,,
2008-04-01,0.732,19.0,19.0,,,
2008-05-01,0.302,6.0,6.0,,,
2008-06-01,0.3,6.0,6.0,,,
2008-07-01,0.14200000000000002,0.0,0.0,,,
2008-08-01,0.17300000000000001,6.0,6.0,,,
2008-09-01,0.252,6.0,6.0,,,
2008-10-01,0.195,6.0,6.0,,,
2008-11-01,0.651,12.0,12.0,,,
2008-12-01,1.653,37.0,37.0,,,
2009-01-01,4.122,87.0,87.0,,,
2009-02-01,0.705,12.0,12.0,,,
2009-03-01,0.41600000000000004,6.0,6.0,,,
2009-04-01,0.5920000000000001,12.0,12.0,,,
2009-05-01,0.41400000000000003,6.0,6.0,,,
2009-06-01,0.404,6.0,6.0,,,
2009-07-01,0.314,6.0,6.0,,,
2009-08-01,0.396,6.0,6.0,,,
2009-09-01,0.316,6.0,6.0,,,
2009-10-01,0.465,12.0,12.0,,,
2009-11-01,0.229,6.0,6.0,,,
2009-12-01,0.627,12.0,12.0,,,
2010-01-01,1.471,29.0,29.0,,,
2010-02-01,0.933,23.0,23.0,,,
2010-03-01,0.24700000000000003,6.0,6.0,,,
2010-04-01,0.656,12.0,12.0,,,
2010-05-01,0.9750000000000001,23.0,23.0,,,
2010-06-01,0.544,12.0,12.0,,,
2010-07-01,0.5710000000000001,12.0,12.0,,,
2010-08-01,0.72,17.0,17.0,,,
2010-09-01,0.734,17.0,17.0,,,
2010-10-01,1.094,23.0,23.0,,,
2010-11-01,0.5,12.0,12.0,,,
2010-12-01,0.555,12.0,12.0,,,
2011-01-01,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0
2013-02-01,,,,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0
2013-05-01,,,,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0
2013-08-01,,,,0.0,0.0,0.0
2013-09-01,,,,0.0,0.0,0.0
2013-10-01,,,,0.0,0.0,0.0
2013-11-01,,,,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0
2014-01-01,,,,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0
2014-03-01,,,,0.0,0.0,0.0
2014-04-01,,,,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0
2014-06-01,,,,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0
2014-08-01,,,,0.0,0.0,0.0
2014-09-01,,,,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0
2014-12-01,,,,0.0,0.0,0.0
