measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2013-10-01,2926.592,27923.0,27923.0
2013-11-01,1876.297,17902.0,17902.0
2013-12-01,1920.111,18320.0,18320.0
2014-01-01,2007.307,19089.0,19089.0
2014-02-01,2612.492,24845.0,24845.0
2014-03-01,3461.133,32915.0,32915.0
2014-04-01,3408.81,32418.0,32418.0
2014-05-01,4355.43,41420.0,41420.0
2014-06-01,3698.735,35175.0,35175.0
2014-07-01,3802.091,36158.0,36158.0
2014-08-01,4017.806,38209.0,38209.0
2014-09-01,3387.63,32216.0,32216.0
2014-10-01,4325.067,41131.0,41131.0
2014-11-01,2331.237,22170.0,22170.0
2014-12-01,2404.262,22865.0,22865.0
2015-01-01,2009.292,18725.0,18725.0
2015-02-01,1647.804,15356.0,15356.0
2015-03-01,2999.794,27955.0,27955.0
2015-04-01,3409.71,31775.0,31775.0
2015-05-01,4711.203,43904.0,43904.0
2015-06-01,4391.383,40923.0,40923.0
2015-07-01,4704.994,43846.0,43846.0
2015-08-01,4194.773,39091.0,39091.0
2015-09-01,2866.651,26714.0,26714.0
2015-10-01,2575.392,24000.0,24000.0
2015-11-01,1895.602,17665.0,17665.0
2015-12-01,2841.402,26479.0,26479.0
2016-01-01,2290.101,21142.0,21142.0
2016-02-01,2356.932,21759.0,21759.0
2016-03-01,4647.722,42908.0,42908.0
2016-04-01,3907.284,36072.0,36072.0
2016-05-01,3429.571,31662.0,31662.0
2016-06-01,4054.751,37433.0,37433.0
2016-07-01,4202.677,38799.0,38799.0
2016-08-01,5529.185,51045.0,51045.0
2016-09-01,3967.444,36627.0,36627.0
2016-10-01,3052.853,28184.0,28184.0
2016-11-01,2175.762,20087.0,20087.0
2016-12-01,3518.718,32485.0,32485.0
2017-01-01,2365.165,21790.0,21790.0
2017-02-01,2887.349,26601.0,26601.0
2017-03-01,3554.623,32749.0,32749.0
2017-04-01,3871.799,35671.0,35671.0
2017-05-01,4232.68,38996.0,38996.0
2017-06-01,3620.202,33353.0,33353.0
2017-07-01,4039.995,37220.0,37220.0
2017-08-01,3647.292,33603.0,33603.0
2017-09-01,3502.544,32269.0,32269.0
2017-10-01,3049.936,28099.0,28099.0
2017-11-01,2693.925,24819.0,24819.0
2017-12-01,2202.49,20292.0,20292.0
2018-01-01,2517.893,22923.0,22923.0
2018-02-01,2206.97,20092.0,20092.0
2018-03-01,3188.131,29025.0,29025.0
2018-04-01,3914.716,35640.0,35640.0
2018-05-01,3888.633,35402.0,35402.0
2018-06-01,4183.371,38085.0,38085.0
2018-07-01,3949.944,35960.0,35960.0
2018-08-01,4033.253,36719.0,36719.0
2018-09-01,2670.273,24310.0,24310.0
2018-10-01,2875.009,26174.0,26174.0
2018-11-01,2084.945,18981.0,18981.0
2018-12-01,1722.862,15685.0,15685.0
2019-01-01,2256.756,20096.0,20096.0
2019-02-01,2175.011,19368.0,19368.0
2019-03-01,3603.782,32092.0,32092.0
2019-04-01,3703.381,32979.0,32979.0
2019-05-01,4207.302,37466.0,37466.0
2019-06-01,4077.327,36309.0,36309.0
2019-07-01,4532.814,40365.0,40365.0
2019-08-01,4036.529,35945.0,35945.0
2019-09-01,3681.013,32779.0,32779.0
2019-10-01,2918.778,25992.0,25992.0
2019-11-01,2513.639,22384.0,22384.0
2019-12-01,2229.668,19855.0,19855.0
2020-01-01,2116.404,18555.0,18555.0
2020-02-01,2175.026,19068.0,19068.0
2020-03-01,2782.073,24390.0,24390.0
2020-04-01,3778.783,33129.0,33129.0
2020-05-01,3781.788,33155.0,33155.0
2020-06-01,3679.209,32256.0,32256.0
2020-07-01,4115.475,36080.0,36080.0
2020-08-01,3304.555,28971.0,28971.0
2020-09-01,2798.687,24536.0,24536.0
2020-10-01,2837.38,24875.0,24875.0
2020-11-01,2373.079,20805.0,20805.0
2020-12-01,2005.541,17583.0,17583.0
2021-01-01,1894.743,16757.0,16757.0
2021-02-01,1850.91,16369.0,16369.0
2021-03-01,3036.393,26854.0,26854.0
2021-04-01,4080.078,36084.0,36084.0
2021-05-01,4111.712,36364.0,36364.0
2021-06-01,3787.725,33499.0,33499.0
2021-07-01,4092.663,36196.0,36196.0
2021-08-01,3730.145,32989.0,32989.0
2021-09-01,3489.303,30859.0,30859.0
2021-10-01,2864.926,25337.0,25337.0
2021-11-01,2694.19,23827.0,23827.0
2021-12-01,1968.212,17407.0,17407.0
2022-01-01,2312.857,7891.0,7891.0
2022-02-01,2580.779,8806.0,8806.0
2022-03-01,3365.13,11482.0,11482.0
2022-04-01,4368.115,14904.0,14904.0
2022-05-01,4140.449,14127.0,14127.0
2022-06-01,4375.699,14930.0,14930.0
2022-07-01,3895.696,13292.0,13292.0
2022-08-01,3789.593,12930.0,12930.0
2022-09-01,3547.938,12106.0,12106.0
2022-10-01,2974.776,10150.0,10150.0
2022-11-01,2323.095,7926.0,7926.0
2022-12-01,1819.873,6209.0,6209.0
2023-01-01,1721.0,5872.0,5872.0
2023-02-01,1987.0,6780.0,6780.0
2023-03-01,3454.0,11785.0,11785.0
2023-04-01,3876.0,13225.0,13225.0
2023-05-01,4001.0,13651.0,13651.0
2023-06-01,3790.0,12931.0,12931.0
2023-07-01,4204.0,14344.0,14344.0
2023-08-01,3848.0,13129.0,13129.0
2023-09-01,3517.0,12000.0,12000.0
2023-10-01,3268.0,11150.0,11150.0
2023-11-01,2326.0,7936.0,7936.0
2023-12-01,1767.0,6029.0,6029.0
2024-01-01,2000.0,6824.0,6824.0
2024-02-01,2370.0,8086.0,8086.0
2024-03-01,3227.0,11011.0,11011.0
2024-04-01,3409.0,11632.0,11632.0
2024-05-01,3745.0,12778.0,12778.0
2024-06-01,3918.0,13368.0,13368.0
2024-07-01,3633.0,12396.0,12396.0
2024-08-01,3477.0,11864.0,11864.0
2024-09-01,2449.0,8356.0,8356.0
2024-10-01,2904.0,9908.0,9908.0
2024-11-01,1793.0,6118.0,6118.0
2024-12-01,1537.0,5244.0,5244.0
