measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2017-03-01,2112.465,19462.0,19462.0
2017-04-01,2706.638,24936.0,24936.0
2017-05-01,2149.804,19806.0,19806.0
2017-06-01,2814.464,25930.0,25930.0
2017-07-01,3078.947,28366.0,28366.0
2017-08-01,2279.542,21001.0,21001.0
2017-09-01,1875.354,17278.0,17278.0
2017-10-01,2198.144,20252.0,20252.0
2017-11-01,1558.422,14358.0,14358.0
2017-12-01,938.22,8644.0,8644.0
2018-01-01,1357.862,12362.0,12362.0
2018-02-01,2845.92,25909.0,25909.0
2018-03-01,2392.123,21778.0,21778.0
2018-04-01,2743.548,24977.0,24977.0
2018-05-01,2925.548,26634.0,26634.0
2018-06-01,3189.64,29038.0,29038.0
2018-07-01,2854.996,25992.0,25992.0
2018-08-01,3032.278,27606.0,27606.0
2018-09-01,2001.557,18222.0,18222.0
2018-10-01,1364.542,12423.0,12423.0
2018-11-01,1696.969,15449.0,15449.0
2018-12-01,1496.017,13620.0,13620.0
2019-01-01,1116.273,9940.0,9940.0
2019-02-01,1472.007,13108.0,13108.0
2019-03-01,1438.525,12810.0,12810.0
2019-04-01,2863.537,25500.0,25500.0
2019-05-01,2926.863,26064.0,26064.0
2019-06-01,3553.645,31645.0,31645.0
2019-07-01,3394.644,30229.0,30229.0
2019-08-01,2847.732,25359.0,25359.0
2019-09-01,2484.787,22127.0,22127.0
2019-10-01,1910.392,17012.0,17012.0
2019-11-01,1183.29,10537.0,10537.0
2019-12-01,923.305,8222.0,8222.0
2020-01-01,1789.237,15686.0,15686.0
2020-02-01,2649.94,23232.0,23232.0
2020-03-01,2120.336,18589.0,18589.0
2020-04-01,2359.843,20689.0,20689.0
2020-05-01,2086.148,18289.0,18289.0
2020-06-01,2417.454,21194.0,21194.0
2020-07-01,2972.328,26058.0,26058.0
2020-08-01,2681.269,23507.0,23507.0
2020-09-01,1156.036,10135.0,10135.0
2020-10-01,2011.916,17638.0,17638.0
2020-11-01,1452.729,12736.0,12736.0
2020-12-01,1084.764,9510.0,9510.0
2021-01-01,1118.681,9894.0,9894.0
2021-02-01,3255.043,28788.0,28788.0
2021-03-01,2543.566,22495.0,22495.0
2021-04-01,2883.24,25499.0,25499.0
2021-05-01,3120.354,27596.0,27596.0
2021-06-01,2681.239,23713.0,23713.0
2021-07-01,3567.077,31547.0,31547.0
2021-08-01,3115.65,27555.0,27555.0
2021-09-01,1469.196,12994.0,12994.0
2021-10-01,2106.905,18633.0,18633.0
2021-11-01,1458.706,12901.0,12901.0
2021-12-01,1926.343,17037.0,17037.0
2022-01-01,989.149,3375.0,3375.0
2022-02-01,2076.064,7084.0,7084.0
2022-03-01,2023.858,6905.0,6905.0
2022-04-01,2509.573,8563.0,8563.0
2022-05-01,2914.159,9943.0,9943.0
2022-06-01,2037.288,6951.0,6951.0
2022-07-01,2647.159,9032.0,9032.0
2022-08-01,2708.367,9241.0,9241.0
2022-09-01,2115.165,7217.0,7217.0
2022-10-01,1787.995,6101.0,6101.0
2022-11-01,1606.466,5481.0,5481.0
2022-12-01,1230.757,4199.0,4199.0
2023-01-01,1688.0,5759.0,5759.0
2023-02-01,1135.0,3873.0,3873.0
2023-03-01,1608.0,5486.0,5486.0
2023-04-01,2246.0,7663.0,7663.0
2023-05-01,2143.0,7312.0,7312.0
2023-06-01,2559.0,8731.0,8731.0
2023-07-01,3578.0,12208.0,12208.0
2023-08-01,2376.0,8107.0,8107.0
2023-09-01,2447.0,8349.0,8349.0
2023-10-01,1619.0,5524.0,5524.0
2023-11-01,1128.0,3849.0,3849.0
2023-12-01,409.0,1396.0,1396.0
2024-01-01,808.0,2757.0,2757.0
2024-02-01,1546.0,5275.0,5275.0
2024-03-01,1876.0,6401.0,6401.0
2024-04-01,2770.0,9451.0,9451.0
2024-05-01,2727.0,9305.0,9305.0
2024-06-01,3450.0,11771.0,11771.0
2024-07-01,2433.0,8301.0,8301.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,908.0,3098.0,3098.0
2024-12-01,573.0,1955.0,1955.0
