measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2001-01-01,534729.0,5105639.0,5105639.0,3985.0,28685.0,28685.0,,,
2001-02-01,413959.0,4029295.0,4029295.0,2010.0,23043.0,23043.0,,,
2001-03-01,578429.0,5460921.0,5460921.0,2422.0,18792.0,18792.0,,,
2001-04-01,597961.0,5710043.0,5710043.0,1616.0,12679.0,12679.0,,,
2001-05-01,320360.0,3224445.0,3224445.0,3315.0,27415.0,27415.0,,,
2001-06-01,426324.0,4268282.0,4268282.0,2860.0,23526.0,23526.0,,,
2001-07-01,443885.0,4532969.0,4532969.0,1679.0,14087.0,14087.0,,,
2001-08-01,512744.0,5223286.0,5223286.0,3593.0,30081.0,30081.0,,,
2001-09-01,423636.0,4298520.0,4298520.0,2721.0,22687.0,22687.0,,,
2001-10-01,405221.0,4116994.0,4116994.0,1887.0,15753.0,15753.0,,,
2001-11-01,367177.0,3640493.0,3640493.0,3356.0,27346.0,27346.0,,,
2001-12-01,426017.0,4335298.0,4335298.0,2702.0,22595.0,22595.0,,,
2002-01-01,461652.0,4606688.0,4606688.0,4148.0,34243.0,34243.0,,,
2002-02-01,493730.0,4763286.0,4763286.0,3096.0,24714.0,24714.0,,,
2002-03-01,504353.0,4969591.0,4969591.0,2379.0,19389.0,19389.0,,,
2002-04-01,542708.0,5327243.0,5327243.0,3894.0,31622.0,31622.0,,,
2002-05-01,441944.0,4456188.0,4456188.0,5021.0,41882.0,41882.0,,,
2002-06-01,509801.0,5097694.0,5097694.0,2270.0,19256.0,19256.0,,,
2002-07-01,496311.0,4859674.0,4859674.0,3386.0,27406.0,27406.0,,,
2002-08-01,410460.0,4106568.0,4106568.0,2282.0,23108.0,23108.0,,,
2002-09-01,328927.0,3318767.0,3318767.0,778.0,8014.0,8014.0,,,
2002-10-01,309686.0,3097646.0,3097646.0,1595.0,16507.0,16507.0,,,
2002-11-01,308764.0,3148704.0,3148704.0,810.0,8723.0,8723.0,,,
2002-12-01,518366.0,4177900.0,4177900.0,4829.0,40414.0,40414.0,,,
2003-01-01,437056.0,3892746.0,3892746.0,2758.0,27596.0,27596.0,,,
2003-02-01,523378.0,4662944.0,4662944.0,2466.0,24685.0,24685.0,,,
2003-03-01,531142.0,5141708.0,5141708.0,2741.0,27788.0,27788.0,,,
2003-04-01,564527.0,5453866.0,5453866.0,2631.0,26622.0,26622.0,,,
2003-05-01,439709.0,4384172.0,4384172.0,3450.0,35397.0,35397.0,,,
2003-06-01,455570.0,4533303.0,4533303.0,4344.0,45252.0,45252.0,,,
2003-07-01,552874.0,5483234.0,5483234.0,2162.0,21877.0,21877.0,,,
2003-08-01,498278.0,5513344.0,5513344.0,1573.0,18386.0,18386.0,,,
2003-09-01,453762.0,4403105.0,4403105.0,2945.0,30125.0,30125.0,,,
2003-10-01,555523.0,5402184.0,5402184.0,2273.0,22367.0,22367.0,,,
2003-11-01,512281.0,4938229.0,4938229.0,3197.0,31715.0,31715.0,,,
2003-12-01,615434.0,5853986.0,5853986.0,4165.0,41473.0,41473.0,,,
2004-01-01,526351.0,5020447.0,5020447.0,2830.0,28016.0,28016.0,,,
