measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,148.17700000000002,1710.0,1710.0
2003-02-01,131.268,1515.0,1515.0
2003-03-01,135.58100000000002,1565.0,1565.0
2003-04-01,119.055,1374.0,1374.0
2003-05-01,116.84100000000001,1349.0,1349.0
2003-06-01,111.18,1283.0,1283.0
2003-07-01,118.99,1374.0,1374.0
2003-08-01,113.92200000000001,1315.0,1315.0
2003-09-01,121.85600000000001,1407.0,1407.0
2003-10-01,131.358,1516.0,1516.0
2003-11-01,137.833,1591.0,1591.0
2003-12-01,153.94,1777.0,1777.0
2004-01-01,25.055,417.0,417.0
2004-02-01,32.409,539.0,539.0
2004-03-01,29.086000000000002,484.0,484.0
2004-04-01,19.722,328.0,328.0
2004-05-01,21.388,356.0,356.0
2004-06-01,20.544,342.0,342.0
2004-07-01,32.718,544.0,544.0
2004-08-01,34.636,576.0,576.0
2004-09-01,28.207,469.0,469.0
2004-10-01,20.63,343.0,343.0
2004-11-01,11.991000000000001,199.0,199.0
2004-12-01,11.614,193.0,193.0
2005-01-01,-20.829,138.57,138.57
2005-02-01,-7.156000000000001,47.61,47.61
2005-03-01,-7.932,52.77,52.77
2005-04-01,-9.607000000000001,63.92,63.92
2005-05-01,-8.923,59.36,59.36
2005-06-01,-11.581000000000001,77.05,77.05
2005-07-01,-11.788,78.42,78.42
2005-08-01,-13.848,92.13,92.13
2005-09-01,-9.065,60.31,60.31
2005-10-01,-10.067,66.97,66.97
2005-11-01,-8.093,53.84,53.84
2005-12-01,-17.112000000000002,113.85,113.85
2006-01-01,78.38900000000001,1010.0,1010.0
2006-02-01,41.018,529.0,529.0
2006-03-01,34.456,444.0,444.0
2006-04-01,66.001,851.0,851.0
2006-05-01,61.695,795.0,795.0
2006-06-01,56.076,723.0,723.0
2006-07-01,81.22800000000001,1047.0,1047.0
2006-08-01,78.791,1015.0,1015.0
2006-09-01,36.198,466.0,466.0
2006-10-01,38.236000000000004,493.0,493.0
2006-11-01,45.025,580.0,580.0
2006-12-01,49.888000000000005,643.0,643.0
2007-01-01,-10.818000000000001,28.0,28.0
2007-02-01,-8.378,22.0,22.0
2007-03-01,-16.567,44.0,44.0
