measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2008-10-01,0.0,0.0,0.0,5631.0,71263.0,71263.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,2575.0,38491.0,38491.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,2260.0,35378.0,35378.0,0.0,0.0,0.0
2009-01-01,,,,11295.0,152857.0,152857.0,0.0,0.0,0.0
2009-02-01,,,,12941.0,166967.0,166967.0,0.0,0.0,0.0
2009-03-01,,,,30542.0,401775.0,401775.0,0.0,0.0,0.0
2009-04-01,,,,6625.0,93453.0,93453.0,0.0,0.0,0.0
2009-05-01,,,,12748.0,163527.0,163527.0,0.0,0.0,0.0
2009-06-01,,,,44748.0,577527.0,577527.0,0.0,0.0,0.0
2009-07-01,,,,50007.0,641942.0,641942.0,0.0,0.0,0.0
2009-08-01,,,,39188.0,498672.0,498672.0,0.0,0.0,0.0
2009-09-01,,,,17597.0,227337.0,227337.0,0.0,0.0,0.0
2009-10-01,,,,57875.0,685890.0,685890.0,0.0,0.0,0.0
2009-11-01,,,,33753.0,444940.0,444940.0,0.0,0.0,0.0
2009-12-01,,,,46952.0,557302.0,557302.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,62023.0,703166.0,703166.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,18579.0,206243.0,206243.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,15895.0,213429.0,213429.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,906.0,7855.0,7855.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,7515.0,97538.0,97538.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,52945.0,696147.0,696147.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,44244.0,567913.0,567913.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,64470.0,783190.0,783190.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,41654.0,546810.0,546810.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,90890.0,1015352.0,1015352.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,15003.0,150407.0,150407.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,7020.0,91638.0,91638.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,27790.0,316514.0,316514.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,46943.0,501925.0,501925.0,0.0,0.0,0.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,21479.0,283063.0,283063.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,35135.0,467466.0,467466.0,0.0,0.0,0.0
2011-06-01,,,,70021.823,864569.0,864569.0,43.177,533.0,533.0
2011-07-01,0.0,0.0,0.0,123265.0,1509513.0,1509513.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,124220.0,1534411.0,1534411.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,45674.0,553772.0,553772.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,52919.0,653599.0,653599.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,34967.0,434349.0,434349.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,5428.0,71812.0,71812.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,3968.0,49774.0,49774.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,9683.0,112213.0,112213.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,44265.0,520407.0,520407.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,39210.0,477984.0,477984.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,69262.0,846991.0,846991.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,59083.0,748420.0,748420.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,87446.0,1086130.0,1086130.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,92010.0,1139214.0,1139214.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,51660.0,621030.0,621030.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,50287.0,593749.0,593749.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,64148.0,740634.0,740634.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,37470.0,450100.0,450100.0,0.0,0.0,0.0
2013-01-01,,,,21696.0,272275.0,272275.0,0.0,0.0,0.0
2013-02-01,,,,5782.0,74412.0,74412.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,22.0,817.0,817.0,0.0,0.0,0.0
2013-04-01,,,,18076.0,242361.0,242361.0,0.0,0.0,0.0
2013-05-01,,,,41897.0,520038.0,520038.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,39596.0,522342.0,522342.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,9988.0,130347.0,130347.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,20572.0,265936.0,265936.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,27232.0,351201.0,351201.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,1038.0,14554.0,14554.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,26393.0,352969.0,352969.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,40881.0,503317.0,503317.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,13716.0,173068.0,173068.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,35073.0,443528.0,443528.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,18027.0,210011.0,210011.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,8732.0,124587.0,124587.0,0.0,0.0,0.0
2014-06-01,,,,8160.0,119465.0,119465.0,0.0,0.0,0.0
2014-07-01,,,,36380.0,458786.0,458786.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,34034.0,462030.0,462030.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,9300.0,126716.0,126716.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,1285.0,18818.0,18818.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,7168.0,95318.0,95318.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,6975.0,81175.0,81175.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,4098.0,44978.0,44978.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,2082.0,26004.0,26004.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,5790.0,81666.0,81666.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,12506.0,174941.0,174941.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,21487.0,277212.0,277212.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,7666.0,97147.0,97147.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,45209.0,560543.0,560543.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,3649.0,48166.0,48166.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,1855.0,23079.0,23079.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,729.0,729.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,6286.0,98626.0,98626.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,28729.0,386857.0,386857.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,27517.0,342906.0,342906.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,29031.0,344398.0,344398.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,35256.0,400317.0,400317.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,3080.0,44100.0,44100.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,5046.0,62272.0,62272.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,3287.0,43369.0,43369.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,304.0,304.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,142.0,142.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,2088.0,27333.0,27333.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,5854.0,72861.0,72861.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,26850.0,310892.0,310892.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,274.0,274.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,6583.0,86653.0,86653.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,7229.0,88183.0,88183.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,7102.0,7102.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,22656.0,248685.0,248685.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,2794.0,34295.0,34295.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,2392.0,32817.0,32817.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,41799.0,493539.0,493539.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,20503.0,243304.0,243304.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,28024.0,350747.0,350747.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,14134.0,179535.0,179535.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,418.0,6771.0,6771.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,4447.0,82572.0,82572.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,5688.0,48241.0,48241.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,2240.0,37072.0,37072.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,7542.0,99837.0,99837.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,14059.0,186226.0,186226.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,13364.0,171065.0,171065.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,12237.0,136193.0,136193.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,10208.0,138531.0,138531.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,4198.0,52456.0,52456.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,8438.0,94154.0,94154.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,30580.0,375763.0,375763.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,4988.0,49923.0,49923.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,3036.0,35486.0,35486.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,5820.0,70415.0,70415.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,4354.0,56762.0,56762.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,14003.0,175881.0,175881.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,28607.0,346305.0,346305.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,23801.0,301139.0,301139.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,8263.0,91981.0,91981.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,31039.0,342282.0,342282.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,1649.0,30863.0,30863.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,11826.0,125824.0,125824.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,4914.0,61330.0,61330.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,43462.0,488367.0,488367.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,12400.0,155977.0,155977.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,2744.0,25887.0,25887.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,20789.0,263171.0,263171.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,29395.0,365426.0,365426.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,26777.0,350573.0,350573.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,6885.0,71397.0,71397.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,15038.0,187113.0,187113.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,22761.0,256951.0,256951.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,3425.0,47007.0,47007.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,3428.0,41831.0,41831.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,38271.0,436445.0,436445.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,42999.0,490089.0,490089.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,65419.0,761546.0,761546.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,82945.0,924004.0,924004.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,22758.0,252312.0,252312.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,7252.0,90403.0,90403.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,58801.0,632352.0,632352.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,38981.0,416399.0,416399.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,3611.0,59237.0,59237.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,9172.0,84017.0,84017.0,,,
2023-03-01,0.0,0.0,0.0,20969.0,238925.0,238925.0,,,
2023-04-01,0.0,0.0,0.0,25222.0,282576.0,282576.0,,,
2023-05-01,0.0,0.0,0.0,62891.0,722157.0,722157.0,,,
2023-06-01,0.0,0.0,0.0,73475.0,810057.0,810057.0,,,
2023-07-01,0.0,0.0,0.0,96319.0,1051039.0,1051039.0,,,
2023-08-01,0.0,0.0,0.0,96266.0,1068606.0,1068606.0,,,
2023-09-01,0.0,0.0,0.0,45052.0,521556.0,521556.0,,,
2023-10-01,0.0,0.0,0.0,6920.0,81386.0,81386.0,,,
2023-11-01,0.0,0.0,0.0,19108.0,219352.0,219352.0,,,
2023-12-01,0.0,0.0,0.0,17636.0,210376.0,210376.0,,,
2024-01-01,0.0,0.0,0.0,37018.0,403153.0,403153.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-04-01,0.0,0.0,0.0,5119.0,66364.0,66364.0,,,
2024-05-01,0.0,0.0,0.0,43405.0,526711.0,526711.0,,,
2024-06-01,0.0,0.0,0.0,45959.0,547986.0,547986.0,,,
2024-07-01,0.0,0.0,0.0,51139.0,618678.0,618678.0,,,
2024-08-01,0.0,0.0,0.0,44677.0,553372.0,553372.0,,,
2024-09-01,0.0,0.0,0.0,18343.0,234405.0,234405.0,,,
2024-10-01,0.0,0.0,0.0,54831.0,655941.0,655941.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,20764.0,258182.0,258182.0,,,
