measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-01-01,0.0,0.0,0.0,103.571,353.0,353.0
2022-02-01,0.0,0.0,0.0,123.539,422.0,422.0
2022-03-01,0.0,0.0,0.0,163.787,559.0,559.0
2022-04-01,0.0,0.0,0.0,184.757,630.0,630.0
2022-05-01,0.0,0.0,0.0,216.541,739.0,739.0
2022-06-01,0.0,0.0,0.0,225.473,769.0,769.0
2022-07-01,0.0,0.0,0.0,217.466,742.0,742.0
2022-08-01,0.0,0.0,0.0,201.915,689.0,689.0
2022-09-01,0.0,0.0,0.0,170.4,581.0,581.0
2022-10-01,0.0,0.0,0.0,156.988,536.0,536.0
2022-11-01,0.0,0.0,0.0,116.38,397.0,397.0
2022-12-01,0.0,0.0,0.0,81.363,278.0,278.0
2023-01-01,0.0,0.0,0.0,122.0,416.0,416.0
2023-02-01,0.0,0.0,0.0,174.0,594.0,594.0
2023-03-01,0.0,0.0,0.0,208.0,710.0,710.0
2023-04-01,0.0,0.0,0.0,201.0,686.0,686.0
2023-05-01,0.0,0.0,0.0,203.0,693.0,693.0
2023-06-01,0.0,0.0,0.0,203.0,693.0,693.0
2023-07-01,0.0,0.0,0.0,227.0,775.0,775.0
2023-08-01,0.0,0.0,0.0,274.0,935.0,935.0
2023-09-01,0.0,0.0,0.0,194.0,662.0,662.0
2023-10-01,0.0,0.0,0.0,203.0,693.0,693.0
2023-11-01,0.0,0.0,0.0,156.0,532.0,532.0
2023-12-01,0.0,0.0,0.0,128.0,437.0,437.0
2024-01-01,0.0,0.0,0.0,143.0,488.0,488.0
2024-02-01,0.0,0.0,0.0,152.0,519.0,519.0
2024-03-01,0.0,0.0,0.0,229.0,781.0,781.0
2024-04-01,0.0,0.0,0.0,262.0,894.0,894.0
2024-05-01,0.0,0.0,0.0,244.0,833.0,833.0
2024-06-01,0.0,0.0,0.0,262.0,894.0,894.0
2024-07-01,0.0,0.0,0.0,285.0,972.0,972.0
2024-08-01,0.0,0.0,0.0,273.0,931.0,931.0
2024-09-01,0.0,0.0,0.0,196.0,669.0,669.0
2024-10-01,0.0,0.0,0.0,177.0,604.0,604.0
2024-11-01,0.0,0.0,0.0,99.0,338.0,338.0
2024-12-01,0.0,0.0,0.0,49.0,167.0,167.0
