measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Total Fuel Consumed,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Total Fuel Consumed,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,6101.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-06-01,893.728,962.0,962.0,34.233,0.0,0.0,,,,0.0,0.0,0.0,,,,5689.477,6121.0,6121.0,3483.957,40850.0,91737.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-07-01,1095.21,1178.0,1178.0,44.386,0.0,0.0,,,,0.0,0.0,0.0,,,,6965.45,7495.0,7495.0,4263.384,49989.0,105699.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-08-01,1215.424,1307.0,1307.0,54.745,0.0,0.0,,,,0.0,0.0,0.0,,,,7741.873,8328.0,8328.0,4732.205,55486.0,104688.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-09-01,648.352,698.0,698.0,30.253,0.0,0.0,,,,0.0,0.0,0.0,,,,4119.798,4433.0,4433.0,2517.937,29523.0,53635.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-10-01,915.779,985.0,985.0,41.705,0.0,0.0,,,,0.0,0.0,0.0,,,,5839.856,6281.0,6281.0,3568.635,41843.0,78002.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-11-01,1324.293,1425.0,1425.0,85.42,0.0,0.0,,,,0.0,0.0,0.0,,,,8433.443,9073.0,9073.0,5129.3,60141.0,76478.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2012-12-01,1324.28,1425.0,1425.0,67.437,0.0,0.0,,,,0.0,0.0,0.0,,,,8435.271,9075.0,9075.0,5148.253,60364.0,99689.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2013-01-01,,,,,,,1827.91,1538.0,1538.0,1.737,19.0,19.0,0.0,0.0,0.0,,,,,,,5958.578,5013.0,5013.0,4985.8,58459.0,100516.0,,,,,,,0.0,0.0,0.0,,,
2013-02-01,,,,,,,583.475,490.0,490.0,0.554,6.0,6.0,0.0,0.0,0.0,,,,,,,6108.821,5139.0,5139.0,3071.99,36019.0,78893.0,,,,,,,0.0,0.0,0.0,,,
2013-03-01,,,,,,,174.075,149.0,149.0,0.165,0.0,0.0,0.0,0.0,0.0,,,,,,,6355.164,5346.0,5346.0,1214.44,7193.0,7193.0,,,,,,,0.0,0.0,0.0,,,
2013-04-01,,,,,,,134.436,112.0,112.0,0.128,0.0,0.0,0.0,0.0,0.0,,,,,,,5274.096,4437.0,4437.0,1855.61,2825.0,2825.0,,,,,,,0.0,0.0,0.0,,,
2013-05-01,,,,,,,307.821,260.0,260.0,0.292,0.0,0.0,0.0,0.0,0.0,,,,,,,6191.618,5209.0,5209.0,2378.44,7533.0,7533.0,,,,,,,0.0,0.0,0.0,,,
2013-06-01,,,,,,,525.569,440.0,440.0,0.499,6.0,6.0,0.0,0.0,0.0,,,,,,,7205.039,6061.0,6061.0,3802.4,44583.0,60813.0,,,,,,,0.0,0.0,0.0,,,
2013-07-01,,,,,,,1525.913,1283.0,1283.0,1.449,12.0,12.0,0.0,0.0,0.0,,,,,,,10462.095,8801.0,8801.0,168.78,1979.0,112158.0,,,,,,,0.0,0.0,0.0,,,
2013-08-01,,,,,,,255.131,217.0,217.0,0.242,0.0,0.0,0.0,0.0,0.0,,,,,,,7752.274,6522.0,6522.0,4740.39,55581.0,82543.0,,,,,,,0.0,0.0,0.0,,,
2013-09-01,,,,,,,335.656,285.0,285.0,0.319,0.0,0.0,0.0,0.0,0.0,,,,,,,6103.163,5134.0,5134.0,4938.27,57902.0,73748.0,,,,,,,0.0,0.0,0.0,,,
2013-10-01,,,,,,,111.857,93.0,93.0,0.106,0.0,0.0,0.0,0.0,0.0,,,,,,,5231.104,4400.0,4400.0,4218.53,49463.0,74915.0,,,,,,,0.0,0.0,0.0,,,
2013-11-01,,,,,,,120.79,99.0,99.0,0.115,0.0,0.0,55.055,646.0,1668.0,,,,,,,5621.3,4728.0,4728.0,2185.645,25627.0,66210.0,,,,,,,0.0,0.0,0.0,,,
2013-12-01,,,,,,,288.403,242.0,242.0,0.274,0.0,0.0,0.0,0.0,0.0,,,,,,,6512.692,5478.0,5478.0,5352.46,10272.0,10272.0,,,,,,,0.0,0.0,0.0,,,
2014-01-01,,,,,,,26930.809,29803.0,29803.0,7.171,62.0,62.0,1694.967,19874.0,93496.0,,,,,,,2974.906,3291.0,3291.0,1000.663,11733.0,55198.0,,,,,,,0.0,0.0,0.0,,,
2014-02-01,,,,,,,9592.308,10614.0,10614.0,2.555,19.0,19.0,1010.408,11847.0,22642.0,,,,,,,3368.712,3729.0,3729.0,3653.352,42836.0,81869.0,,,,,,,0.0,0.0,0.0,,,
2014-03-01,,,,,,,7576.757,8389.0,8389.0,2.018,12.0,12.0,559.577,6561.0,12406.0,,,,,,,3578.332,3961.0,3961.0,4351.533,51022.0,96477.0,,,,,,,0.0,0.0,0.0,,,
2014-04-01,,,,,,,198.012,217.0,217.0,0.053,0.0,0.0,0.0,0.0,0.0,,,,,,,2961.004,3278.0,3278.0,4131.23,48439.0,75438.0,,,,,,,,,,0.0,0.0,0.0
2014-05-01,,,,,,,173.509,192.0,192.0,0.046,0.0,0.0,5.31,62.0,118.0,,,,,,,3190.015,3530.0,3530.0,3413.94,40029.0,75736.0,,,,,,,,,,0.0,0.0,0.0
2014-06-01,,,,,,,413.934,459.0,459.0,0.11,0.0,0.0,0.0,0.0,0.0,,,,,,,4194.566,4642.0,4642.0,5062.43,59357.0,95904.0,,,,,,,,,,0.0,0.0,0.0
2014-07-01,,,,,,,681.551,756.0,756.0,0.182,0.0,0.0,0.0,0.0,0.0,,,,,,,4915.606,5441.0,5441.0,5009.08,58732.0,97106.0,,,,,,,,,,0.0,0.0,0.0
2014-08-01,,,,,,,509.307,564.0,564.0,0.136,0.0,0.0,173.276,2032.0,3534.0,,,,,,,4500.208,4980.0,4980.0,2731.874,32031.0,55717.0,,,,,,,0.0,0.0,0.0,,,
2014-09-01,,,,,,,368.553,409.0,409.0,0.098,0.0,0.0,0.0,0.0,0.0,,,,,,,4194.645,4643.0,4643.0,4734.57,55513.0,90450.0,,,,,,,,,,0.0,0.0,0.0
2014-10-01,,,,,,,330.434,366.0,366.0,0.088,0.0,0.0,0.825,10.0,19.0,,,,,,,3534.44,3912.0,3912.0,2804.415,32882.0,63227.0,,,,,,,0.0,0.0,0.0,,,
2014-11-01,,,,,,,490.07,539.0,539.0,0.131,0.0,0.0,2.684,31.0,56.0,,,,,,,3328.795,3684.0,3684.0,4489.386,52638.0,93320.0,,,,,,,,,,0.0,0.0,0.0
2014-12-01,,,,,,,569.35,632.0,632.0,0.152,0.0,0.0,0.0,0.0,0.0,,,,,,,3623.557,4010.0,4010.0,4858.73,56969.0,103282.0,,,,,,,,,,0.0,0.0,0.0
2016-01-01,,,,,,,107.306,572.0,1364.0,1.467,8.0,29.0,75.589,415.0,3257.0,,,,,,,5421.961,28906.0,68990.0,4286.501,23559.0,184716.0,,,,,,,0.0,0.0,0.0,,,
2016-02-01,,,,,,,261.657,1395.0,3332.0,3.58,19.0,69.0,225.918,1242.0,10307.0,,,,,,,5144.999,27429.0,65466.0,3050.742,16767.0,139186.0,,,,,,,0.0,0.0,0.0,,,
2016-03-01,,,,,,,18.476,99.0,236.0,0.253,1.0,6.0,0.0,0.0,0.0,,,,,,,5629.374,30012.0,71630.0,3908.13,21480.0,164548.0,,,,,,,0.0,0.0,0.0,,,
2016-04-01,,,,,,,18.458,98.0,236.0,0.253,1.0,6.0,0.0,0.0,0.0,,,,,,,5927.05,31599.0,75418.0,4133.17,22716.0,165611.0,,,,,,,0.0,0.0,0.0,,,
2016-05-01,,,,,,,9.143,49.0,115.0,0.125,0.0,0.0,0.0,0.0,0.0,,,,,,,6699.44,35716.0,85246.0,0.0,10343.0,106193.0,,,,,,,0.0,0.0,0.0,,,
2016-06-01,,,,,,,11.391,61.0,144.0,0.156,1.0,6.0,0.0,0.0,0.0,,,,,,,7605.088,40545.0,96770.0,4467.82,24556.0,161302.0,,,,,,,0.0,0.0,0.0,,,
2016-07-01,,,,,,,69.675,371.0,886.0,0.953,5.0,17.0,0.0,0.0,0.0,,,,,,,9866.282,52600.0,125542.0,5505.72,30260.0,191849.0,,,,,,,0.0,0.0,0.0,,,
2016-08-01,,,,,,,109.098,582.0,1387.0,1.493,8.0,29.0,0.0,0.0,0.0,,,,,,,10650.137,56779.0,135516.0,4740.39,26054.0,204793.0,,,,,,,0.0,0.0,0.0,,,
2016-09-01,,,,,,,30.533,163.0,391.0,0.418,2.0,6.0,0.0,0.0,0.0,,,,,,,7712.569,41118.0,98137.0,4399.92,24183.0,180106.0,,,,,,,0.0,0.0,0.0,,,
2016-10-01,,,,,,,10.986,59.0,138.0,0.15,0.0,0.0,0.0,0.0,0.0,,,,,,,5626.793,29998.0,71597.0,173.63,954.0,42197.0,,,,,,,0.0,0.0,0.0,,,
2016-11-01,,,,,,,12.482,67.0,161.0,0.171,1.0,6.0,0.0,0.0,0.0,,,,,,,5127.285,27335.0,65241.0,1269.73,6979.0,123768.0,,,,,,,0.0,0.0,0.0,,,
2016-12-01,,,,,,,71.686,382.0,909.0,0.981,5.0,17.0,0.0,0.0,0.0,,,,,,,5962.131,31786.0,75864.0,4074.97,22397.0,155874.0,,,,,,,0.0,0.0,0.0,,,
2017-01-01,,,,,,,98.137,534.0,1065.0,5.036,27.0,40.0,236.747,1301.0,11136.0,,,,,,,8125.683,44204.0,88606.0,3493.873,19203.0,164342.0,,,,,,,0.0,0.0,0.0,,,
2017-02-01,,,,,,,81.743,445.0,892.0,4.195,23.0,35.0,0.0,0.0,0.0,,,,,,,7056.548,38388.0,76949.0,788.61,4334.0,147438.0,,,,,,,0.0,0.0,0.0,,,
2017-03-01,,,,,,,124.62,678.0,1358.0,6.395,35.0,52.0,0.0,0.0,0.0,,,,,,,7698.518,41880.0,83949.0,0.0,0.0,114744.0,,,,,,,0.0,0.0,0.0,,,
2017-04-01,,,,,,,117.892,641.0,1283.0,6.05,33.0,46.0,0.0,0.0,0.0,,,,,,,6678.391,36331.0,72825.0,43.65,240.0,105870.0,,,,,,,0.0,0.0,0.0,,,
2017-05-01,,,,,,,60.646,330.0,662.0,3.112,17.0,23.0,0.0,0.0,0.0,,,,,,,7230.055,39332.0,78841.0,659.6,3625.0,54432.0,,,,,,,0.0,0.0,0.0,,,
2017-06-01,,,,,,,46.77,254.0,512.0,2.4,13.0,17.0,0.0,0.0,0.0,,,,,,,9046.704,49215.0,98651.0,4379.55,24071.0,169065.0,,,,,,,0.0,0.0,0.0,,,
2017-07-01,,,,,,,44.209,240.0,483.0,2.269,12.0,17.0,0.0,0.0,0.0,,,,,,,11513.732,62635.0,125552.0,5234.12,28767.0,188131.0,,,,,,,0.0,0.0,0.0,,,
2017-08-01,,,,,,,33.916,185.0,368.0,1.741,9.0,12.0,0.0,0.0,0.0,,,,,,,10893.703,59262.0,118791.0,4646.3,25537.0,176407.0,,,,,,,0.0,0.0,0.0,,,
2017-09-01,,,,,,,36.838,200.0,403.0,1.89,10.0,17.0,0.0,0.0,0.0,,,,,,,9023.52,49088.0,98398.0,4143.84,22775.0,168512.0,,,,,,,0.0,0.0,0.0,,,
2017-10-01,,,,,,,66.339,361.0,725.0,3.404,19.0,29.0,0.252,1.0,35.0,,,,,,,7225.172,39305.0,78788.0,361.558,1987.0,49470.0,,,,,,,0.0,0.0,0.0,,,
2017-11-01,,,,,,,76.988,419.0,840.0,3.951,21.0,29.0,19.968,110.0,1019.0,,,,,,,6541.748,35587.0,71335.0,2858.022,15708.0,145801.0,,,,,,,0.0,0.0,0.0,,,
2017-12-01,,,,,,,1178.862,6413.0,12857.0,60.497,329.0,478.0,502.987,2764.0,25535.0,,,,,,,7884.386,42891.0,85976.0,2635.933,14487.0,133817.0,,,,,,,0.0,0.0,0.0,,,
2018-01-01,,,,,,,2206.644,12004.0,26018.0,65.373,356.0,748.0,975.244,5360.0,56848.0,,,,,,,6772.113,36841.0,79853.0,1721.356,9461.0,100339.0,,,,,,,0.0,0.0,0.0,,,
2018-02-01,,,,,,,46.296,252.0,547.0,1.372,7.0,17.0,0.0,0.0,0.0,,,,,,,5892.495,32055.0,69481.0,3044.83,16735.0,142056.0,,,,,,,0.0,0.0,0.0,,,
2018-03-01,,,,,,,46.138,251.0,547.0,1.367,7.0,17.0,0.0,0.0,0.0,,,,,,,6549.921,35632.0,77233.0,3157.35,17353.0,146433.0,,,,,,,0.0,0.0,0.0,,,
2018-04-01,,,,,,,36.691,200.0,432.0,1.087,6.0,12.0,0.0,0.0,0.0,,,,,,,6772.559,36843.0,79859.0,2080.65,11436.0,100499.0,,,,,,,0.0,0.0,0.0,,,
2018-05-01,,,,,,,8.711,47.0,104.0,0.258,1.0,6.0,0.0,0.0,0.0,,,,,,,7518.566,40901.0,88656.0,3395.97,18665.0,158060.0,,,,,,,0.0,0.0,0.0,,,
