measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2012-12-01,88.0,837.0,837.0
2013-01-01,125.097,1194.0,1194.0
2013-02-01,188.953,1803.0,1803.0
2013-03-01,275.498,2629.0,2629.0
2013-04-01,405.494,3869.0,3869.0
2013-05-01,454.72,4338.0,4338.0
2013-06-01,426.267,4067.0,4067.0
2013-07-01,368.795,3519.0,3519.0
2013-08-01,338.741,3232.0,3232.0
2013-09-01,302.863,2890.0,2890.0
2013-10-01,195.284,1863.0,1863.0
2013-11-01,144.836,1382.0,1382.0
2013-12-01,119.452,1140.0,1140.0
2014-01-01,134.893,1283.0,1283.0
2014-02-01,225.163,2141.0,2141.0
2014-03-01,284.652,2707.0,2707.0
2014-04-01,352.02,3348.0,3348.0
2014-05-01,474.817,4516.0,4516.0
2014-06-01,500.109,4756.0,4756.0
2014-07-01,378.352,3598.0,3598.0
2014-08-01,345.969,3290.0,3290.0
2014-09-01,256.406,2438.0,2438.0
2014-10-01,204.171,1942.0,1942.0
2014-11-01,189.763,1805.0,1805.0
2014-12-01,153.335,1458.0,1458.0
2015-01-01,44.912,419.0,419.0
2015-02-01,148.045,1380.0,1380.0
2015-03-01,198.115,1846.0,1846.0
2015-04-01,302.129,2816.0,2816.0
2015-05-01,401.776,3744.0,3744.0
2015-06-01,399.24,3721.0,3721.0
2015-07-01,345.886,3223.0,3223.0
2015-08-01,364.515,3397.0,3397.0
2015-09-01,195.081,1818.0,1818.0
2015-10-01,159.505,1486.0,1486.0
2015-11-01,147.932,1379.0,1379.0
2015-12-01,218.864,2040.0,2040.0
2016-01-01,172.263,1590.0,1590.0
2016-02-01,131.485,1214.0,1214.0
2016-03-01,325.243,3003.0,3003.0
2016-04-01,330.206,3048.0,3048.0
2016-05-01,397.478,3670.0,3670.0
2016-06-01,416.666,3847.0,3847.0
2016-07-01,422.832,3904.0,3904.0
2016-08-01,367.157,3390.0,3390.0
2016-09-01,248.664,2296.0,2296.0
2016-10-01,233.366,2154.0,2154.0
2016-11-01,131.374,1213.0,1213.0
2016-12-01,190.266,1757.0,1757.0
2017-01-01,245.471,2262.0,2262.0
2017-02-01,226.011,2082.0,2082.0
2017-03-01,287.137,2645.0,2645.0
2017-04-01,364.721,3360.0,3360.0
2017-05-01,495.176,4562.0,4562.0
2017-06-01,493.452,4546.0,4546.0
2017-07-01,426.911,3933.0,3933.0
2017-08-01,494.221,4553.0,4553.0
2017-09-01,366.283,3375.0,3375.0
2017-10-01,252.184,2323.0,2323.0
2017-11-01,134.687,1241.0,1241.0
2017-12-01,69.746,643.0,643.0
2018-01-01,99.719,908.0,908.0
2018-02-01,208.446,1898.0,1898.0
2018-03-01,249.389,2270.0,2270.0
2018-04-01,290.188,2642.0,2642.0
2018-05-01,453.382,4128.0,4128.0
2018-06-01,419.202,3816.0,3816.0
2018-07-01,367.968,3350.0,3350.0
2018-08-01,386.591,3520.0,3520.0
2018-09-01,295.829,2693.0,2693.0
2018-10-01,241.789,2201.0,2201.0
2018-11-01,150.087,1366.0,1366.0
2018-12-01,130.41,1187.0,1187.0
2019-01-01,151.151,1346.0,1346.0
2019-02-01,296.31,2639.0,2639.0
2019-03-01,308.332,2746.0,2746.0
2019-04-01,414.749,3693.0,3693.0
2019-05-01,516.799,4602.0,4602.0
2019-06-01,439.543,3914.0,3914.0
2019-07-01,470.434,4189.0,4189.0
2019-08-01,412.953,3677.0,3677.0
2019-09-01,340.114,3029.0,3029.0
2019-10-01,246.497,2195.0,2195.0
2019-11-01,131.364,1170.0,1170.0
2019-12-01,133.754,1191.0,1191.0
2020-01-01,194.888,1709.0,1709.0
2020-02-01,199.774,1751.0,1751.0
2020-03-01,289.6,2539.0,2539.0
2020-04-01,390.445,3423.0,3423.0
2020-05-01,398.404,3493.0,3493.0
2020-06-01,441.83,3874.0,3874.0
2020-07-01,433.805,3803.0,3803.0
2020-08-01,369.593,3240.0,3240.0
2020-09-01,204.608,1794.0,1794.0
2020-10-01,222.926,1954.0,1954.0
2020-11-01,170.598,1496.0,1496.0
2020-12-01,167.529,1469.0,1469.0
2021-01-01,195.818,1732.0,1732.0
2021-02-01,286.412,2533.0,2533.0
2021-03-01,334.901,2962.0,2962.0
2021-04-01,448.315,3965.0,3965.0
2021-05-01,495.257,4380.0,4380.0
2021-06-01,436.436,3860.0,3860.0
2021-07-01,354.58,3136.0,3136.0
2021-08-01,373.404,3302.0,3302.0
2021-09-01,293.994,2600.0,2600.0
2021-10-01,224.571,1986.0,1986.0
2021-11-01,133.704,1182.0,1182.0
2021-12-01,182.608,1615.0,1615.0
2022-01-01,133.409,455.0,455.0
2022-02-01,176.839,603.0,603.0
2022-03-01,305.66,1043.0,1043.0
2022-04-01,393.797,1344.0,1344.0
2022-05-01,454.824,1552.0,1552.0
2022-06-01,377.665,1289.0,1289.0
2022-07-01,387.936,1324.0,1324.0
2022-08-01,301.247,1028.0,1028.0
2022-09-01,224.708,767.0,767.0
2022-10-01,178.965,611.0,611.0
2022-11-01,184.903,631.0,631.0
2022-12-01,179.047,611.0,611.0
2023-01-01,546.0,1863.0,1863.0
2023-02-01,509.0,1737.0,1737.0
2023-03-01,136.0,464.0,464.0
2023-04-01,373.0,1273.0,1273.0
2023-05-01,377.0,1286.0,1286.0
2023-06-01,314.0,1071.0,1071.0
2023-07-01,166.0,566.0,566.0
2023-08-01,237.0,809.0,809.0
2023-09-01,116.0,396.0,396.0
2023-10-01,270.0,921.0,921.0
2023-11-01,336.0,1146.0,1146.0
2023-12-01,162.0,553.0,553.0
2024-01-01,379.0,1293.0,1293.0
2024-02-01,233.0,795.0,795.0
2024-03-01,632.0,2156.0,2156.0
2024-04-01,72.0,246.0,246.0
2024-05-01,291.0,993.0,993.0
2024-06-01,372.0,1269.0,1269.0
2024-07-01,292.0,996.0,996.0
2024-08-01,144.0,491.0,491.0
2024-09-01,195.0,665.0,665.0
2024-10-01,176.0,601.0,601.0
2024-11-01,231.0,788.0,788.0
2024-12-01,243.0,829.0,829.0
