measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,27.942,395.0,395.0
2021-02-01,27.172,384.0,384.0
2021-03-01,21.176,299.0,299.0
2021-04-01,24.123,341.0,341.0
2021-05-01,27.611,390.0,390.0
2021-06-01,37.584,532.0,532.0
2021-07-01,41.405,586.0,586.0
2021-08-01,42.224,596.0,596.0
2021-09-01,35.68,504.0,504.0
2021-10-01,30.191,427.0,427.0
2021-11-01,24.833,350.0,350.0
2021-12-01,26.059,368.0,368.0
2022-01-01,23.719,336.0,336.0
2022-02-01,21.118,298.0,298.0
2022-03-01,16.817,238.0,238.0
2022-04-01,17.53,247.0,247.0
2022-05-01,25.897,366.0,366.0
2022-06-01,31.524,445.0,445.0
2022-07-01,37.147,524.0,524.0
2022-08-01,37.341,527.0,527.0
2022-09-01,31.476,444.0,444.0
2022-10-01,24.327,343.0,343.0
2022-11-01,22.801,322.0,322.0
2022-12-01,25.303,358.0,358.0
2023-01-01,23.463,337.0,337.0
2023-02-01,22.13,317.0,317.0
2023-03-01,21.841,313.0,313.0
2023-04-01,21.093,302.0,302.0
2023-05-01,30.115,432.0,432.0
2023-06-01,34.788,499.0,499.0
2023-07-01,38.152,547.0,547.0
2023-08-01,41.993,602.0,602.0
2023-09-01,35.376,508.0,508.0
2023-10-01,26.113,374.0,374.0
2023-11-01,24.21,347.0,347.0
2023-12-01,25.726,368.0,368.0
2024-01-01,29.809,490.0,490.0
2024-02-01,20.581,340.0,340.0
2024-03-01,23.355,385.0,385.0
2024-04-01,21.943,361.0,361.0
2024-05-01,29.318,482.0,482.0
2024-06-01,33.076,545.0,545.0
2024-07-01,35.752,589.0,589.0
2024-08-01,40.398,666.0,666.0
2024-09-01,33.519,552.0,552.0
2024-10-01,29.035,479.0,479.0
2024-11-01,23.261,383.0,383.0
2024-12-01,24.953,412.0,412.0
