measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2019-12-01,0.0,0.0,0.0
2020-01-01,12646.8535,130029.5,130029.5
2020-02-01,11131.573,114449.5,114449.5
2020-03-01,10592.2775,108904.5,108904.5
2020-04-01,9423.3045,96886.0,96886.0
2020-05-01,9548.341,98171.5,98171.5
2020-06-01,10412.344500000001,107055.0,107055.0
2020-07-01,14010.155999999999,144046.0,144046.0
2020-08-01,11190.858,115059.5,115059.5
2020-09-01,9698.8285,99719.0,99719.0
2020-10-01,10609.114,109078.0,109078.0
2020-11-01,8112.599,83410.0,83410.0
2020-12-01,10098.2505,103825.5,103825.5
2021-01-01,10233.9175,114358.0,114358.0
2021-02-01,10796.345,120644.0,120644.0
2021-03-01,7036.245,78626.5,78626.5
2021-04-01,8572.7405,95796.0,95796.0
2021-05-01,7428.474,83009.5,83009.5
2021-06-01,10282.943,114906.5,114906.5
2021-07-01,11046.3515,123437.5,123437.5
2021-08-01,11454.232,127995.5,127995.5
2021-09-01,9162.480000000001,102386.0,102386.0
2021-10-01,8898.6205,99438.0,99438.0
2021-11-01,9742.9525,108872.5,108872.5
2021-12-01,9027.1985,100874.5,100874.5
2022-01-01,9609.5985,105668.5,105668.5
2022-02-01,7847.188,86288.0,86288.0
2022-03-01,8052.4125,88544.5,88544.5
2022-04-01,7073.256,77778.0,77778.0
2022-05-01,6682.6555,73482.0,73482.0
2022-06-01,10476.412499999999,115199.0,115199.0
2022-07-01,14008.922999999999,154042.0,154042.0
2022-08-01,12785.780999999999,140592.5,140592.5
2022-09-01,11301.555999999999,124272.0,124272.0
2022-10-01,10968.773000000001,120613.0,120613.0
2022-11-01,7463.724,82071.5,82071.5
2022-12-01,10186.72,112013.5,112013.5
2023-01-01,9425.807,97918.0,97918.0
2023-02-01,9214.199999999999,95718.5,95718.5
2023-03-01,10287.383,106867.5,106867.5
2023-04-01,9993.394,103813.0,103813.0
2023-05-01,9170.6985,95267.0,95267.0
2023-06-01,10502.018,109097.0,109097.0
2023-07-01,12779.283000000001,132753.5,132753.5
2023-08-01,12345.451,128246.5,128246.5
2023-09-01,11260.693,116978.5,116978.5
2023-10-01,9924.451500000001,103097.5,103097.5
2023-11-01,9634.197,100082.0,100082.0
2023-12-01,11389.423999999999,118316.0,118316.0
2024-01-01,8851.188,93808.5,93808.5
2024-02-01,10246.375,108596.5,108596.5
2024-03-01,9585.121500000001,101587.5,101587.5
2024-04-01,9719.586000000001,103012.5,103012.5
2024-05-01,11199.8055,118701.0,118701.0
2024-06-01,10419.36,110429.0,110429.0
2024-07-01,13480.601999999999,142873.5,142873.5
2024-08-01,13158.409000000001,139458.5,139458.5
2024-09-01,10731.8665,113741.5,113741.5
2024-10-01,7592.7585,80471.5,80471.5
2024-11-01,9361.84,99221.0,99221.0
2024-12-01,9307.588,98646.0,98646.0
