measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-07-01,10398.116,98963.0,98963.0
2021-08-01,10379.363,98782.0,98782.0
2021-09-01,9299.511,88505.0,88505.0
2021-10-01,8110.988,77193.0,77193.0
2021-11-01,8411.687,80055.0,80055.0
2021-12-01,9696.335,92282.0,92282.0
2022-01-01,9880.611,92789.0,92789.0
2022-02-01,9202.177,86418.0,86418.0
2022-03-01,9561.304,89790.0,89790.0
2022-04-01,7605.491,71424.0,71424.0
2022-05-01,8011.898,75241.0,75241.0
2022-06-01,9585.787,90021.0,90021.0
2022-07-01,11430.936,107348.0,107348.0
2022-08-01,11347.405,106564.0,106564.0
2022-09-01,10269.726,96444.0,96444.0
2022-10-01,9746.36,91529.0,91529.0
2022-11-01,8821.249,82840.0,82840.0
2022-12-01,10086.056,94719.0,94719.0
2023-01-01,10741.09,100995.0,100995.0
2023-02-01,9831.66,92445.0,92445.0
2023-03-01,10358.346,97397.0,97397.0
2023-04-01,8127.414,76420.0,76420.0
2023-05-01,8751.283,82287.0,82287.0
2023-06-01,10556.447,99260.0,99260.0
2023-07-01,11928.329,112160.0,112160.0
2023-08-01,11800.343,110957.0,110957.0
2023-09-01,10529.021,99002.0,99002.0
2023-10-01,7959.752,74844.0,74844.0
2023-11-01,8097.586,76140.0,76140.0
2023-12-01,9761.729,91787.0,91787.0
2024-01-01,9757.036,91614.0,91614.0
2024-02-01,9599.327,90132.0,90132.0
2024-03-01,10120.333,95024.0,95024.0
2024-04-01,8083.667,75901.0,75901.0
2024-05-01,9604.322,90179.0,90179.0
2024-06-01,10892.256,102272.0,102272.0
2024-07-01,11763.027,110447.0,110447.0
2024-08-01,11328.773,106370.0,106370.0
2024-09-01,9903.059,92983.0,92983.0
2024-10-01,7515.22,70563.0,70563.0
2024-11-01,8606.703,80812.0,80812.0
2024-12-01,10299.277,96704.0,96704.0
