measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0
2003-03-01,153.0,1566.87,1566.87
2003-04-01,1055.0,10804.26,10804.26
2003-05-01,2013.0,20615.13,20615.13
2003-06-01,2357.0,24138.04,24138.04
2003-07-01,1529.0,15658.49,15658.49
2003-08-01,1358.0,13907.28,13907.28
2003-09-01,406.0,4157.85,4157.85
2003-10-01,163.0,1669.28,1669.28
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,590.0260000000001,5913.24,5913.24
2004-02-01,559.837,5610.69,5610.69
2004-03-01,608.321,6096.59,6096.59
2004-04-01,574.494,5757.58,5757.58
2004-05-01,1278.313,12811.25,12811.25
2004-06-01,701.79,7033.34,7033.34
2004-07-01,707.9820000000001,7095.4,7095.4
2004-08-01,713.614,7151.84,7151.84
2004-09-01,700.671,7022.12,7022.12
2004-10-01,568.8620000000001,5701.13,5701.13
2004-11-01,536.295,5374.75,5374.75
2004-12-01,549.797,5510.07,5510.07
2005-01-01,2416.8740000000003,24166.33,24166.33
2005-02-01,2214.495,22142.73,22142.73
2005-03-01,2307.559,23073.28,23073.28
2005-04-01,2305.8940000000002,23056.63,23056.63
2005-05-01,3252.264,32519.39,32519.39
2005-06-01,3032.342,30320.39,30320.39
2005-07-01,2818.777,28184.96,28184.96
2005-08-01,2339.193,23389.59,23389.59
2005-09-01,1853.972,18537.86,18537.86
2005-10-01,2000.8010000000002,20006.01,20006.01
2005-11-01,2156.1040000000003,21558.88,21558.88
2005-12-01,2413.725,24134.84,24134.84
2006-01-01,2779.165,27567.0,27567.0
2006-02-01,2438.271,24185.0,24185.0
2006-03-01,2620.626,25994.0,25994.0
2006-04-01,3163.76,31381.0,31381.0
2006-05-01,3414.119,33865.0,33865.0
2006-06-01,3526.299,34977.0,34977.0
2006-07-01,2881.429,28581.0,28581.0
2006-08-01,2362.643,23435.0,23435.0
2006-09-01,1732.05,17180.0,17180.0
2006-10-01,1638.077,16248.0,16248.0
2006-11-01,1900.7060000000001,18853.0,18853.0
2006-12-01,2061.856,20452.0,20452.0
2007-01-01,2010.653,19873.0,19873.0
2007-02-01,1771.573,17510.0,17510.0
2007-03-01,1399.27,13830.0,13830.0
2007-04-01,1296.0040000000001,12810.0,12810.0
2007-05-01,3737.291,36939.0,36939.0
2007-06-01,1888.0890000000002,18662.0,18662.0
2007-07-01,1511.1770000000001,14936.0,14936.0
2007-08-01,1403.086,13868.0,13868.0
2007-09-01,1367.2240000000002,13514.0,13514.0
2007-10-01,1367.8,13519.0,13519.0
2007-11-01,1324.953,13096.0,13096.0
2007-12-01,1086.881,10743.0,10743.0
2008-01-01,1162.165,11452.0,11452.0
2008-02-01,1081.871,10661.0,10661.0
2008-03-01,1367.467,13475.0,13475.0
2008-04-01,1613.9060000000002,15903.0,15903.0
2008-05-01,1911.722,18838.0,18838.0
2008-06-01,2404.416,23693.0,23693.0
2008-07-01,2177.784,21460.0,21460.0
2008-08-01,1775.183,17493.0,17493.0
2008-09-01,1310.082,12910.0,12910.0
2008-10-01,1070.233,10546.0,10546.0
2008-11-01,1064.165,10486.0,10486.0
2008-12-01,1290.006,12712.0,12712.0
2009-01-01,1986.641,19390.0,19390.0
2009-02-01,1615.039,15763.0,15763.0
2009-03-01,1872.304,18274.0,18274.0
2009-04-01,2515.32,24550.0,24550.0
2009-05-01,2844.224,27760.0,27760.0
2009-06-01,3066.634,29930.0,29930.0
2009-07-01,2713.4190000000003,26483.0,26483.0
2009-08-01,2191.166,21386.0,21386.0
2009-09-01,1665.125,16252.0,16252.0
