measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-03-01,192.389,1701.0,1701.0
2021-04-01,173.876,1538.0,1538.0
2021-05-01,220.753,1952.0,1952.0
2021-06-01,274.336,2426.0,2426.0
2021-07-01,249.1,2203.0,2203.0
2021-08-01,229.338,2028.0,2028.0
2021-09-01,195.333,1728.0,1728.0
2021-10-01,131.03,1159.0,1159.0
2021-11-01,80.553,712.0,712.0
2021-12-01,51.292,454.0,454.0
2022-01-01,82.369,281.0,281.0
2022-02-01,123.929,423.0,423.0
2022-03-01,162.862,556.0,556.0
2022-04-01,137.939,471.0,471.0
2022-05-01,203.723,695.0,695.0
2022-06-01,255.436,872.0,872.0
2022-07-01,248.33,847.0,847.0
2022-08-01,219.524,749.0,749.0
2022-09-01,206.008,703.0,703.0
2022-10-01,137.368,469.0,469.0
2022-11-01,74.033,253.0,253.0
2022-12-01,35.479,121.0,121.0
2023-01-01,101.0,345.0,345.0
2023-02-01,166.0,566.0,566.0
2023-03-01,203.0,693.0,693.0
2023-04-01,210.0,717.0,717.0
2023-05-01,269.0,918.0,918.0
2023-06-01,291.0,993.0,993.0
2023-07-01,286.0,976.0,976.0
2023-08-01,237.0,809.0,809.0
2023-09-01,180.0,614.0,614.0
2023-10-01,140.0,478.0,478.0
2023-11-01,97.0,331.0,331.0
2023-12-01,65.0,222.0,222.0
2024-01-01,90.0,307.0,307.0
2024-02-01,139.0,474.0,474.0
2024-03-01,189.0,645.0,645.0
2024-04-01,202.0,689.0,689.0
2024-05-01,222.0,757.0,757.0
2024-06-01,236.0,805.0,805.0
2024-07-01,85.0,290.0,290.0
2024-08-01,135.0,461.0,461.0
2024-09-01,240.0,819.0,819.0
2024-10-01,176.0,601.0,601.0
2024-11-01,80.0,273.0,273.0
2024-12-01,58.0,198.0,198.0
