measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2013-01-01,102.718,980.0,980.0
2013-02-01,105.19,1004.0,1004.0
2013-03-01,160.615,1532.0,1532.0
2013-04-01,218.691,2087.0,2087.0
2013-05-01,196.299,1873.0,1873.0
2013-06-01,202.354,1931.0,1931.0
2013-07-01,195.117,1862.0,1862.0
2013-08-01,169.249,1615.0,1615.0
2013-09-01,185.587,1771.0,1771.0
2013-10-01,149.401,1425.0,1425.0
2013-11-01,111.782,1067.0,1067.0
2013-12-01,77.997,744.0,744.0
2014-01-01,66.295,630.0,630.0
2014-02-01,94.976,903.0,903.0
2014-03-01,133.382,1268.0,1268.0
2014-04-01,162.736,1548.0,1548.0
2014-05-01,155.91,1483.0,1483.0
2014-06-01,163.674,1557.0,1557.0
2014-07-01,169.24,1609.0,1609.0
2014-08-01,167.072,1589.0,1589.0
2014-09-01,139.212,1324.0,1324.0
2014-10-01,102.388,974.0,974.0
2014-11-01,93.745,892.0,892.0
2014-12-01,62.37,593.0,593.0
2015-01-01,85.619,798.0,798.0
2015-02-01,95.038,886.0,886.0
2015-03-01,121.725,1134.0,1134.0
2015-04-01,156.68,1460.0,1460.0
2015-05-01,179.63,1674.0,1674.0
2015-06-01,148.559,1384.0,1384.0
2015-07-01,166.066,1548.0,1548.0
2015-08-01,180.542,1682.0,1682.0
2015-09-01,150.854,1406.0,1406.0
2015-10-01,131.787,1228.0,1228.0
2015-11-01,94.714,883.0,883.0
2015-12-01,52.786,492.0,492.0
2016-01-01,119.607,1104.0,1104.0
2016-02-01,104.055,961.0,961.0
2016-03-01,168.026,1551.0,1551.0
2016-04-01,185.239,1710.0,1710.0
2016-05-01,163.893,1513.0,1513.0
2016-06-01,211.058,1948.0,1948.0
2016-07-01,199.538,1842.0,1842.0
2016-08-01,193.744,1789.0,1789.0
2016-09-01,145.63,1344.0,1344.0
2016-10-01,142.75,1318.0,1318.0
2016-11-01,128.214,1184.0,1184.0
2016-12-01,93.246,861.0,861.0
2017-01-01,52.928,488.0,488.0
2017-02-01,97.004,894.0,894.0
2017-03-01,123.326,1136.0,1136.0
2017-04-01,128.51,1184.0,1184.0
