measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,6459.0,92752.0,92752.0,0.0,0.0,0.0
2003-02-01,6178.0,80582.0,80582.0,45.0,587.0,587.0
2003-03-01,6441.0,90302.0,90302.0,0.0,0.0,0.0
2003-04-01,6199.48,87696.0,87696.0,0.0,0.0,0.0
2003-05-01,6172.0,87422.0,87422.0,0.0,0.0,0.0
2003-06-01,5752.0,83075.0,83075.0,0.0,0.0,0.0
2003-07-01,6072.0,67183.0,67183.0,0.0,0.0,0.0
2003-08-01,6130.0,82136.0,82136.0,0.0,0.0,0.0
2003-09-01,6505.0,81135.0,81135.0,0.0,0.0,0.0
2003-10-01,6948.0,91353.0,91353.0,0.0,0.0,0.0
2003-11-01,6721.0,89200.0,89200.0,0.0,0.0,0.0
2003-12-01,6957.0,91842.0,91842.0,0.0,0.0,0.0
2004-01-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-02-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-03-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-04-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-05-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-06-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-07-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-08-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-09-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-10-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-11-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2004-12-01,6816.5,83172.0,83172.0,0.0,0.0,0.0
2005-01-01,6830.751,96921.78,96921.78,,,
2005-02-01,6093.566000000001,86461.84,86461.84,,,
2005-03-01,6959.696,98751.38,98751.38,,,
2005-04-01,6945.309,98547.24,98547.24,,,
2005-05-01,7635.358,108338.38,108338.38,,,
2005-06-01,7564.433,107332.02,107332.02,,,
2005-07-01,7832.5650000000005,111136.56,111136.56,,,
2005-08-01,7797.165,110634.26,110634.26,,,
2005-09-01,7344.877,104216.73,104216.73,,,
2005-10-01,7414.108,105199.06,105199.06,,,
2005-11-01,7467.26,105953.23,105953.23,,,
2005-12-01,7483.9130000000005,106189.52,106189.52,,,
2006-01-01,8900.105,103068.0,103068.0,,,
2006-02-01,8225.05,95251.0,95251.0,,,
2006-03-01,9072.783000000001,105068.0,105068.0,,,
2006-04-01,6675.372,77305.0,77305.0,,,
2006-05-01,8161.211,94511.0,94511.0,,,
2006-06-01,8549.19,99004.0,99004.0,,,
2006-07-01,8872.64,102750.0,102750.0,,,
2006-08-01,8819.284,102132.0,102132.0,,,
2006-09-01,8435.854000000001,97692.0,97692.0,,,
2006-10-01,8753.661,101372.0,101372.0,,,
2006-11-01,8841.087,102385.0,102385.0,,,
2006-12-01,8518.763,98652.0,98652.0,,,
2007-01-01,5302.232,62794.0,62794.0,,,
2007-02-01,5038.166,59667.0,59667.0,,,
