measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,140.0,478.0,478.0
2024-02-01,141.0,481.0,481.0
2024-03-01,222.0,757.0,757.0
2024-04-01,272.0,928.0,928.0
2024-05-01,301.0,1027.0,1027.0
2024-06-01,325.0,1109.0,1109.0
2024-07-01,325.0,1109.0,1109.0
2024-08-01,290.0,989.0,989.0
2024-09-01,266.0,908.0,908.0
2024-10-01,219.0,747.0,747.0
2024-11-01,150.0,512.0,512.0
2024-12-01,130.0,444.0,444.0
