measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,546.216,6203.0,39702.0,795.935,7715.0,56524.0,,,
2001-02-01,453.715,5152.0,32979.0,661.144,6409.0,46952.0,,,
2001-03-01,514.203,5839.0,37375.0,749.285,7263.0,53211.0,,,
2001-04-01,345.41700000000003,3923.0,25107.0,503.335,4879.0,35745.0,,,
2001-05-01,348.06,3953.0,25299.0,507.185,4916.0,36018.0,,,
2001-06-01,480.15,5453.0,34900.0,699.664,6782.0,49687.0,,,
2001-07-01,488.965,5553.0,35541.0,712.51,6907.0,50599.0,,,
2001-08-01,552.412,6273.0,40152.0,804.9630000000001,7803.0,57165.0,,,
2001-09-01,445.028,5054.0,32347.0,648.486,6286.0,46053.0,,,
2001-10-01,476.36600000000004,5410.0,34625.0,694.1510000000001,6729.0,49296.0,,,
2001-11-01,463.608,5265.0,33698.0,675.5590000000001,6548.0,47975.0,,,
2001-12-01,478.86,5438.0,34806.0,697.784,6764.0,49554.0,,,
2002-01-01,,,,325.161,8543.0,12856.0,589.662,15491.0,23311.0
2002-02-01,,,,288.075,7569.0,11390.0,522.409,13724.0,20652.0
2002-03-01,,,,326.255,8572.0,12900.0,591.647,15543.0,23389.0
2002-04-01,,,,274.59,7215.0,10857.0,497.954,13082.0,19685.0
2002-05-01,,,,301.658,7926.0,11927.0,547.041,14371.0,21626.0
2002-06-01,,,,305.895,8037.0,12095.0,554.725,14573.0,21930.0
2002-07-01,,,,363.54,9552.0,14374.0,659.2610000000001,17319.0,26062.0
2002-08-01,,,,362.451,9523.0,14331.0,657.287,17267.0,25984.0
2002-09-01,,,,338.01,8881.0,13364.0,612.9630000000001,16103.0,24232.0
2002-10-01,,,,361.96,9510.0,14311.0,656.395,17244.0,25949.0
2002-11-01,,,,323.13,8490.0,12776.0,585.98,15394.0,23165.0
2002-12-01,,,,385.276,10123.0,15233.0,698.677,18355.0,27621.0
