measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-03-01,,,,6810.0,62870.0,62870.0
2016-04-01,,,,14075.0,129940.0,129940.0
2016-05-01,,,,23933.0,220949.0,220949.0
2016-06-01,,,,32288.0,298083.0,298083.0
2016-07-01,,,,34977.0,322908.0,322908.0
2016-08-01,,,,29912.0,276148.0,276148.0
2016-09-01,,,,24614.0,227236.0,227236.0
2016-10-01,,,,18015.0,166314.0,166314.0
2016-11-01,,,,15455.0,142681.0,142681.0
2016-12-01,,,,11578.0,106888.0,106888.0
2017-01-01,,,,10806.039,99556.0,99556.0
2017-02-01,,,,12069.954,111200.0,111200.0
2017-03-01,,,,22507.323,207360.0,207360.0
2017-04-01,,,,23713.211,218470.0,218470.0
2017-05-01,,,,29815.337,274689.0,274689.0
2017-06-01,,,,32311.114,297682.0,297682.0
2017-07-01,,,,29451.942,271341.0,271341.0
2017-08-01,,,,27218.172,250761.0,250761.0
2017-09-01,,,,25415.964,234157.0,234157.0
2017-10-01,,,,23414.016,215713.0,215713.0
2017-11-01,,,,14388.001,132557.0,132557.0
2017-12-01,,,,13721.927,126420.0,126420.0
2018-01-01,,,,12024.138,109468.0,109468.0
2018-02-01,,,,16925.745,154092.0,154092.0
2018-03-01,,,,19353.529,176195.0,176195.0
2018-04-01,,,,24194.327,220265.0,220265.0
2018-05-01,,,,29163.369,265503.0,265503.0
2018-06-01,,,,31421.615,286062.0,286062.0
2018-07-01,,,,27159.894,247264.0,247264.0
2018-08-01,,,,27348.95,248985.0,248985.0
2018-09-01,,,,25889.627,235699.0,235699.0
2018-10-01,,,,20397.633,185700.0,185700.0
2018-11-01,,,,14030.364,127732.0,127732.0
2018-12-01,,,,11161.809,101617.0,101617.0
2019-01-01,,,,11376.021,101303.0,101303.0
2019-02-01,,,,13273.845,118204.0,118204.0
