measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-01-01,-9.382,0.0,0.0,200.357,1757.0,1757.0
2020-02-01,-7.985,0.0,0.0,262.436,2301.0,2301.0
2020-03-01,-8.86,0.0,0.0,399.319,3501.0,3501.0
2020-04-01,-8.675,0.0,0.0,382.868,3357.0,3357.0
2020-05-01,-8.942,0.0,0.0,539.771,4732.0,4732.0
2020-06-01,-6.569,0.0,0.0,509.973,4471.0,4471.0
2020-07-01,-8.585,0.0,0.0,502.213,4403.0,4403.0
2020-08-01,-9.0,0.0,0.0,474.744,4162.0,4162.0
2020-09-01,-8.89,0.0,0.0,412.2,3614.0,3614.0
2020-10-01,-9.16,0.0,0.0,299.683,2627.0,2627.0
2020-11-01,-8.948,0.0,0.0,214.325,1879.0,1879.0
2020-12-01,-9.004,0.0,0.0,163.111,1430.0,1430.0
2021-01-01,0.0,0.0,0.0,250.081,2212.0,2212.0
2021-02-01,0.0,0.0,0.0,197.525,1747.0,1747.0
2021-03-01,0.0,0.0,0.0,625.204,5529.0,5529.0
2021-04-01,0.0,0.0,0.0,506.025,4475.0,4475.0
2021-05-01,0.0,0.0,0.0,628.916,5562.0,5562.0
2021-06-01,0.0,0.0,0.0,651.971,5766.0,5766.0
2021-07-01,0.0,0.0,0.0,513.058,4537.0,4537.0
2021-08-01,0.0,0.0,0.0,517.161,4574.0,4574.0
2021-09-01,0.0,0.0,0.0,480.626,4251.0,4251.0
2021-10-01,0.0,0.0,0.0,355.194,3141.0,3141.0
2021-11-01,0.0,0.0,0.0,351.287,3107.0,3107.0
2021-12-01,0.0,0.0,0.0,187.952,1662.0,1662.0
2022-01-01,-6.522,0.0,0.0,474.747,1620.0,1620.0
2022-02-01,-5.414,0.0,0.0,312.427,1066.0,1066.0
2022-03-01,-5.599,0.0,0.0,466.277,1591.0,1591.0
2022-04-01,-6.702,0.0,0.0,569.697,1944.0,1944.0
2022-05-01,-6.703,0.0,0.0,641.205,2188.0,2188.0
2022-06-01,-6.811,0.0,0.0,644.948,2201.0,2201.0
2022-07-01,-6.523,0.0,0.0,711.925,2429.0,2429.0
2022-08-01,-6.391,0.0,0.0,628.007,2143.0,2143.0
2022-09-01,-6.514,0.0,0.0,520.647,1776.0,1776.0
2022-10-01,-6.719,0.0,0.0,412.696,1408.0,1408.0
2022-11-01,-6.48,0.0,0.0,340.4,1161.0,1161.0
2022-12-01,-6.622,0.0,0.0,221.024,754.0,754.0
2023-01-01,-4.0,0.0,0.0,484.0,1651.0,1651.0
2023-02-01,-4.0,0.0,0.0,455.0,1552.0,1552.0
2023-03-01,-4.0,0.0,0.0,510.0,1740.0,1740.0
2023-04-01,-4.0,0.0,0.0,501.0,1709.0,1709.0
2023-05-01,-4.0,0.0,0.0,498.0,1699.0,1699.0
2023-06-01,-4.0,0.0,0.0,466.0,1590.0,1590.0
2023-07-01,-4.0,0.0,0.0,402.0,1372.0,1372.0
2023-08-01,-4.0,0.0,0.0,444.0,1515.0,1515.0
2023-09-01,-4.0,0.0,0.0,438.0,1494.0,1494.0
2023-10-01,-4.0,0.0,0.0,477.0,1628.0,1628.0
2023-11-01,-4.0,0.0,0.0,461.0,1573.0,1573.0
2023-12-01,-4.0,0.0,0.0,414.0,1413.0,1413.0
2024-01-01,-3.0,0.0,0.0,151.0,515.0,515.0
2024-02-01,-7.0,0.0,0.0,452.0,1542.0,1542.0
2024-03-01,-5.0,0.0,0.0,513.0,1750.0,1750.0
2024-04-01,-4.0,0.0,0.0,534.0,1822.0,1822.0
2024-05-01,-4.0,0.0,0.0,613.0,2092.0,2092.0
2024-06-01,-3.0,0.0,0.0,656.0,2238.0,2238.0
2024-07-01,-3.0,0.0,0.0,667.0,2276.0,2276.0
2024-08-01,-3.0,0.0,0.0,575.0,1962.0,1962.0
2024-09-01,0.0,0.0,0.0,539.0,1839.0,1839.0
2024-10-01,-2.0,0.0,0.0,526.0,1795.0,1795.0
2024-11-01,0.0,0.0,0.0,286.0,976.0,976.0
2024-12-01,-1.0,0.0,0.0,236.0,805.0,805.0
