measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-01-01,-220.816,0.0,0.0
2016-02-01,-164.492,0.0,0.0
2016-03-01,-149.13,0.0,0.0
2016-04-01,-134.445,0.0,0.0
2016-05-01,-199.481,0.0,0.0
2016-06-01,-239.823,0.0,0.0
2016-07-01,-253.476,0.0,0.0
2016-08-01,-217.2,0.0,0.0
2016-09-01,-250.229,0.0,0.0
2016-10-01,-257.228,0.0,0.0
2016-11-01,-258.142,0.0,0.0
2016-12-01,-266.538,0.0,0.0
2017-01-01,-214.0,0.0,0.0
2017-02-01,-237.0,0.0,0.0
2017-03-01,-300.0,0.0,0.0
2017-04-01,-228.0,0.0,0.0
2017-05-01,-169.0,0.0,0.0
2017-06-01,-95.0,0.0,0.0
2017-07-01,-149.0,0.0,0.0
2017-08-01,-419.0,0.0,0.0
2017-09-01,-342.0,0.0,0.0
2017-10-01,-412.0,0.0,0.0
2017-11-01,-385.0,0.0,0.0
2017-12-01,-407.0,0.0,0.0
2018-01-01,-399.0,0.0,0.0
2018-02-01,-368.0,0.0,0.0
2018-03-01,-405.0,0.0,0.0
2018-04-01,-372.0,0.0,0.0
2018-05-01,-387.0,0.0,0.0
2018-06-01,-354.0,0.0,0.0
2018-07-01,-383.0,0.0,0.0
2018-08-01,-354.0,0.0,0.0
2018-09-01,-334.0,0.0,0.0
2018-10-01,-349.0,0.0,0.0
2018-11-01,-341.0,0.0,0.0
2018-12-01,-353.0,0.0,0.0
2019-01-01,-349.0,0.0,0.0
2019-02-01,-323.0,0.0,0.0
2019-03-01,-356.0,0.0,0.0
2019-04-01,-277.0,0.0,0.0
2019-05-01,-235.0,0.0,0.0
2019-06-01,-192.0,0.0,0.0
2019-07-01,-220.0,0.0,0.0
2019-08-01,-221.0,0.0,0.0
2019-09-01,-197.0,0.0,0.0
2019-10-01,-224.0,0.0,0.0
2019-11-01,-221.0,0.0,0.0
2019-12-01,-217.0,0.0,0.0
2020-01-01,-211.0,0.0,0.0
2020-02-01,-196.0,0.0,0.0
2020-03-01,-209.0,0.0,0.0
2020-04-01,-201.0,0.0,0.0
2020-05-01,-204.0,0.0,0.0
2020-06-01,-196.0,0.0,0.0
2020-07-01,-203.0,0.0,0.0
2020-08-01,-158.0,0.0,0.0
2020-09-01,-160.0,0.0,0.0
2020-10-01,-161.0,0.0,0.0
2020-11-01,-157.0,0.0,0.0
2020-12-01,-221.0,0.0,0.0
2021-01-01,-204.0,0.0,0.0
2021-02-01,-195.0,0.0,0.0
2021-03-01,-161.0,0.0,0.0
2021-04-01,-131.0,0.0,0.0
2021-05-01,-111.0,0.0,0.0
2021-06-01,-106.0,0.0,0.0
2021-07-01,-109.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
