measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,17357.826,177761.5,177761.5
2003-02-01,16149.061000000002,165382.53,165382.53
2003-03-01,18780.167999999998,192327.7,192327.7
2003-04-01,19522.215,199927.0,199927.0
2003-05-01,19095.124,195553.16,195553.16
2003-06-01,19402.464,198700.63,198700.63
2003-07-01,18531.611,189782.23,189782.23
2003-08-01,17647.937,180732.52,180732.52
2003-09-01,14597.395,149491.92,149491.92
2003-10-01,16867.199,172736.98,172736.98
2003-11-01,17787.816,182165.02,182165.02
2003-12-01,19931.183,204115.25,204115.25
2004-01-01,20946.318,209924.0,209924.0
2004-02-01,18007.947,180475.64,180475.64
2004-03-01,17328.368000000002,173664.9,173664.9
2004-04-01,17776.864,178159.73,178159.73
2004-05-01,23121.608,231724.76,231724.76
2004-06-01,25815.014,258718.07,258718.07
2004-07-01,19498.636,195415.33,195415.33
2004-08-01,18693.033000000003,187341.58,187341.58
2004-09-01,16508.072,165443.9,165443.9
2004-10-01,17420.901,174592.27,174592.27
2004-11-01,19296.823,193392.76,193392.76
2004-12-01,23637.417,236894.19,236894.19
2005-01-01,14809.664,148081.83,148081.83
2005-02-01,13569.562,135682.05,135682.05
2005-03-01,14139.824,141384.1,141384.1
2005-04-01,14129.62,141282.07,141282.07
2005-05-01,19928.609,199266.16,199266.16
2005-06-01,18581.01,185791.52,185791.52
2005-07-01,17272.37,172706.43,172706.43
2005-08-01,14333.661,143322.28,143322.28
2005-09-01,11360.416000000001,113592.8,113592.8
2005-10-01,12260.131000000001,122589.05,122589.05
2005-11-01,13211.763,132104.42,132104.42
2005-12-01,14790.37,147888.91,147888.91
2006-01-01,23530.972,233404.0,233404.0
2006-02-01,20644.654,204774.0,204774.0
2006-03-01,22188.638,220089.0,220089.0
2006-04-01,26787.307,265703.0,265703.0
2006-05-01,28907.077,286729.0,286729.0
2006-06-01,29856.899,296151.0,296151.0
2006-07-01,24396.838,241992.0,241992.0
2006-08-01,20004.311,198423.0,198423.0
2006-09-01,14665.135,145463.0,145463.0
2006-10-01,13869.467,137571.0,137571.0
2006-11-01,16093.127,159628.0,159628.0
2006-12-01,17457.575,173162.0,173162.0
2007-01-01,21754.062,215017.0,215017.0
2007-02-01,15370.701000000001,151924.0,151924.0
2007-03-01,22803.662,225391.0,225391.0
2007-04-01,23525.268,232524.0,232524.0
2007-05-01,25460.192,251649.0,251649.0
2007-06-01,21695.981,214443.0,214443.0
2007-07-01,20565.456,203269.0,203269.0
2007-08-01,16924.011,167277.0,167277.0
2007-09-01,10892.66,107663.0,107663.0
2007-10-01,12729.735,125821.0,125821.0
2007-11-01,14256.085,140907.0,140907.0
2007-12-01,17204.186,170046.0,170046.0
2008-01-01,19128.556,188493.0,188493.0
2008-02-01,15636.9,154086.0,154086.0
2008-03-01,16665.934,164226.0,164226.0
2008-04-01,15995.375,157618.0,157618.0
2008-05-01,26356.179,259714.0,259714.0
2008-06-01,32292.62,318211.0,318211.0
2008-07-01,24318.838,239638.0,239638.0
2008-08-01,15607.74,153799.0,153799.0
2008-09-01,12181.705,120039.0,120039.0
2008-10-01,13218.529,130255.0,130255.0
2008-11-01,14688.393,144739.0,144739.0
2008-12-01,18283.231,180163.0,180163.0
2009-01-01,23484.212,229206.0,229206.0
2009-02-01,15955.899000000001,155730.0,155730.0
2009-03-01,16863.174,164585.0,164585.0
2009-04-01,23082.851,225289.0,225289.0
2009-05-01,27236.338,265827.0,265827.0
2009-06-01,30209.634,294846.0,294846.0
2009-07-01,20548.738,200556.0,200556.0
2009-08-01,14507.954000000002,141598.0,141598.0
2009-09-01,11642.929,113635.0,113635.0
2009-10-01,13797.815,134667.0,134667.0
2009-11-01,16711.222,163102.0,163102.0
2009-12-01,19724.234,192509.0,192509.0
2010-01-01,19050.031000000003,185852.0,185852.0
2010-02-01,16681.734,162747.0,162747.0
2010-03-01,16865.659,164541.0,164541.0
2010-04-01,16321.881000000001,159236.0,159236.0
2010-05-01,25280.309,246635.0,246635.0
2010-06-01,33641.901,328210.0,328210.0
2010-07-01,25544.505,249212.0,249212.0
2010-08-01,17683.816,172523.0,172523.0
2010-09-01,13586.008,132545.0,132545.0
2010-10-01,17122.385000000002,167046.0,167046.0
2010-11-01,19822.042999999998,193384.0,193384.0
2010-12-01,21316.728,207966.0,207966.0
2011-01-01,18699.622,181686.0,181686.0
2011-02-01,18717.835,181862.0,181862.0
2011-03-01,19889.758,193249.0,193249.0
2011-04-01,20560.83,199769.0,199769.0
2011-05-01,21831.161,212112.0,212112.0
2011-06-01,22277.807,216451.0,216451.0
2011-07-01,23047.248,223927.0,223927.0
2011-08-01,18258.641,177401.0,177401.0
2011-09-01,11680.047,113483.0,113483.0
2011-10-01,12372.293,120209.0,120209.0
2011-11-01,13451.746,130697.0,130697.0
2011-12-01,14593.012,141786.0,141786.0
2012-01-01,21756.947,207039.0,207039.0
2012-02-01,18997.213,180777.0,180777.0
2012-03-01,27070.253,257601.0,257601.0
2012-04-01,30378.062,289078.0,289078.0
2012-05-01,33857.475,322188.0,322188.0
2012-06-01,32742.816,311581.0,311581.0
2012-07-01,33163.766,315586.0,315586.0
2012-08-01,28048.981,266914.0,266914.0
2012-09-01,16784.796,159724.0,159724.0
2012-10-01,15019.399,142925.0,142925.0
2012-11-01,19796.6,188384.0,188384.0
2012-12-01,27650.692,263124.0,263124.0
2013-01-01,25564.843,243914.0,243914.0
2013-02-01,17583.686,167766.0,167766.0
2013-03-01,16555.183,157953.0,157953.0
2013-04-01,25262.456,241029.0,241029.0
2013-05-01,28945.01,276164.0,276164.0
2013-06-01,27769.042,264944.0,264944.0
2013-07-01,25449.044,242809.0,242809.0
2013-08-01,19622.331,187217.0,187217.0
2013-09-01,13623.301,129980.0,129980.0
2013-10-01,15983.95,152503.0,152503.0
2013-11-01,17115.659,163301.0,163301.0
2013-12-01,19212.495,183306.0,183306.0
2014-01-01,21661.579,206002.0,206002.0
2014-02-01,16325.225,155253.0,155253.0
2014-03-01,28155.481,267759.0,267759.0
2014-04-01,28265.794,268808.0,268808.0
2014-05-01,33145.532,315214.0,315214.0
2014-06-01,33212.195,315848.0,315848.0
2014-07-01,30257.297,287747.0,287747.0
2014-08-01,22069.417,209880.0,209880.0
2014-09-01,14283.815,135839.0,135839.0
2014-10-01,16308.172,155091.0,155091.0
2014-11-01,20447.177,194453.0,194453.0
2014-12-01,26084.316,248062.0,248062.0
2015-01-01,20935.33,195096.0,195096.0
2015-02-01,20920.947,194962.0,194962.0
2015-03-01,20517.373,191201.0,191201.0
2015-04-01,15992.098,149030.0,149030.0
2015-05-01,15979.647,148914.0,148914.0
2015-06-01,14620.172,136245.0,136245.0
2015-07-01,13851.299,129080.0,129080.0
2015-08-01,14629.533,136333.0,136333.0
2015-09-01,10899.959,101577.0,101577.0
2015-10-01,11370.336,105960.0,105960.0
2015-11-01,13815.065,128743.0,128743.0
2015-12-01,15145.241,141139.0,141139.0
2016-01-01,20301.596,187424.0,187424.0
2016-02-01,20378.336,188133.0,188133.0
2016-03-01,25009.16,230885.0,230885.0
2016-04-01,25966.748,239725.0,239725.0
2016-05-01,25348.755,234020.0,234020.0
2016-06-01,23229.118,214451.0,214451.0
2016-07-01,19558.282,180562.0,180562.0
2016-08-01,17062.334,157519.0,157519.0
2016-09-01,13225.864,122101.0,122101.0
2016-10-01,16611.437,153357.0,153357.0
2016-11-01,20220.671,186677.0,186677.0
2016-12-01,23929.699,220919.0,220919.0
2017-01-01,26204.425,241421.0,241421.0
2017-02-01,22645.224,208630.0,208630.0
2017-03-01,29680.54,273447.0,273447.0
2017-04-01,29451.546,271337.0,271337.0
2017-05-01,31583.186,290976.0,290976.0
2017-06-01,31613.136,291252.0,291252.0
2017-07-01,24173.782,222713.0,222713.0
2017-08-01,17899.191,164905.0,164905.0
2017-09-01,15963.601,147073.0,147073.0
2017-10-01,14360.611,132304.0,132304.0
2017-11-01,16953.317,156191.0,156191.0
2017-12-01,22471.441,207029.0,207029.0
2018-01-01,22368.602,203644.0,203644.0
2018-02-01,23076.764,210091.0,210091.0
2018-03-01,21076.456,191880.0,191880.0
2018-04-01,21640.547,197016.0,197016.0
2018-05-01,26520.314,241441.0,241441.0
2018-06-01,24149.351,219856.0,219856.0
2018-07-01,19121.579,174083.0,174083.0
2018-08-01,15159.644,138013.0,138013.0
2018-09-01,11339.127,103231.0,103231.0
2018-10-01,12083.405,110007.0,110007.0
2018-11-01,15233.099,138682.0,138682.0
2018-12-01,15103.112,137499.0,137499.0
2019-01-01,14697.344,130880.0,130880.0
2019-02-01,13193.554,117489.0,117489.0
2019-03-01,13133.714,116956.0,116956.0
2019-04-01,14176.635,126243.0,126243.0
2019-05-01,20815.682,185364.0,185364.0
2019-06-01,17096.116,152241.0,152241.0
2019-07-01,13534.088,120521.0,120521.0
2019-08-01,13278.008,118241.0,118241.0
2019-09-01,9067.553,80747.0,80747.0
2019-10-01,9997.472,89027.0,89027.0
2019-11-01,13289.032,118339.0,118339.0
2019-12-01,12970.802,115505.0,115505.0
2020-01-01,20240.065,177445.0,177445.0
2020-02-01,22461.58,196921.0,196921.0
2020-03-01,17349.061,152099.0,152099.0
2020-04-01,15254.469,133736.0,133736.0
2020-05-01,27545.622,241492.0,241492.0
2020-06-01,27953.748,245071.0,245071.0
2020-07-01,25921.89,227257.0,227257.0
2020-08-01,19866.777,174172.0,174172.0
2020-09-01,14340.282,125721.0,125721.0
2020-10-01,14667.694,128592.0,128592.0
2020-11-01,18595.492,163027.0,163027.0
2020-12-01,19436.32,170398.0,170398.0
2021-01-01,25582.116,226248.0,226248.0
2021-02-01,21090.038,186520.0,186520.0
2021-03-01,16797.419,148556.0,148556.0
2021-04-01,15247.699,134851.0,134851.0
2021-05-01,22660.639,200411.0,200411.0
2021-06-01,25261.389,223412.0,223412.0
2021-07-01,20517.357,181456.0,181456.0
2021-08-01,18568.425,164219.0,164219.0
2021-09-01,12740.329,112675.0,112675.0
2021-10-01,13585.411,120149.0,120149.0
2021-11-01,18406.103,162784.0,162784.0
2021-12-01,26539.075,234712.0,234712.0
2022-01-01,24464.533,83473.0,83473.0
2022-02-01,20086.434,68535.0,68535.0
2022-03-01,20505.97,69966.0,69966.0
2022-04-01,14799.961,50497.0,50497.0
2022-05-01,21846.745,74541.0,74541.0
2022-06-01,27726.351,94602.0,94602.0
2022-07-01,26275.867,89653.0,89653.0
2022-08-01,20903.849,71324.0,71324.0
2022-09-01,13383.829,45666.0,45666.0
2022-10-01,11968.41,40836.0,40836.0
2022-11-01,16461.711,56167.0,56167.0
2022-12-01,17305.34,59046.0,59046.0
2023-01-01,22544.0,76920.0,76920.0
2023-02-01,12817.0,43732.0,43732.0
2023-03-01,10911.0,37228.0,37228.0
2023-04-01,23507.0,80206.0,80206.0
2023-05-01,43896.0,149773.0,149773.0
2023-06-01,16753.0,57161.0,57161.0
2023-07-01,7215.0,24618.0,24618.0
2023-08-01,3850.0,13136.0,13136.0
2023-09-01,3107.0,10601.0,10601.0
2023-10-01,4316.0,14726.0,14726.0
2023-11-01,17440.0,59505.0,59505.0
2023-12-01,24021.0,81960.0,81960.0
2024-01-01,21158.0,72191.0,72191.0
2024-02-01,14612.0,49856.0,49856.0
2024-03-01,22638.0,77241.0,77241.0
2024-04-01,19040.0,64964.0,64964.0
2024-05-01,25806.0,88050.0,88050.0
2024-06-01,25910.0,88405.0,88405.0
2024-07-01,11066.0,37757.0,37757.0
2024-08-01,5253.0,17923.0,17923.0
2024-09-01,3327.0,11352.0,11352.0
2024-10-01,2988.0,10195.0,10195.0
2024-11-01,15667.0,53456.0,53456.0
2024-12-01,28842.0,98409.0,98409.0
