measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,20.121,271.0,271.0
2021-02-01,17.438,236.0,236.0
2021-03-01,10.949,149.0,149.0
2021-04-01,7.727,104.0,104.0
2021-05-01,8.115,110.0,110.0
2021-06-01,18.943,257.0,257.0
2021-07-01,18.047,245.0,245.0
2021-08-01,21.012,285.0,285.0
2021-09-01,12.073,163.0,163.0
2021-10-01,13.497,183.0,183.0
2021-11-01,9.293,126.0,126.0
2021-12-01,11.785,160.0,160.0
2022-01-01,22.405,261.0,261.0
2022-02-01,18.339,214.0,214.0
2022-03-01,16.9,197.0,197.0
2022-04-01,17.601,205.0,205.0
2022-05-01,21.544,251.0,251.0
2022-06-01,18.565,217.0,217.0
2022-07-01,35.521,414.0,414.0
2022-08-01,35.696,416.0,416.0
2022-09-01,16.213,189.0,189.0
2022-10-01,11.144,130.0,130.0
2022-11-01,17.784,207.0,207.0
2022-12-01,23.288,271.0,271.0
2023-01-01,26.721,297.0,297.0
2023-02-01,28.558,318.0,318.0
2023-03-01,23.252,259.0,259.0
2023-04-01,24.518,273.0,273.0
2023-05-01,25.069,280.0,280.0
2023-06-01,25.551,285.0,285.0
2023-07-01,43.948,490.0,490.0
2023-08-01,31.092,347.0,347.0
2023-09-01,28.685,320.0,320.0
2023-10-01,26.018,290.0,290.0
2023-11-01,25.216,281.0,281.0
2023-12-01,31.372,350.0,350.0
2024-01-01,50.048,524.0,524.0
2024-02-01,33.317,350.0,350.0
2024-03-01,28.755,301.0,301.0
2024-04-01,31.792,333.0,333.0
2024-05-01,28.189,295.0,295.0
2024-06-01,41.577,437.0,437.0
2024-07-01,78.791,827.0,827.0
2024-08-01,56.421,591.0,591.0
2024-09-01,33.423,351.0,351.0
2024-10-01,48.262,506.0,506.0
2024-11-01,58.63,615.0,615.0
2024-12-01,47.795,502.0,502.0
