measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,326.797,4031.0,4031.0,1737.621,24614.0,24614.0
2003-02-01,277.701,3425.0,3425.0,1476.573,20916.0,20916.0
2003-03-01,306.861,3785.0,3785.0,1631.6190000000001,23112.0,23112.0
2003-04-01,266.151,3283.0,3283.0,1415.1570000000002,20046.0,20046.0
2003-05-01,239.496,2954.0,2954.0,1273.433,18038.0,18038.0
2003-06-01,286.404,3533.0,3533.0,1522.846,21571.0,21571.0
2003-07-01,346.283,4271.0,4271.0,1841.229,26081.0,26081.0
2003-08-01,326.552,4028.0,4028.0,1736.3190000000002,24595.0,24595.0
2003-09-01,303.47900000000004,3743.0,3743.0,1613.6370000000002,22857.0,22857.0
2003-10-01,296.774,3660.0,3660.0,1577.986,22352.0,22352.0
2003-11-01,282.865,3489.0,3489.0,1504.0310000000002,21305.0,21305.0
2003-12-01,319.637,3942.0,3942.0,1699.549,24074.0,24074.0
2004-01-01,0.0,0.0,0.0,1830.0,25391.67,27709.21
2004-02-01,0.0,0.0,0.0,1515.431,21026.95,22946.11
2004-03-01,0.0,0.0,0.0,1651.685,22917.51,25009.22
2004-04-01,0.0,0.0,0.0,2022.7510000000002,28066.12,30627.77
2004-05-01,0.0,0.0,0.0,1901.3780000000002,26382.06,28789.99
2004-06-01,0.0,0.0,0.0,4073.159,56516.01,61674.32
