measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2015-05-01,36320.0,283365.0,283365.0,0.0,0.0,0.0
2015-06-01,70703.0,540312.0,540312.0,,,
2015-07-01,107455.0,789418.0,789418.0,0.0,0.0,0.0
2015-08-01,62434.0,451086.0,451086.0,0.0,0.0,0.0
2015-09-01,26161.0,192843.0,192843.0,0.0,0.0,0.0
2015-10-01,154.0,5691.0,5691.0,0.0,0.0,0.0
2015-11-01,5566.0,54487.0,54487.0,0.0,0.0,0.0
2015-12-01,17839.0,136964.0,136964.0,0.0,0.0,0.0
2016-01-01,127586.0,924500.0,924500.0,0.0,0.0,0.0
2016-02-01,102106.0,751313.0,751313.0,0.0,0.0,0.0
2016-03-01,151959.0,1096659.0,1096659.0,0.0,0.0,0.0
2016-04-01,37464.0,274999.0,274999.0,0.0,0.0,0.0
2016-05-01,86287.0,639860.0,639860.0,0.0,0.0,0.0
2016-06-01,82614.0,616049.0,616049.0,0.0,0.0,0.0
2016-07-01,111203.0,818757.0,818757.0,0.0,0.0,0.0
2016-08-01,125525.0,927353.0,927353.0,0.0,0.0,0.0
2016-09-01,42189.0,316582.0,316582.0,0.0,0.0,0.0
2016-10-01,1411.0,12502.0,12502.0,0.0,0.0,0.0
2016-11-01,102832.0,758169.0,758169.0,0.0,0.0,0.0
2016-12-01,82686.0,625149.0,625149.0,0.0,0.0,0.0
2017-01-01,66369.0,501947.0,501947.0,0.0,0.0,0.0
2017-02-01,36121.0,275652.0,275652.0,0.0,0.0,0.0
2017-03-01,88165.0,667104.0,667104.0,0.0,0.0,0.0
2017-04-01,174215.0,1259844.0,1259844.0,0.0,0.0,0.0
2017-05-01,229413.0,1639558.0,1639558.0,0.0,0.0,0.0
2017-06-01,241427.0,1727593.0,1727593.0,0.0,0.0,0.0
2017-07-01,313668.0,2223082.0,2223082.0,0.0,0.0,0.0
2017-08-01,309161.0,2236035.0,2236035.0,0.0,0.0,0.0
2017-09-01,200971.0,1542450.0,1542450.0,0.0,0.0,0.0
2017-10-01,173578.0,1388405.0,1388405.0,0.0,0.0,0.0
2017-11-01,124818.0,960511.0,960511.0,0.0,0.0,0.0
2017-12-01,225992.0,1741997.0,1741997.0,0.0,0.0,0.0
2018-01-01,307906.0,2214716.0,2214716.0,0.0,0.0,0.0
2018-02-01,292926.0,2073606.0,2073606.0,0.0,0.0,0.0
2018-03-01,313494.0,2177702.0,2177702.0,0.0,0.0,0.0
2018-04-01,97230.0,724303.0,724303.0,0.0,0.0,0.0
2018-05-01,263287.0,1955072.0,1955072.0,0.0,0.0,0.0
2018-06-01,322988.0,2251407.0,2251407.0,0.0,0.0,0.0
2018-07-01,349255.0,2435298.0,2435298.0,0.0,0.0,0.0
2018-08-01,378582.0,2662163.0,2662163.0,0.0,0.0,0.0
2018-09-01,348088.0,2432562.0,2432562.0,0.0,0.0,0.0
2018-10-01,212169.0,1487212.0,1487212.0,0.0,0.0,0.0
2018-11-01,325162.0,2224851.0,2224851.0,0.0,0.0,0.0
2018-12-01,304169.0,2113076.0,2113076.0,0.0,0.0,0.0
2019-01-01,397532.0,2889179.0,2889179.0,0.0,0.0,0.0
2019-02-01,319263.0,2238068.0,2238068.0,0.0,0.0,0.0
2019-03-01,371373.0,2694696.0,2694696.0,0.0,0.0,0.0
2019-04-01,238712.0,1645615.0,1645615.0,0.0,0.0,0.0
2019-05-01,359186.0,2519453.0,2519453.0,0.0,0.0,0.0
2019-06-01,361989.0,2527597.0,2527597.0,0.0,0.0,0.0
2019-07-01,401837.0,2831893.0,2831893.0,0.0,0.0,0.0
2019-08-01,385751.0,2692603.0,2692603.0,0.0,0.0,0.0
2019-09-01,274218.0,1941128.0,1941128.0,0.0,0.0,0.0
2019-10-01,189047.0,1374962.0,1374962.0,0.0,0.0,0.0
2019-11-01,316669.0,2195334.0,2195334.0,0.0,0.0,0.0
2019-12-01,401499.0,2758674.0,2758674.0,0.0,0.0,0.0
2020-01-01,274022.0,3044515.0,3044515.0,140056.0,0.0,0.0
2020-02-01,256010.0,2855192.0,2855192.0,132324.0,0.0,0.0
2020-03-01,219890.0,2562037.0,2562037.0,122606.0,0.0,0.0
2020-04-01,146059.0,1705538.0,1705538.0,81803.0,0.0,0.0
2020-05-01,220422.0,2557828.0,2557828.0,121294.0,0.0,0.0
2020-06-01,196183.0,2315659.0,2315659.0,113680.0,0.0,0.0
2020-07-01,230324.0,2796509.0,2796509.0,140043.0,0.0,0.0
2020-08-01,231806.0,2750312.0,2750312.0,136457.0,0.0,0.0
2020-09-01,201472.0,2335836.0,2335836.0,112724.0,0.0,0.0
2020-10-01,223321.0,2517355.0,2517355.0,119430.0,0.0,0.0
2020-11-01,61316.0,692328.0,692328.0,31548.0,0.0,0.0
2020-12-01,210243.0,2295718.0,2295718.0,102554.0,0.0,0.0
2021-01-01,205056.0,2245883.0,2245883.0,98126.0,0.0,0.0
2021-02-01,97230.0,1085663.0,1085663.0,47391.0,0.0,0.0
2021-03-01,98594.0,1118263.0,1118263.0,50570.0,0.0,0.0
2021-04-01,6981.0,80646.0,80646.0,3772.0,0.0,0.0
2021-05-01,22531.0,264646.0,264646.0,12120.0,0.0,0.0
2021-06-01,70205.0,844925.0,844925.0,40212.0,0.0,0.0
2021-07-01,191157.0,2213360.0,2213360.0,108299.0,0.0,0.0
2021-08-01,202453.0,2385904.0,2385904.0,117408.0,0.0,0.0
2021-09-01,147990.0,1826070.0,1826070.0,77714.0,0.0,0.0
2021-10-01,129544.0,1501196.0,1501196.0,70636.0,0.0,0.0
2021-11-01,123783.0,1422388.0,1422388.0,63415.0,0.0,0.0
2021-12-01,168236.0,1868678.0,1868678.0,81876.0,0.0,0.0
2022-01-01,219667.0,2397264.0,2397264.0,105119.0,0.0,0.0
2022-02-01,146262.0,1610678.0,1610678.0,70667.0,0.0,0.0
2022-03-01,169464.0,1865792.0,1865792.0,84367.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,30769.0,366067.0,366067.0,16511.0,0.0,0.0
2022-06-01,207437.0,2367007.0,2367007.0,107421.0,0.0,0.0
2022-07-01,239560.0,2734713.0,2734713.0,130328.0,0.0,0.0
2022-08-01,217337.0,2489337.0,2489337.0,121064.0,0.0,0.0
2022-09-01,195809.0,2267947.0,2267947.0,108012.0,0.0,0.0
2022-10-01,102801.0,1252442.0,1252442.0,51136.0,0.0,0.0
2022-11-01,119677.0,1280868.0,1280868.0,58149.0,0.0,0.0
2022-12-01,127336.0,1429048.0,1429048.0,62481.0,0.0,0.0
2023-01-01,219419.0,2490007.0,2490007.0,106491.0,0.0,0.0
2023-02-01,194227.0,2219323.0,2219323.0,95967.0,0.0,0.0
2023-03-01,163504.0,1841472.0,1841472.0,80351.0,813.0,813.0
2023-04-01,14500.0,168805.0,168805.0,7393.0,361.0,361.0
2023-05-01,115463.0,1334517.0,1334517.0,57380.0,57.0,57.0
2023-06-01,168964.0,1952248.0,1952248.0,88467.0,43109.0,43109.0
2023-07-01,219048.0,2565010.0,2565010.0,113834.0,31381.0,31381.0
2023-08-01,223445.0,2626599.0,2626599.0,117921.0,44372.0,44372.0
2023-09-01,192375.0,2231092.0,2231092.0,97913.0,10110.0,10110.0
2023-10-01,100939.0,1185981.0,1185981.0,51304.0,5420.0,5420.0
2023-11-01,132667.0,1544182.0,1544182.0,65147.0,2813.0,2813.0
2023-12-01,167107.0,1905351.0,1905351.0,88460.0,90630.0,90630.0
2024-01-01,228448.0,2598831.0,2598831.0,114792.0,62559.0,62559.0
2024-02-01,217603.0,2469275.0,2469275.0,106326.0,19312.0,19312.0
2024-03-01,128981.0,1514512.0,1514512.0,65000.0,2435.0,2435.0
2024-04-01,63228.0,727255.0,727255.0,31381.0,995.0,995.0
2024-05-01,128904.0,1529506.0,1529506.0,64959.0,6739.0,6739.0
2024-06-01,182104.0,2181519.0,2181519.0,93752.0,19639.0,19639.0
2024-07-01,234311.0,2725950.0,2725950.0,122313.0,57516.0,57516.0
2024-08-01,243697.0,2858313.0,2858313.0,125283.0,45104.0,45104.0
2024-09-01,224452.0,2641973.0,2641973.0,115027.0,28218.0,28218.0
2024-10-01,122127.0,1445464.0,1445464.0,63430.0,14180.0,14180.0
2024-11-01,203034.0,2300979.0,2300979.0,100418.0,3767.0,3767.0
2024-12-01,151368.0,1734964.0,1734964.0,73216.0,1778.0,1778.0
