measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2012-06-01,6979.347,66415.0,66415.0
2012-07-01,6035.131,57430.0,57430.0
2012-08-01,4756.039,45258.0,45258.0
2012-09-01,4453.178,42376.0,42376.0
2012-10-01,3499.824,33304.0,33304.0
2012-11-01,1789.747,17031.0,17031.0
2012-12-01,1307.734,12444.0,12444.0
2013-01-01,985.728,9405.0,9405.0
2013-02-01,2019.633,19269.0,19269.0
2013-03-01,3439.444,32816.0,32816.0
2013-04-01,3626.379,34599.0,34599.0
2013-05-01,4081.177,38939.0,38939.0
2013-06-01,5201.022,49623.0,49623.0
2013-07-01,4907.022,46818.0,46818.0
2013-08-01,6603.877,63008.0,63008.0
2013-09-01,6419.438,61248.0,61248.0
2013-10-01,5683.281,54224.0,54224.0
2013-11-01,5657.385,53977.0,53977.0
2013-12-01,5903.614,56326.0,56326.0
2014-01-01,1908.687,18152.0,18152.0
2014-02-01,2176.865,20702.0,20702.0
2014-03-01,3832.574,36448.0,36448.0
2014-04-01,4535.445,43132.0,43132.0
2014-05-01,5210.335,49550.0,49550.0
2014-06-01,5778.705,54955.0,54955.0
2014-07-01,5347.557,50855.0,50855.0
2014-08-01,5786.27,55027.0,55027.0
2014-09-01,5645.629,53690.0,53690.0
2014-10-01,5098.184,48484.0,48484.0
2014-11-01,4236.65,40291.0,40291.0
2014-12-01,2889.099,27475.0,27475.0
2015-01-01,2513.048,23419.0,23419.0
2015-02-01,3167.246,29516.0,29516.0
2015-03-01,4641.435,43254.0,43254.0
2015-04-01,5209.325,48546.0,48546.0
2015-05-01,5236.175,48796.0,48796.0
2015-06-01,5395.009,50276.0,50276.0
2015-07-01,5583.555,52033.0,52033.0
2015-08-01,5651.403,52665.0,52665.0
2015-09-01,4663.971,43464.0,43464.0
2015-10-01,3929.032,36615.0,36615.0
2015-11-01,3639.742,33919.0,33919.0
2015-12-01,2996.059,27920.0,27920.0
2016-01-01,2046.962,18898.0,18898.0
2016-02-01,3416.638,31542.0,31542.0
2016-03-01,3771.278,34816.0,34816.0
2016-04-01,4393.291,40559.0,40559.0
2016-05-01,5461.065,50417.0,50417.0
2016-06-01,5237.778,48355.0,48355.0
2016-07-01,6114.532,56449.0,56449.0
2016-08-01,6029.88,55668.0,55668.0
2016-09-01,5320.124,49115.0,49115.0
2016-10-01,4484.83,41404.0,41404.0
2016-11-01,3852.67,35568.0,35568.0
2016-12-01,2809.952,25941.0,25941.0
2017-01-01,2109.772,19437.0,19437.0
2017-02-01,2356.538,21711.0,21711.0
2017-03-01,4394.33,40485.0,40485.0
2017-04-01,4629.768,42654.0,42654.0
2017-05-01,5821.147,53630.0,53630.0
2017-06-01,6308.422,58119.0,58119.0
2017-07-01,5750.198,52977.0,52977.0
2017-08-01,5314.076,48959.0,48959.0
2017-09-01,4962.213,45717.0,45717.0
2017-10-01,4571.353,42116.0,42116.0
2017-11-01,2809.114,25880.0,25880.0
2017-12-01,2679.069,24682.0,24682.0
2018-01-01,2038.205,18556.0,18556.0
2018-02-01,2869.075,26120.0,26120.0
2018-03-01,3280.607,29867.0,29867.0
2018-04-01,4101.169,37337.0,37337.0
2018-05-01,4943.469,45005.0,45005.0
2018-06-01,5326.263,48490.0,48490.0
2018-07-01,4603.861,41914.0,41914.0
2018-08-01,4635.907,42205.0,42205.0
2018-09-01,4388.538,39953.0,39953.0
2018-10-01,3457.593,31478.0,31478.0
2018-11-01,2378.28,21652.0,21652.0
2018-12-01,1892.033,17225.0,17225.0
2019-01-01,2186.333,19469.0,19469.0
2019-02-01,2551.07,22717.0,22717.0
2019-03-01,3875.108,34508.0,34508.0
2019-04-01,4507.016,40135.0,40135.0
2019-05-01,4692.532,41787.0,41787.0
2019-06-01,5672.992,50518.0,50518.0
2019-07-01,5598.532,49855.0,49855.0
2019-08-01,5483.089,48827.0,48827.0
2019-09-01,4484.015,39930.0,39930.0
2019-10-01,4120.068,36689.0,36689.0
2019-11-01,2634.923,23464.0,23464.0
2019-12-01,1698.322,15124.0,15124.0
2020-01-01,2209.87,19374.0,19374.0
2020-02-01,2995.587,26262.0,26262.0
2020-03-01,2931.363,25699.0,25699.0
2020-04-01,3694.343,32388.0,32388.0
2020-05-01,4834.969,42388.0,42388.0
2020-06-01,4814.665,42210.0,42210.0
2020-07-01,5438.244,47677.0,47677.0
2020-08-01,4505.435,39499.0,39499.0
2020-09-01,3537.656,31015.0,31015.0
2020-10-01,3269.951,28668.0,28668.0
2020-11-01,2585.136,22664.0,22664.0
2020-12-01,2046.781,17944.0,17944.0
2021-01-01,1654.802,14635.0,14635.0
2021-02-01,2167.746,19172.0,19172.0
2021-03-01,2798.936,24754.0,24754.0
2021-04-01,3503.535,30985.0,30985.0
2021-05-01,3818.789,33773.0,33773.0
2021-06-01,3709.542,32807.0,32807.0
2021-07-01,3553.034,31423.0,31423.0
2021-08-01,3494.772,30908.0,30908.0
2021-09-01,3013.397,26650.0,26650.0
2021-10-01,2508.125,22182.0,22182.0
2021-11-01,1995.694,17650.0,17650.0
2021-12-01,1363.628,12060.0,12060.0
2022-01-01,1508.192,5146.0,5146.0
2022-02-01,1798.963,6138.0,6138.0
2022-03-01,2385.043,8138.0,8138.0
2022-04-01,2690.41,9180.0,9180.0
2022-05-01,3153.24,10759.0,10759.0
2022-06-01,3283.311,11203.0,11203.0
2022-07-01,3166.709,10805.0,10805.0
2022-08-01,2940.264,10032.0,10032.0
2022-09-01,2481.338,8466.0,8466.0
2022-10-01,2286.032,7800.0,7800.0
2022-11-01,1694.707,5782.0,5782.0
2022-12-01,1184.791,4043.0,4043.0
2023-01-01,1669.0,5695.0,5695.0
2023-02-01,2592.0,8844.0,8844.0
2023-03-01,2163.0,7380.0,7380.0
2023-04-01,2444.0,8339.0,8339.0
2023-05-01,3269.0,11154.0,11154.0
2023-06-01,3223.0,10997.0,10997.0
2023-07-01,3365.0,11481.0,11481.0
