measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0,,,,31139.0,168006.0,395299.0,,,
2003-02-01,0.0,0.0,0.0,,,,28563.0,145638.0,349880.0,,,
2003-03-01,0.0,0.0,0.0,,,,24281.0,129958.0,288648.0,,,
2003-04-01,0.0,0.0,0.0,,,,27388.0,161609.0,317157.0,,,
2003-05-01,0.0,0.0,0.0,,,,22175.0,154178.0,230776.0,,,
2003-06-01,0.0,0.0,0.0,,,,28057.0,157884.0,294809.0,,,
2003-07-01,0.0,0.0,0.0,,,,31156.0,156506.0,334070.0,,,
2003-08-01,0.0,0.0,0.0,,,,31145.0,160164.0,339710.0,,,
2003-09-01,0.0,0.0,0.0,,,,32660.0,173924.0,336180.0,,,
2003-10-01,0.0,0.0,0.0,,,,26457.0,150287.0,278845.0,,,
2003-11-01,0.0,0.0,0.0,,,,28168.0,153698.0,312113.0,,,
2003-12-01,0.0,0.0,0.0,,,,31227.0,159923.0,352470.0,,,
2004-01-01,1460.09014,7057.49,16549.29,,,,11003.60586,53186.99,124719.58,,,
2004-02-01,403.57843,1950.74,4608.28,,,,8584.67357,41494.85,98024.43,,,
2004-03-01,664.38856,3211.39,7584.39,,,,13349.22944,64524.79,152389.41,,,
2004-04-01,147.99376999999998,715.34,1695.95,,,,14617.97823,70657.41,167516.04,,,
2004-05-01,433.12306,2093.54,4960.91,,,,28601.54594,138248.34,327596.71,,,
2004-06-01,223.36247,1079.64,2560.8,,,,39394.68053,190418.0,451651.06,,,
2004-07-01,256.83808,1241.45,2944.57,,,,44788.32292,216488.7,513484.57,,,
2004-08-01,296.16112,1431.52,3395.45,,,,52940.52288,255893.15,606955.76,,,
2004-09-01,192.09863,928.53,2202.46,,,,36624.39537,177027.57,419908.57,,,
2004-10-01,307.55612,1486.6,3522.73,,,,20460.61288,98898.36,234354.65,,,
2004-11-01,131.42520000000002,635.26,1506.68,,,,21265.6968,102789.81,243793.69,,,
2004-12-01,375.37194999999997,1814.4,4299.76,,,,26062.36705,125974.97,298535.54,,,
2005-01-01,0.0,0.0,0.0,,,,20303.359,98138.26,240155.2,,,
2005-02-01,0.0,0.0,0.0,,,,17999.456,87002.11,212903.83,,,
2005-03-01,0.0,0.0,0.0,,,,21479.194,103821.77,254063.39,,,
2005-04-01,0.0,0.0,0.0,,,,22021.444,106442.78,260477.31,,,
2005-05-01,0.0,0.0,0.0,,,,17864.662,86350.58,211309.45,,,
2005-06-01,0.0,0.0,0.0,,,,30393.068,146907.84,359499.79,,,
2005-07-01,0.0,0.0,0.0,,,,39165.744,189311.42,463266.06,,,
2005-08-01,0.0,0.0,0.0,,,,41874.041,202402.23,495300.74,,,
2005-09-01,0.0,0.0,0.0,,,,27700.062,133890.93,327645.98,,,
2005-10-01,0.0,0.0,0.0,,,,19156.036,92592.55,226584.27,,,
2005-11-01,0.0,0.0,0.0,,,,17194.702,83112.26,203384.94,,,
2005-12-01,0.0,0.0,0.0,,,,18577.752,89797.37,219744.12,,,
2006-01-01,0.12638,0.61,1.45,,,,21040.72762,101702.39,242123.49,,,
2006-02-01,0.16176,0.78,1.86,,,,20979.39824,101405.95,241417.77,,,
2006-03-01,0.28814,1.39,3.32,,,,22887.39986,110628.47,263373.75,,,
2006-04-01,0.13649,0.66,1.57,,,,19242.89351,93012.39,221435.13,,,
2006-05-01,0.09605,0.46,1.11,,,,18666.93895,90228.45,214807.44,,,
2006-06-01,0.09099,0.44,1.05,,,,23878.61501,115419.6,274780.15,,,
2006-07-01,0.11120999999999999,0.54,1.28,,,,35759.73079,172848.12,411500.58,,,
2006-08-01,0.12132,0.59,1.4,,,,33666.82368,162731.86,387416.75,,,
2006-09-01,0.07077,0.34,0.81,,,,23879.88023,115425.71,274794.73,,,
2006-10-01,0.07077,0.34,0.81,,,,26631.94323,128728.08,306463.76,,,
2006-11-01,0.11627,0.56,1.34,,,,22907.03073,110723.36,263599.79,,,
2006-12-01,0.12638,0.61,1.45,,,,22383.42162,108192.44,257574.37,,,
2007-01-01,,,,236.74,2827.0,3036.0,,,,15405.708,183810.0,197614.0
2007-02-01,,,,403.266,4811.0,5171.0,,,,14114.262999999999,168402.0,181048.0
2007-03-01,,,,194.635,2321.0,2495.0,,,,20415.623,243585.0,261878.0
