measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-35.0,0.0,0.0
2024-02-01,-64.0,0.0,0.0
2024-03-01,-60.0,0.0,0.0
2024-04-01,-63.0,0.0,0.0
2024-05-01,-48.0,0.0,0.0
2024-06-01,-58.0,0.0,0.0
2024-07-01,-60.0,0.0,0.0
2024-08-01,-58.0,0.0,0.0
2024-09-01,-76.0,0.0,0.0
2024-10-01,-48.0,0.0,0.0
2024-11-01,-64.0,0.0,0.0
2024-12-01,-49.0,0.0,0.0
